omega_eV,Re,Im
1.50000000,2591.78970000,-2852.29230000
1.50500000,2615.58320000,-2855.39980000
1.51000000,2643.00950000,-2859.10170000
1.51500000,2674.85820000,-2861.29730000
1.52000000,2709.64320000,-2861.69740000
1.52500000,2748.56440000,-2857.89710000
1.53000000,2797.47550000,-2837.47270000
1.53500000,2782.60430000,-2823.56980000
1.54000000,2779.00580000,-2820.41210000
1.54500000,2782.44560000,-2820.78780000
1.55000000,2787.91930000,-2821.82890000
1.55500000,2793.56620000,-2824.29940000
1.56000000,2803.42250000,-2828.42680000
1.56500000,2819.41870000,-2831.93500000
1.57000000,2840.35150000,-2832.49070000
1.57500000,2853.67370000,-2830.82780000
1.58000000,2862.73860000,-2831.42050000
1.58500000,2874.42700000,-2833.24230000
1.59000000,2886.89240000,-2834.96980000
1.59500000,2902.84910000,-2837.72540000
1.60000000,2926.74290000,-2838.64170000
1.60500000,2946.97850000,-2835.47100000
1.61000000,2963.61930000,-2832.44060000
1.61500000,2978.45390000,-2829.84780000
1.62000000,2993.75940000,-2827.58500000
1.62500000,3008.33440000,-2824.89350000
1.63000000,3030.67010000,-2825.89810000
1.63500000,3072.75770000,-2817.83150000
1.64000000,3103.28420000,-2809.05090000
1.64500000,3146.08970000,-2794.95790000
1.65000000,3160.78360000,-2763.61820000
1.65500000,3143.15570000,-2750.02450000
1.66000000,3147.44930000,-2743.76200000
1.66500000,3171.69560000,-2735.21530000
1.67000000,3193.17360000,-2720.08620000
1.67500000,3212.37170000,-2700.20270000
1.68000000,3215.23390000,-2674.19860000
1.68500000,3196.63980000,-2648.36330000
1.69000000,3156.69150000,-2621.75040000
1.69500000,3091.53460000,-2604.56300000
1.70000000,3023.58640000,-2599.19940000
1.70500000,2962.86220000,-2602.84040000
1.71000000,2915.58750000,-2612.95780000
1.71500000,2875.83360000,-2625.62890000
1.72000000,2845.51810000,-2641.66830000
1.72500000,2824.01200000,-2657.68940000
1.73000000,2807.70010000,-2671.71960000
1.73500000,2788.22410000,-2686.14100000
1.74000000,2765.84620000,-2702.67320000
1.74500000,2746.89860000,-2721.97460000
1.75000000,2732.55220000,-2742.53830000
1.75500000,2722.29720000,-2763.57650000
1.76000000,2715.19050000,-2784.68330000
1.76500000,2710.63760000,-2805.59310000
1.77000000,2706.45290000,-2826.47540000
1.77500000,2703.42110000,-2847.39510000
1.78000000,2704.90410000,-2869.05720000
1.78500000,2708.45270000,-2890.04600000
