omega_eV,Re,Im
1.50000000,2.61285070,15.57369000
1.50500000,-0.42642640,17.43180700
1.51000000,-4.62718210,18.29468700
1.51500000,-8.82093040,18.36344900
1.52000000,-11.37571400,17.65854300
1.52500000,-12.78128900,17.32539200
1.53000000,-13.93375600,16.58926200
1.53500000,-15.19269100,16.37800700
1.54000000,-15.77239700,15.78784600
1.54500000,-16.10759800,15.53137400
1.55000000,-16.36557100,15.57682800
1.55500000,-17.51514400,15.61864600
1.56000000,-18.50771600,15.37595500
1.56500000,-19.60808300,15.09255200
1.57000000,-20.44897600,14.63547400
1.57500000,-20.86342800,14.11605700
1.58000000,-21.13526300,13.71458500
1.58500000,-21.30938500,13.46617600
1.59000000,-22.00000600,13.44168700
1.59500000,-23.50744400,13.36554500
1.60000000,-25.60023800,13.10207000
1.60500000,-29.32473600,12.30116000
1.61000000,-30.79217000,10.41061700
1.61500000,-30.91726300,8.47386690
1.62000000,-28.58390900,6.75463670
1.62500000,-25.56582300,6.44036420
1.63000000,-25.12514000,6.66537010
1.63500000,-25.05643100,6.37334720
1.64000000,-24.92960700,6.51148830
1.64500000,-26.53241700,6.87310760
1.65000000,-30.30834100,5.89076450
1.65500000,-30.69465900,5.27881570
1.66000000,-34.05099700,4.84816640
1.66500000,-39.78532500,2.29974850
1.67000000,-37.66023900,-1.10127670
1.67500000,-35.56214200,-2.84027110
1.68000000,-33.17791800,-3.96143170
1.68500000,-31.43841500,-4.49868070
1.69000000,-31.39355700,-5.19333680
1.69500000,-31.14540700,-6.77258940
1.70000000,-29.43799900,-8.39209020
1.70500000,-26.24434800,-9.83516330
1.71000000,-21.97672600,-10.70098300
1.71500000,-17.78814500,-10.62618500
1.72000000,-15.38732300,-10.09610100
1.72500000,-14.02663300,-9.66346870
1.73000000,-13.62938000,-9.38093670
1.73500000,-13.03534600,-9.05450030
1.74000000,-13.04076400,-8.83419690
1.74500000,-12.89828900,-8.62589360
1.75000000,-12.76955700,-8.38576340
1.75500000,-12.69984600,-8.14439020
1.76000000,-12.73253700,-7.95862720
1.76500000,-12.69659900,-7.85958610
1.77000000,-12.53094200,-7.79301760
1.77500000,-12.48055600,-7.78044330
1.78000000,-12.37468200,-7.99152410
1.78500000,-11.28284300,-8.18398120
1.79000000,-10.20627000,-8.04234120
1.79500000,-9.45035050,-7.76397230
1.80000000,-8.95295500,-7.63422480
1.80500000,-8.62634010,-7.35093940
1.81000000,-8.20401520,-7.10061970
1.81500000,-8.29327040,-6.87542320
1.82000000,-8.16175240,-6.71283240
1.82500000,-7.97949410,-6.52140890
1.83000000,-8.22367050,-6.43433950
1.83500000,-8.16298450,-6.40515180
1.84000000,-8.10673700,-6.39995440
1.84500000,-7.70753680,-6.26369550
1.85000000,-7.60046280,-5.80718530
1.85500000,-8.06554320,-5.76466180
1.86000000,-8.06455740,-5.69624020
1.86500000,-8.21926760,-5.60306630
1.87000000,-8.38504330,-5.53803240
1.87500000,-8.58084910,-5.48760060
1.88000000,-8.76508360,-5.44637480
1.88500000,-9.01069330,-5.41807900
1.89000000,-9.26274400,-5.44955680
1.89500000,-9.51916740,-5.48657660
1.90000000,-9.48777760,-5.75250090
1.90500000,-9.29342840,-5.81806430
1.91000000,-9.33990560,-5.84831770
1.91500000,-9.29761960,-6.03825590
1.92000000,-8.95287020,-6.33933590
1.92500000,-8.13073820,-6.60736930
1.93000000,-6.98511110,-6.81889360
1.93500000,-5.17763710,-6.86385790
1.94000000,-3.42853000,-6.55193000
1.94500000,-2.09842150,-5.95958990
1.95000000,-1.51812860,-5.46375250
1.95500000,-0.68983366,-5.01644080
1.96000000,0.08872499,-4.40976710
1.96500000,0.43684774,-3.71137290
1.97000000,-0.40563863,-3.20653630
1.97500000,0.16190054,-3.17093420
1.98000000,0.53106362,-2.64981960
1.98500000,0.65940027,-1.99736000
1.99000000,0.03191936,-1.40545140
1.99500000,-0.76945530,-1.00799540
2.00000000,-1.49653020,-0.73325590
2.00500000,-2.11347540,-0.53042966
2.01000000,-2.68085320,-0.43607920
2.01500000,-2.97431510,-0.32691436
2.02000000,-3.15509040,-0.08325236
2.02500000,-3.82300500,0.19011920
2.03000000,-4.52243910,0.15022171
2.03500000,-4.63522690,0.12625193
2.04000000,-4.94076310,0.19268915
2.04500000,-5.39481030,0.22853131
2.05000000,-6.05660360,-0.01230381
2.05500000,-6.21698710,-0.35479912
2.06000000,-5.58475850,-0.39558758
2.06500000,-5.48990330,-0.52092127
2.07000000,-5.17501810,-0.55191626
2.07500000,-5.15244440,-0.31466093
2.08000000,-5.34951050,-0.28342066
2.08500000,-6.04934550,-0.15972478
2.09000000,-6.82866960,-0.77074904
2.09500000,-6.73410770,-1.15355780
2.10000000,-6.24892620,-1.43239960
2.10500000,-4.87659770,-1.48966260
2.11000000,-3.33109230,-0.42991396
2.11500000,-5.97287490,0.59493410
2.12000000,-7.98984420,0.11442861
2.12500000,-7.74889570,-0.53007912
2.13000000,-7.02337330,-0.85545417
2.13500000,-5.99688470,-0.84579524
2.14000000,-5.61070360,-0.51218226
2.14500000,-5.94255490,-0.17644568
2.15000000,-6.67453720,0.03972354
2.15500000,-7.53732020,0.06418261
2.16000000,-8.61345570,0.08749514
2.16500000,-9.42266750,-0.30587426
2.17000000,-9.76847640,-0.74731755
2.17500000,-9.51942550,-1.05430050
2.18000000,-9.36454090,-0.98958556
2.18500000,-10.23333000,-1.13515370
2.19000000,-10.77153400,-1.62852950
2.19500000,-9.88397720,-2.09196000
2.20000000,-8.28213040,-2.02186320
2.20500000,-9.83901900,-0.92621442
2.21000000,-10.77341500,-1.46077460
2.21500000,-10.53098200,-2.29566960
2.22000000,-9.56545480,-2.69953010
2.22500000,-6.82214090,-2.84127010
2.23000000,-8.18894510,-2.07176450
2.23500000,-7.19530430,-2.81844040
2.24000000,-4.55367550,-2.71616220
2.24500000,-2.87164670,-1.38626500
2.25000000,-5.05689260,-0.44448343
2.25500000,-6.64226410,-0.16408068
2.26000000,-7.82115170,-0.60528685
2.26500000,-8.32479040,-1.19104100
2.27000000,-7.97782830,-1.49075830
2.27500000,-7.29910620,-1.74869490
2.28000000,-6.91847800,-1.68193930
2.28500000,-6.57896820,-1.78074220
2.29000000,-6.30377190,-1.76978890
2.29500000,-5.90979120,-1.76650310
2.30000000,-5.40577550,-1.59791280
2.30500000,-5.56676240,-1.48020910
2.31000000,-5.49127720,-1.20691040
2.31500000,-5.17325890,-1.02772410
2.32000000,-4.47116590,-0.50597824
2.32500000,-5.51616850,0.52569657
2.33000000,-7.40762240,1.00246500
2.33500000,-8.91020170,1.16595890
2.34000000,-10.91181400,1.15086280
2.34500000,-12.75725000,0.81274205
2.35000000,-13.55576400,0.29677566
2.35500000,-13.38129300,-0.01966647
2.36000000,-13.10273800,0.00365970
2.36500000,-13.61174200,0.33581856
2.37000000,-15.91074000,0.71687576
2.37500000,-20.80858700,-0.29750185
2.38000000,-20.36412500,-2.51453190
2.38500000,-20.03314600,-3.50076070
2.39000000,-18.96380500,-4.46582390
2.39500000,-18.13243800,-4.94649660
2.40000000,-17.67525200,-5.48431290
2.40500000,-16.84679200,-6.03136590
2.41000000,-16.04543900,-6.35961570
2.41500000,-15.36897700,-6.75780490
2.42000000,-14.51942300,-7.16034540
2.42500000,-13.24070800,-7.60263350
2.43000000,-11.88666800,-7.83773260
2.43500000,-10.05704500,-8.13215820
2.44000000,-8.21488420,-8.05932620
2.44500000,-6.14723140,-7.79244720
2.45000000,-4.58815140,-7.38028320
2.45500000,-3.08420860,-6.99000280
2.46000000,-1.20487640,-6.50300230
2.46500000,-0.21144829,-5.88486880
2.47000000,0.98291352,-5.12493290
2.47500000,1.48904920,-4.22299170
2.48000000,1.54610820,-3.37889350
2.48500000,1.68277340,-2.65096390
2.49000000,0.48515551,-1.50200260
2.49500000,-1.75167630,-1.70199520
2.50000000,-0.76148022,-2.09073080
2.50500000,0.55914547,-1.51979310
2.51000000,-0.16283705,-0.63010142
2.51500000,-1.90030020,0.22125288
2.52000000,-4.99441930,0.25639592
2.52500000,-5.07685530,-0.05383842
2.53000000,-7.09593620,0.22231119
2.53500000,-10.77457200,0.07151628
2.54000000,-14.03581500,-1.49472200
2.54500000,-13.79087300,-3.54614910
2.55000000,-13.19028800,-4.50408090
2.55500000,-14.37251900,-6.03529120
2.56000000,-12.67642400,-8.32350450
2.56500000,-8.61027280,-10.39313800
2.57000000,-3.13260770,-11.13226000
2.57500000,2.51864550,-10.84652600
2.58000000,6.77729440,-8.72017100
2.58500000,7.51969200,-7.31494760
2.59000000,8.47952480,-6.00295890
2.59500000,8.61017340,-4.85335500
2.60000000,8.64159070,-3.72360300
2.60500000,7.68368990,-3.17679700
2.61000000,7.75669860,-2.70094160
2.61500000,7.99899940,-1.91067400
2.62000000,7.71956970,-1.10445480
2.62500000,7.07520100,-0.42930562
2.63000000,6.37926910,-0.11111381
2.63500000,6.24366690,0.37025999
2.64000000,5.11004280,1.40178590
2.64500000,3.33034950,1.40011250
2.65000000,1.98655940,1.02794860
2.65500000,2.36717210,0.38486528
2.66000000,4.06064370,0.83052559
2.66500000,4.31458940,1.15987840
2.67000000,4.86146000,1.45690170
2.67500000,5.00917650,1.74782110
2.68000000,5.68101570,2.06396090
2.68500000,6.57149950,2.62893560
2.69000000,7.07848200,3.56956500
2.69500000,6.90351160,4.61196440
2.70000000,6.03365420,5.53657080
2.70500000,4.79559610,6.22367910
2.71000000,4.62682300,6.79435060
2.71500000,3.69592500,7.73875630
2.72000000,2.22540090,8.66791470
2.72500000,-0.07833248,9.53990880
2.73000000,-2.68131410,10.03679900
2.73500000,-5.76251610,10.32411300
2.74000000,-8.18470540,9.94931510
2.74500000,-8.86346560,10.05380900
2.75000000,-10.21750300,10.22568800
2.75500000,-12.88280600,10.36455100
2.76000000,-15.08126800,8.86371860
2.76500000,-15.96039000,8.03181450
2.77000000,-15.74342000,6.84661270
2.77500000,-14.69911400,6.25601940
2.78000000,-14.03575100,5.86849070
2.78500000,-13.33546800,5.41613510
2.79000000,-11.44685600,5.20532500
2.79500000,-9.48689090,5.98340460
2.80000000,-9.74706130,7.87761880
2.80500000,-14.00698100,9.39827470
2.81000000,-21.15100300,9.51743400
2.81500000,-27.54384500,7.62191700
2.82000000,-30.83647500,4.94934180
2.82500000,-31.61911200,2.28368520
2.83000000,-30.92879600,0.10506003
2.83500000,-30.06620900,-1.64570790
2.84000000,-28.74882700,-3.09310880
2.84500000,-27.32697300,-4.51672970
2.85000000,-26.22023400,-5.42178930
2.85500000,-27.33488900,-6.89994070
2.86000000,-26.33115400,-9.21293950
2.86500000,-22.85680800,-11.79614900
2.87000000,-14.43601800,-13.93173900
2.87500000,-5.12180910,-12.70447200
2.88000000,1.95127010,-9.53636930
2.88500000,1.93739540,-5.62659630
2.89000000,-1.39345030,-3.72046230
2.89500000,-3.69074310,-3.00636840
2.90000000,-3.98354750,-2.81140770
2.90500000,-2.47430600,-2.07692780
2.91000000,-2.22799130,-0.74114906
2.91500000,-2.43050630,0.44761372
2.92000000,-4.05162240,1.68255900
2.92500000,-6.20676880,2.54028000
2.93000000,-7.85712110,2.99574800
2.93500000,-10.87950800,3.33908590
2.94000000,-13.07330100,3.14559770
2.94500000,-15.07484200,2.78086080
2.95000000,-15.92136000,2.26002490
2.95500000,-16.30046200,2.05330230
2.96000000,-15.82939900,0.21454880
2.96500000,-11.03524600,0.64836793
2.97000000,-10.91083200,1.78880560
2.97500000,-10.24695900,2.73031840
2.98000000,-9.81302020,4.06152420
2.98500000,-12.64076600,5.57590150
2.99000000,-15.33077000,5.91148570
2.99500000,-19.15199800,6.20452490
3.00000000,-23.26169100,5.49645110
3.00500000,-26.12070100,3.95257090
3.01000000,-27.31831700,2.29552450
3.01500000,-27.81513500,0.72052480
3.02000000,-27.22552900,-0.92034678
3.02500000,-26.20323800,-2.18200340
3.03000000,-24.77910600,-3.73167450
3.03500000,-22.22266700,-4.43878560
3.04000000,-20.58537900,-5.05190360
3.04500000,-18.84032900,-5.63886150
3.05000000,-16.63034700,-5.96307690
3.05500000,-14.76283300,-6.28970760
3.06000000,-10.46946100,-6.28569800
3.06500000,-6.19970330,-5.40095240
3.07000000,-4.07951460,-3.19001490
3.07500000,-3.31516690,-1.16989390
3.08000000,-5.34413290,0.56407284
3.08500000,-7.44781230,1.64697590
3.09000000,-9.82881390,2.47855840
3.09500000,-12.55513500,3.52469510
3.10000000,-17.38754600,3.54420920
3.10500000,-20.61243700,2.58238500
3.11000000,-22.19617900,1.71061010
3.11500000,-22.48785700,0.90457742
3.12000000,-23.19592000,0.39044239
3.12500000,-23.60622700,-0.40918592
3.13000000,-23.20620400,-0.73996226
3.13500000,-23.32002300,-1.11150550
3.14000000,-23.51536400,-1.26899570
3.14500000,-24.03666700,-1.98092680
3.15000000,-22.29073800,-2.52025250
3.15500000,-20.88998400,-2.30613640
3.16000000,-19.31288700,-1.69674580
3.16500000,-15.80236000,-0.39878223
3.17000000,-17.45899500,2.83041400
3.17500000,-22.67569200,5.22972270
3.18000000,-31.71524300,6.05627510
3.18500000,-40.62240900,4.28876960
3.19000000,-45.88873100,0.96733625
3.19500000,-46.59275300,-2.16428060
3.20000000,-46.95476100,-4.37253930
3.20500000,-46.85530100,-5.97462630
3.21000000,-48.59229600,-6.61450260
3.21500000,-53.11599300,-8.18255000
3.22000000,-56.39321200,-11.56372400
3.22500000,-55.86742300,-14.82222000
3.23000000,-52.96332900,-17.23880400
3.23500000,-51.33017700,-18.80285200
3.24000000,-49.18700200,-20.83033500
3.24500000,-44.92286100,-22.27907900
3.25000000,-41.48910100,-22.51843500
3.25500000,-40.84623900,-22.84378400
3.26000000,-39.75802900,-24.02660500
3.26500000,-34.44503100,-24.14113400
3.27000000,-35.99889700,-22.12941700
3.27500000,-40.08885300,-22.16310300
3.28000000,-44.35407800,-23.85138800
3.28500000,-46.48723100,-26.95734500
3.29000000,-44.81645500,-31.93043900
3.29500000,-37.14560200,-35.43446200
3.30000000,-25.44579300,-36.58552200
