omega_eV,Re_xx,Im_xx,Re_yy,Im_yy,Re_xy,Im_xy,Re_yx,Im_yx
1.6,2939.8036,-843.66126,2926.7429,-2838.6417,-25.41577931,12.13104807,-25.78469669,14.07309193
1.605,2914.0726,-859.08555,2946.9785,-2835.471,-29.14228357,11.6891937,-29.50718843,12.9131263
1.61,2890.8953,-873.85579,2963.6193,-2832.4406,-30.73187895,9.62278823,-30.85246105,11.19844577
1.615,2859.784,-893.08202,2978.4539,-2829.8478,-30.68032422,7.48575852,-31.15420178,9.46197528
1.62,2838.956,-915.67764,2993.7594,-2827.585,-28.12961861,6.30856919,-29.03819939,7.20070421
1.625,2828.0577,-938.71705,3008.3344,-2824.8935,-25.38886139,6.36210988,-25.74278461,6.51861852
1.63,2823.8253,-960.35817,3030.6701,-2825.8981,-24.87931301,6.48942323,-25.37096699,6.84131697
1.635,2840.6155,-976.0982,3072.7577,-2817.8315,-24.76822956,5.97974177,-25.34463244,6.76695263
1.64,2831.8354,-994.30021,3103.2842,-2809.0509,-24.68306574,6.18047072,-25.17614826,6.84250588
1.645,2844.293,-1006.5906,3146.0897,-2794.9579,-26.38839631,6.98846936,-26.67643769,6.75774584
1.65,2836.1974,-1006.2903,3160.7836,-2763.6182,-30.44402632,5.88496342,-30.17265568,5.89656558
1.655,2815.1652,-1019.9587,3143.1557,-2750.0245,-30.96845443,4.48670671,-30.42086357,6.07092469
1.66,2806.4414,-1033.8093,3147.4493,-2743.762,-34.15971396,3.5835324,-33.94228004,6.1128004
1.665,2796.9035,-1044.5592,3171.6956,-2735.2153,-39.72808781,0.9536321,-39.84256219,3.6458649
1.67,2771.6361,-1057.2978,3193.1736,-2720.0862,-37.33597184,-2.4590176,-37.98450616,0.2564642
1.675,2749.972,-1075.1313,3212.3717,-2700.2027,-35.08140406,-3.76131066,-36.04287994,-1.91923154
1.68,2732.6729,-1094.3483,3215.2339,-2674.1986,-32.65466384,-4.66953346,-33.70117216,-3.25332994
1.685,2718.4252,-1114.2294,3196.6398,-2648.3633,-30.78771076,-5.13972063,-32.08911924,-3.85764077
1.69,2705.909,-1134.6103,3156.6915,-2621.7504,-30.71256566,-5.49534087,-32.07454834,-4.89133273
1.695,2699.8943,-1154.536,3091.5346,-2604.563,-30.52303706,-6.97877609,-31.76777694,-6.56640271
1.7,2694.1,-1170.1473,3023.5864,-2599.1994,-28.88005917,-8.63814268,-29.99593883,-8.14603772
1.705,2677.3285,-1184.3366,2962.8622,-2602.8404,-25.60307651,-9.97376524,-26.88561949,-9.69656136
1.71,2649.6963,-1200.7357,2915.5875,-2612.9578,-21.29961128,-10.59144121,-22.65384072,-10.81052479
1.715,2617.2955,-1224.4729,2875.8336,-2625.6289,-17.14088224,-10.50621446,-18.43540776,-10.74615554
1.72,2596.1628,-1253.4841,2845.5181,-2641.6683,-14.74649313,-9.81651688,-16.02815287,-10.37568512
1.725,2585.9838,-1282.9074,2824.012,-2657.6894,-13.48142854,-9.28616676,-14.57183746,-10.04077064
1.73,2582.5597,-1311.838,2807.7001,-2671.7196,-12.9745201,-9.13107115,-14.2842399,-9.63080225
1.735,2584.3726,-1339.1018,2788.2241,-2686.141,-12.39892237,-8.83113666,-13.67176963,-9.27786394
1.74,2586.6175,-1365.5441,2765.8462,-2702.6732,-12.43390363,-8.36712329,-13.64762437,-9.30127051
1.745,2589.9864,-1391.1362,2746.8986,-2721.9746,-12.37582733,-8.27544372,-13.42075067,-8.97634348
1.75,2593.4025,-1416.6332,2732.5522,-2742.5383,-12.24644089,-8.05751939,-13.29267311,-8.71400741
1.755,2597.1039,-1441.7651,2722.2972,-2763.5765,-12.15856762,-7.71953821,-13.24112438,-8.56924219
1.76,2601.3026,-1467.4627,2715.1905,-2784.6833,-12.1946892,-7.35377125,-13.2703848,-8.56348315
1.765,2608.7653,-1493.9165,2710.6376,-2805.5931,-12.2140904,-7.07082365,-13.1791076,-8.64834855
1.77,2621.0955,-1519.9564,2706.4529,-2826.4754,-12.12684751,-6.87532542,-12.93503649,-8.71070978
1.775,2635.0759,-1544.4156,2703.4211,-2847.3951,-12.1753216,-6.82127882,-12.7857904,-8.73960778
1.78,2650.3634,-1569.0163,2704.9041,-2869.0572,-12.17308196,-7.07654443,-12.57628204,-8.90650377
1.785,2670.1799,-1592.1934,2708.4527,-2890.046,-11.14982229,-7.3613508,-11.41586371,-9.0066116
1.79,2689.2699,-1613.7441,2713.7129,-2910.49,-10.12002866,-7.3858632,-10.29251134,-8.6988192
1.795,2709.6479,-1633.4907,2724.3658,-2926.9425,-9.37720602,-7.29584328,-9.52349498,-8.23210132
1.8,2723.4225,-1646.9135,2716.2674,-2943.8859,-8.83600254,-7.31489682,-9.06990746,-7.95355278
1.805,2730.8144,-1665.8548,2715.7051,-2965.1465,-8.48913977,-6.96951247,-8.76354043,-7.73236633
1.81,2739.6604,-1684.5725,2716.6284,-2986.3114,-8.0919754,-6.72249718,-8.316055,-7.47874222
1.815,2745.2541,-1702.3949,2718.0858,-3008.2539,-8.2061071,-6.51329568,-8.3804337,-7.23755072
1.82,2746.3221,-1722.4688,2721.5924,-3030.7592,-8.08652921,-6.44839303,-8.23697559,-6.97727177
1.825,2752.2647,-1744.6042,2724.8722,-3054.1695,-7.83806695,-6.45384721,-8.12092125,-6.58897059
1.83,2760.5986,-1764.877,2731.8033,-3079.3971,-8.00423501,-6.21042667,-8.44310599,-6.65825233
1.835,2770.7895,-1787.4724,2744.2519,-3104.9949,-7.91955402,-6.08010266,-8.40641498,-6.73020094
1.84,2784.8629,-1808.7582,2762.367,-3129.2235,-7.87519629,-6.54641863,-8.33827771,-6.25349017
1.845,2800.8841,-1828.3012,2782.312,-3153.1425,-7.55230784,-5.77819769,-7.86276576,-6.74919331
1.85,2813.6049,-1845.4669,2801.4573,-3173.1509,-7.45728695,-5.44153467,-7.74363865,-6.17283593
1.855,2817.4883,-1864.0671,2818.1556,-3195.7241,-7.92901769,-5.40001677,-8.20206871,-6.12930683
1.86,2822.1813,-1885.98,2835.0112,-3217.8382,-7.91946859,-5.37500445,-8.20964621,-6.01747595
1.865,2831.1469,-1910.1484,2853.4841,-3241.4242,-8.06658174,-5.28057985,-8.37195346,-5.92555275
1.87,2848.1888,-1923.6883,2874.1823,-3265.2405,-8.23279972,-5.21831346,-8.53728688,-5.85775134
1.875,2855.4265,-1943.9359,2896.8064,-3289.5163,-8.42443315,-5.17231044,-8.73726505,-5.80289076
1.88,2858.8295,-1965.3929,2922.0796,-3314.3268,-8.59573328,-5.12533977,-8.93443392,-5.76740983
1.885,2867.5501,-1989.0521,2951.2206,-3339.3842,-8.82781372,-5.06514867,-9.19357288,-5.77100933
1.89,2878.1846,-2012.4635,2985.7975,-3364.3499,-9.06949486,-5.03614212,-9.45599314,-5.86297148
1.895,2889.7853,-2035.4353,3026.3886,-3389.1548,-9.29819066,-5.00130789,-9.74014414,-5.97184531
1.9,2902.4194,-2058.3964,3072.1519,-3407.5209,-9.365489,-5.19913071,-9.6100662,-6.30587109
1.905,2916.0492,-2080.5446,3124.8669,-3426.7252,-9.18481279,-5.22044056,-9.40204401,-6.41568804
1.91,2928.586,-2102.7522,3175.8168,-3436.5478,-9.24105413,-5.27096623,-9.43875707,-6.42566917
1.915,2940.4732,-2125.6814,3219.2661,-3447.6653,-9.20453524,-5.34112677,-9.39070396,-6.73538503
1.92,2954.081,-2149.517,3265.6249,-3458.5365,-8.90727251,-5.63379466,-8.99846789,-7.04487714
1.925,2970.3572,-2173.7804,3316.1421,-3467.7997,-8.11358424,-5.88571406,-8.14789216,-7.32902454
1.93,2989.3894,-2197.93,3371.664,-3475.462,-7.00150209,-6.09824508,-6.96872011,-7.53954212
1.935,3010.9208,-2221.7616,3426.353,-3478.7347,-5.23386734,-6.14731611,-5.12140686,-7.58039969
1.94,3035.1325,-2244.9596,3485.517,-3478.4296,-3.55251193,-5.9212874,-3.30454807,-7.1825726
1.945,3060.5478,-2267.3006,3528.4796,-3465.2006,-2.17278483,-5.53174233,-2.02405817,-6.38743747
1.95,3088.4369,-2289.1332,3551.5481,-3460.976,-1.64777922,-5.11323123,-1.38847798,-5.81427377
1.955,3118.5202,-2310.3607,3574.7417,-3460.7637,-0.79486358,-4.90629504,-0.58480374,-5.12658656
1.96,3153.5642,-2330.1104,3602.8125,-3462.1434,0.04694138,-4.3618299,0.1305086,-4.4577043
1.965,3189.3562,-2346.1884,3635.4877,-3463.3974,0.46972622,-3.6388642,0.40396926,-3.7838816
1.97,3222.324,-2361.1819,3674.7183,-3462.5833,-0.3332808,-2.9649333,-0.47799646,-3.4481393
1.975,3251.5033,-2373.3582,3712.6374,-3455.4231,0.19340809,-2.83191504,0.13039299,-3.50995336
1.98,3277.1641,-2388.2226,3730.1864,-3443.0905,0.5537998,-2.362145,0.50832744,-2.9374942
1.985,3303.1998,-2403.7617,3729.6814,-3438.2568,0.68556755,-1.71410434,0.63323299,-2.28061566
1.99,3331.639,-2419.5359,3730.3601,-3439.2684,0.06025043,-0.92701267,0.00358829,-1.88389013
1.995,3362.2517,-2434.5763,3737.846,-3443.289,-0.84362687,-0.66867159,-0.69528373,-1.34731921
2,3393.4307,-2449.6295,3748.0698,-3448.6964,-1.48787543,-0.19583082,-1.50518497,-1.27068098
2.005,3428.3569,-2464.3827,3762.1836,-3451.8546,-2.18745239,0.06892685,-2.03949841,-1.12978617
2.01,3466.1416,-2478.068,3766.7172,-3458.6228,-2.79766642,0.17425927,-2.56403998,-1.04641767
2.015,3507.7046,-2490.5046,3777.02,-3467.8892,-3.14553843,0.25710169,-2.80309177,-0.91093041
2.02,3553.0848,-2500.9947,3791.0089,-3476.1776,-3.36063402,0.30978014,-2.94954678,-0.47628486
2.025,3600.5285,-2508.6779,3803.2952,-3487.4413,-4.01868948,0.67398457,-3.62732052,-0.29374617
2.03,3653.0902,-2514.7591,3821.5114,-3500.0882,-4.69465224,0.49084024,-4.35022596,-0.19039682
2.035,3721.9805,-2513.8672,3845.3835,-3513.1347,-4.73872483,0.68505466,-4.53172897,-0.4325508
2.04,3780.4925,-2497.1977,3875.1741,-3525.9653,-5.24029059,0.87108277,-4.64123561,-0.48570447
2.045,3829.1265,-2482.2304,3910.3732,-3537.982,-5.75373105,0.75470222,-5.03588955,-0.2976396
2.05,3885.7583,-2455.8122,3951.0817,-3548.1602,-6.44069434,0.43763648,-5.67251286,-0.4622441
2.055,3898.8206,-2406.6517,3996.8842,-3555.6889,-6.65964789,-0.04567295,-5.77432631,-0.66392529
2.06,3865.088,-2358.6338,4043.6584,-3558.8352,-5.86582837,-1.41552208,-5.30368863,0.62434692
2.065,3785.1135,-2352.6104,4088.7854,-3557.5744,-5.67298252,-0.17522116,-5.30682408,-0.86662138
2.07,3741.0692,-2353.7698,4123.1237,-3554.1574,-5.42789516,-0.2187523,-4.92214104,-0.88508022
2.075,3709.7062,-2354.4178,4153.4417,-3550.9961,-5.4300305,0.04355664,-4.8748583,-0.6728785
2.08,3667.8728,-2359.0968,4177.2316,-3548.9659,-5.62518391,0.06675784,-5.07383709,-0.63359916
2.085,3634.4871,-2370.308,4202.5994,-3548.322,-6.33927478,0.22008106,-5.75941622,-0.53953062
2.09,3608.0888,-2383.3578,4230.4794,-3549.4525,-7.19733041,-0.37617711,-6.46000879,-1.16532097
2.095,3586.5274,-2398.1907,4261.9821,-3549.464,-7.09538793,-0.9025985,-6.37282747,-1.4045171
2.1,3568.8011,-2415.224,4294.7382,-3548.6324,-6.58925312,-1.12087304,-5.90859928,-1.74392616
2.105,3557.8042,-2434.1229,4330.807,-3546.7197,-5.23290329,-1.14261561,-4.52029211,-1.83670959
2.11,3553.8498,-2453.4122,4367.9498,-3541.1339,-3.66005451,-0.12968191,-3.00213009,-0.73014601
2.115,3553.4528,-2472.6189,4393.6167,-3533.8506,-6.31333246,1.08240396,-5.63241734,0.10746424
2.12,3556.7482,-2492.5051,4415.6604,-3528.69,-8.41867187,0.54864373,-7.56101653,-0.31978651
2.125,3567.0659,-2512.2287,4437.9437,-3524.903,-8.21269424,-0.26451783,-7.28509716,-0.79564041
2.13,3585.457,-2526.8033,4463.3545,-3520.3771,-7.47277687,-0.85630396,-6.57396973,-0.85460438
2.135,3594.7553,-2541.5385,4487.3525,-3516.2447,-6.44237105,-0.81657783,-5.55139835,-0.87501265
2.14,3604.7273,-2555.0372,4511.7747,-3510.6189,-6.06047451,-0.65444722,-5.16093269,-0.3699173
2.145,3606.0121,-2568.6835,4530.6137,-3504.4464,-6.35168006,-0.43898828,-5.53342974,0.08609692
2.15,3608.5515,-2585.0492,4547.8971,-3500.6383,-7.04207482,-0.3606905,-6.30699958,0.44013758
2.155,3610.6776,-2603.2619,4570.0951,-3497.5285,-7.83566763,-0.4541715,-7.23897277,0.58253672
2.16,3619.14,-2622.8124,4594.4828,-3492.4261,-8.82339305,-0.47711986,-8.40351835,0.65211014
2.165,3630.661,-2641.2972,4619.9103,-3486.7988,-9.53621292,-0.86021749,-9.30912208,0.24846897
2.17,3641.9363,-2659.7266,4644.4203,-3478.7215,-9.80730111,-1.2113462,-9.72965169,-0.2832889
2.175,3655.3269,-2678.718,4664.8581,-3469.9177,-9.50145072,-1.16783597,-9.53740028,-0.94076503
2.18,3672.6259,-2697.3436,4695.7254,-3460.6275,-9.61853103,-0.68662811,-9.11055077,-1.29254301
2.185,3691.7498,-2714.6158,4685.0478,-3436.2197,-10.36518727,-1.15103424,-10.10147273,-1.11927316
2.19,3714.071,-2729.8269,4685.7247,-3433.7671,-10.88075973,-1.67842303,-10.66230827,-1.57863597
2.195,3733.4857,-2743.356,4705.9919,-3427.8555,-9.88734115,-2.16644283,-9.88061325,-2.01747717
2.2,3751.3824,-2753.205,4716.2289,-3404.123,-8.55410492,-1.68329206,-8.01015588,-2.36043434
2.205,3756.2454,-2764.0122,4681.3427,-3392.1732,-10.05541958,-0.78137642,-9.62261842,-1.07105242
2.21,3757.2761,-2777.9339,4654.4666,-3392.383,-11.06020311,-1.43171548,-10.48662689,-1.48983372
2.215,3759.3119,-2794.2291,4641.9116,-3398.7907,-10.73801209,-2.37836183,-10.32395191,-2.21297737
2.22,3760.0433,-2811.6224,4642.1133,-3407.7643,-9.72733934,-2.85875148,-9.40357026,-2.54030872
2.225,3764.4953,-2832.493,4699.0685,-3415.8591,-6.67977993,-2.67816254,-6.96450187,-3.00437766
2.23,3774.1193,-2853.8238,4644.8861,-3370.9501,-8.54850835,-1.7048978,-7.82938185,-2.4386312
2.235,3789.4307,-2876.1862,4615.8291,-3383.5717,-7.79568347,-2.15755505,-6.59492513,-3.47932575
2.24,3812.7174,-2896.8362,4607.8475,-3396.0016,-5.22522744,-3.01328497,-3.88212356,-2.41903943
2.245,3833.9697,-2914.1339,4605.5808,-3408.7917,-3.61959415,-2.15581812,-2.12369925,-0.61671188
2.25,3850.7823,-2932.2002,4611.9968,-3422.2644,-5.49876095,-1.83973873,-4.61502425,0.95077187
2.255,3876.4804,-2950.8319,4626.133,-3433.7963,-6.64308386,-1.34931068,-6.64144434,1.02114932
2.26,3891.6629,-2961.5725,4647.2652,-3441.2738,-7.37324522,-1.98154465,-8.26905818,0.77097095
2.265,3894.6416,-2983.2088,4658.5214,-3449.4224,-7.66178856,-0.98457663,-8.98779224,-1.39750537
2.27,3917.2973,-3010.6199,4679.627,-3460.8668,-7.74237532,-0.50158345,-8.21328128,-2.47993315
2.275,3953.5071,-3036.2061,4709.5819,-3470.1348,-7.22723031,-1.23934345,-7.37098209,-2.25804635
2.28,3994.3718,-3058.6651,4741.2356,-3475.6363,-7.03194836,-0.9804904,-6.80500764,-2.3833882
2.285,4039.0593,-3078.4759,4765.3611,-3478.8233,-6.79929894,-1.39653816,-6.35863746,-2.16494624
2.29,4082.9225,-3095.5505,4787.473,-3484.9465,-6.61128408,-1.53185876,-5.99625972,-2.00771904
2.295,4125.8648,-3111.7847,4813.1049,-3491.6373,-6.27564093,-1.52994866,-5.54394147,-2.00305754
2.3,4169.9607,-3126.8202,4840.8264,-3498.4162,-5.77949154,-1.53220641,-5.03205946,-1.66361919
2.305,4214.4074,-3138.7922,4871.5088,-3504.715,-5.8416258,-0.90170024,-5.291899,-2.05871796
2.31,4258.1705,-3151.0517,4906.0626,-3511.4814,-6.24266436,-1.3015988,-4.73989004,-1.112222
2.315,4306.5762,-3162.0219,4954.2764,-3516.4474,-5.62950084,-1.72647277,-4.71701696,-0.32897543
2.32,4356.708,-3168.6941,5022.3375,-3507.4505,-4.37792579,-1.14602285,-4.56440601,0.13406637
2.325,4387.4678,-3164.2686,5032.3205,-3485.9039,-5.73736257,0.26404806,-5.29497443,0.78734508
2.33,4412.5272,-3176.0553,5031.8942,-3482.44,-7.46184877,1.00471369,-7.35339603,1.00021631
2.335,4454.4835,-3184.9392,5042.7785,-3484.1524,-8.99528968,1.23879802,-8.82511372,1.09311978
2.34,4484.8585,-3184.6896,5060.343,-3486.6111,-10.98930203,1.33018981,-10.83432597,0.97153579
2.345,4503.1886,-3195.8913,5080.7161,-3488.4966,-12.87581053,1.23124868,-12.63868947,0.39423542
2.35,4539.1625,-3207.6064,5099.7477,-3489.0838,-13.82439964,0.64959348,-13.28712836,-0.05604216
2.355,4580.8243,-3217.2784,5120.0393,-3488.0682,-13.75984779,0.30262346,-13.00273821,-0.3419564
2.36,4621.877,-3223.1318,5134.758,-3488.1634,-13.61429747,0.39568569,-12.59117853,-0.38836629
2.365,4658.1508,-3225.53,5151.3297,-3490.103,-14.2793567,0.03902733,-12.9441273,0.63260979
2.37,4684.0155,-3229.6408,5170.9158,-3491.9934,-16.4792582,-0.10373823,-15.3422218,1.53748975
2.375,4712.3607,-3234.9048,5194.06,-3494.5214,-21.12814099,-1.39500085,-20.48903301,0.79999715
2.38,4732.2939,-3239.433,5220.4965,-3494.7695,-20.59064973,-3.5942525,-20.13760027,-1.4348113
2.385,4749.5892,-3247.6161,5251.0877,-3493.6139,-20.18587438,-4.543384,-19.88041762,-2.4581374
2.39,4771.2794,-3258.7528,5281.4615,-3486.5676,-19.14982024,-5.5714832,-18.77778976,-3.3601646
2.395,4795.3982,-3271.5157,5287.906,-3478.2243,-18.23707339,-5.960825,-18.02780261,-3.9321682
2.4,4822.948,-3286.3681,5292.1979,-3478.5225,-17.70223282,-6.6834231,-17.64827118,-4.2852027
2.405,4857.2755,-3302.8804,5307.1923,-3481.4967,-16.79391258,-7.2443543,-16.89967142,-4.8183775
2.41,4900.9719,-3319.4685,5328.3957,-3482.8722,-15.89680711,-7.7617321,-16.19407089,-4.9574993
2.415,4948.3932,-3333.2654,5359.5044,-3483.6611,-15.07833588,-8.0872762,-15.65961812,-5.4283336
2.42,5002.7689,-3348.0047,5380.653,-3476.1629,-14.16155684,-8.3757889,-14.87728916,-5.9449019
2.425,5065.0475,-3360.0757,5390.4471,-3474.0092,-12.82208654,-8.42276035,-13.65932946,-6.78250665
2.43,5129.9786,-3370.1687,5400.0166,-3473.9927,-11.5883966,-8.51649887,-12.1849394,-7.15896633
2.435,5199.4233,-3378.2674,5407.4957,-3475.9505,-9.62978513,-8.93841596,-10.48430487,-7.32590044
2.44,5274.3019,-3383.8267,5414.0988,-3480.9926,-7.95677822,-8.57589085,-8.47299018,-7.54276155
2.445,5353.7049,-3384.098,5420.9609,-3487.4923,-5.78931501,-8.8541052,-6.50514779,-6.7307892
2.45,5433.5347,-3381.1227,5434.2714,-3499.5598,-4.12594154,-8.5246364,-5.05036126,-6.23593
2.455,5514.8967,-3372.5344,5459.1474,-3513.8202,-1.3874137,-6.82507701,-4.7810035,-7.15492859
2.46,5594.188,-3366.899,5493.9987,-3525.0432,-0.55935225,-7.7538111,-1.85040055,-5.2521935
2.465,5685.9978,-3342.7777,5534.8621,-3536.7538,0.61926983,-6.55867193,-1.04216641,-5.21106567
2.47,5763.1192,-3324.792,5578.8046,-3544.8707,1.90098846,-5.25417562,0.06483858,-4.99569018
2.475,5851.7818,-3294.551,5623.8286,-3555.5918,2.24545585,-3.97869396,0.73264255,-4.46728944
2.48,5899.7424,-3260.399,5681.0708,-3567.7409,2.20129265,-3.16397065,0.89092375,-3.59381635
2.485,5949.3693,-3226.7466,5753.589,-3577.3366,2.33083608,-2.48897306,1.03471072,-2.81295474
2.49,5969.4381,-3193.1464,5837.2613,-3582.5761,1.11097757,-0.82625365,-0.14066655,-2.17775155
2.495,5993.2186,-3171.8403,5932.6969,-3583.2763,-1.30867655,-0.91741829,-2.19467605,-2.48657211
2.5,6027.6234,-3151.7723,6039.8752,-3568.9215,-0.3428634,-1.10958918,-1.18009704,-3.07187242
2.505,6069.1524,-3129.4286,6121.8531,-3552.0486,0.74612988,-0.98748905,0.37216106,-2.05209715
2.51,6108.5782,-3103.1406,6216.6455,-3532.9982,0.0609359,-0.11318584,-0.38661,-1.147017
2.515,6138.6329,-3072.7714,6307.1949,-3501.9266,-1.56330925,-0.16572905,-2.23729115,0.60823481
2.52,6155.2854,-3043.1417,6382.6016,-3463.5198,-4.26903864,-0.27798047,-5.71979996,0.79077231
2.525,6168.5213,-3016.3286,6437.1436,-3421.1392,-4.071569,0.4969723,-6.0821416,-0.60464914
2.53,6177.9772,-2988.139,6471.9205,-3378.0671,-6.50845924,1.29607629,-7.68341316,-0.85145391
2.535,6180.2433,-2961.4393,6488.6208,-3340.1026,-10.37300886,1.36156248,-11.17613514,-1.21852992
2.54,6181.4714,-2935.3547,6503.9475,-3305.182,-13.69036944,-0.3530649,-14.38126056,-2.6363791
2.545,6175.2908,-2910.8275,6514.3461,-3273.237,-13.54875652,-2.63744764,-14.03298948,-4.45485056
2.55,6166.4154,-2888.0895,6520.1339,-3244.4566,-12.90976381,-3.64573792,-13.47081219,-5.36242388
2.555,6152.5267,-2865.6624,6528.299,-3218.8234,-14.08149486,-4.8618821,-14.66354314,-7.2087003
2.56,6133.4532,-2847.3277,6534.8394,-3194.6177,-12.37008533,-7.0912037,-12.98276267,-9.5558053
2.565,6113.3321,-2831.474,6558.6714,-3164.0476,-8.53696689,-8.8547198,-8.68357871,-11.9315562
2.57,6089.837,-2819.4763,6547.6393,-3135.6956,-3.20205581,-9.9097802,-3.06315959,-12.3547398
2.575,6070.233,-2810.906,6535.1114,-3113.6922,2.4764643,-9.8164516,2.5608267,-11.8766004
2.58,6049.974,-2802.2377,6518.4031,-3088.1576,6.38052251,-7.72707349,7.17406629,-9.71326851
2.585,6026.5753,-2798.2149,6502.5388,-3077.4005,7.14747966,-6.49030535,7.89190434,-8.13958985
2.59,6008.2853,-2796.3606,6498.5386,-3068.5329,8.08500671,-5.2486612,8.87404289,-6.7572566
2.595,5989.9323,-2796.05,6503.96,-3058.3967,8.176276,-4.33464687,9.0440708,-5.37206313
2.6,5970.0497,-2797.0623,6511.3316,-3046.3531,8.22351835,-3.26188051,9.05966305,-4.18532549
2.605,5951.9853,-2802.9616,6519.4886,-3035.0377,7.27405272,-2.94728724,8.09332708,-3.40630676
2.61,5937.0764,-2810.4201,6531.7175,-3021.6564,7.39430962,-2.59211657,8.11908758,-2.80976663
2.615,5927.5524,-2821.2866,6535.1473,-3005.7992,7.71582904,-1.77732841,8.28216976,-2.04401959
2.62,5923.3405,-2834.1664,6535.7389,-2993.5428,7.47102962,-0.81966822,7.96810978,-1.38924138
2.625,5927.1133,-2848.3516,6540.3212,-2979.886,6.78758861,-0.01621283,7.36281339,-0.84239841
2.63,5938.7926,-2862.6434,6539.3864,-2966.8798,6.10756285,0.3647648,6.65097535,-0.58699242
2.635,5958.7081,-2875.8379,6534.1928,-2954.5529,5.97664814,1.10270753,6.51068566,-0.36218755
2.64,5981.8489,-2885.1161,6525.6164,-2941.1474,4.725047,2.36735236,5.4950386,0.43621944
2.645,6003.5013,-2894.6691,6510.5643,-2936.2629,2.83205392,2.3993812,3.82864508,0.4008438
2.65,6028.4744,-2903.5667,6502.4827,-2933.5891,1.34014175,1.95576754,2.63297705,0.10012966
2.655,6054.7254,-2910.8143,6501.524,-2933.6964,1.60012919,1.00591001,3.13421501,-0.23617945
2.66,6079.6127,-2915.6842,6508.8982,-2934.5655,3.31063023,1.06956615,4.81065717,0.59148503
2.665,6098.499,-2921.9339,6527.5292,-2934.3936,3.63896102,1.23465809,4.99021778,1.08509871
2.67,6118.0654,-2929.9039,6540.6472,-2930.2549,4.19340623,1.60424292,5.52951377,1.30956048
2.675,6139.8728,-2938.2828,6559.1292,-2930.4622,4.35915612,1.81528039,5.65919688,1.68036181
2.68,6163.0572,-2946.7408,6591.5982,-2930.7666,5.03938579,2.1034814,6.32264561,2.0244404
2.685,6185.9813,-2955.2427,6622.6375,-2924.3773,5.92526159,2.61276135,7.21773741,2.64510985
2.69,6209.4166,-2964.3318,6659.09,-2919.0672,6.39578732,3.43803459,7.76117668,3.70109541
2.695,6234.5008,-2974.3418,6699.0805,-2909.9152,6.20546536,4.2049966,7.60155784,5.0189322
2.7,6263.3335,-2985.0202,6739.5161,-2898.3606,5.39317061,4.87701951,6.67413779,6.19612209
2.705,6296.3357,-2995.2093,6775.233,-2880.6846,4.1749285,5.37165282,5.4162637,7.07570538
2.71,6330.3593,-3004.4584,6792.013,-2862.7749,4.07051509,5.6899674,5.18313091,7.8987338
2.715,6364.483,-3013.3637,6809.2313,-2850.0711,3.23692077,6.3887541,4.15492923,9.0887585
2.72,6399.44,-3023.1135,6835.7012,-2836.769,1.88684715,7.1345945,2.56395465,10.2012349
2.725,6438.8087,-3033.2378,6866.8532,-2818.2144,-0.19326221,7.9865337,0.03659725,11.0932839
