omega_eV,Re,Im
1.50000000,0.36278658,0.42542199
1.50500000,0.28137601,1.17865700
1.51000000,0.00992655,1.24529120
1.51500000,-0.13082014,1.14188180
1.52000000,-0.28536132,0.84737328
1.52500000,-0.61180778,0.70160930
1.53000000,-0.66255742,-0.20949924
1.53500000,-0.15546771,0.00697024
1.54000000,-0.22862263,-0.34286595
1.54500000,-0.02472590,-0.37357154
1.55000000,-0.00388378,-0.09675084
1.55500000,-0.09573945,-0.09782699
1.56000000,-0.09088137,-0.00408844
1.56500000,-0.10455507,-0.08866664
1.57000000,-0.13678882,0.06945142
1.57500000,-0.22772400,-0.05012448
1.58000000,-0.20195192,-0.24842259
1.58500000,-0.27494389,-0.36327165
1.59000000,-0.26993009,-0.83659900
1.59500000,-0.05828505,-1.23029390
1.60000000,0.18445869,-0.97102193
1.60500000,0.18245243,-0.61196630
1.61000000,0.06029105,-0.78782877
1.61500000,0.23693878,-0.98810838
1.62000000,0.45429039,-0.44606751
1.62500000,0.17696161,-0.07825432
1.63000000,0.24582699,-0.17594687
1.63500000,0.28820144,-0.39360543
1.64000000,0.24654126,-0.33101758
1.64500000,0.14402069,0.11536176
1.65000000,-0.13568532,-0.00580108
1.65500000,-0.27379543,-0.79210899
1.66000000,-0.10871696,-1.26463400
1.66500000,0.05723719,-1.34611640
1.67000000,0.32426716,-1.35774090
1.67500000,0.48073794,-0.92103956
1.68000000,0.52325416,-0.70810176
1.68500000,0.65070424,-0.64103993
1.69000000,0.68099134,-0.30200407
1.69500000,0.62236994,-0.20618669
1.70000000,0.55793983,-0.24605248
1.70500000,0.64127149,-0.13860194
1.71000000,0.67711472,0.10954179
1.71500000,0.64726276,0.11997054
1.72000000,0.64082987,0.27958412
1.72500000,0.54520446,0.37730194
1.73000000,0.65485990,0.24986555
1.73500000,0.63642363,0.22336364
1.74000000,0.60686037,0.46707361
1.74500000,0.52246167,0.35044988
1.75000000,0.52311611,0.32824401
1.75500000,0.54127838,0.42485199
1.76000000,0.53784780,0.60485595
1.76500000,0.48250860,0.78876245
1.77000000,0.40409449,0.91769218
1.77500000,0.30523440,0.95916448
1.78000000,0.20160004,0.91497967
1.78500000,0.13302071,0.82263040
1.79000000,0.08624134,0.65647800
1.79500000,0.07314448,0.46812902
1.80000000,0.11695246,0.31932798
1.80500000,0.13720033,0.38142693
1.81000000,0.11203980,0.37812252
1.81500000,0.08716330,0.36212752
1.82000000,0.07522319,0.26443937
1.82500000,0.14142715,0.06756169
1.83000000,0.21943549,0.22391283
1.83500000,0.24343048,0.32504914
1.84000000,0.23154071,-0.14646423
1.84500000,0.15522896,0.48549781
1.85000000,0.14317585,0.36565063
1.85500000,0.13652551,0.36464503
1.86000000,0.14508881,0.32123575
1.86500000,0.15268586,0.32248645
1.87000000,0.15224358,0.31971894
1.87500000,0.15641595,0.31529016
1.88000000,0.16935032,0.32103503
1.88500000,0.18287958,0.35293033
1.89000000,0.19324914,0.41341468
1.89500000,0.22097674,0.48526871
1.90000000,0.12228860,0.55337019
1.90500000,0.10861561,0.59762374
1.91000000,0.09885147,0.57735147
1.91500000,0.09308436,0.69712913
1.92000000,0.04559769,0.70554124
1.92500000,0.01715396,0.72165524
1.93000000,-0.01639099,0.72064852
1.93500000,-0.05623024,0.71654179
1.94000000,-0.12398193,0.63064260
1.94500000,-0.07436333,0.42784757
1.95000000,-0.12965062,0.35052127
1.95500000,-0.10502992,0.11014576
1.96000000,-0.04178361,0.04793720
1.96500000,0.03287848,0.07250870
1.97000000,0.07235783,0.24160300
1.97500000,0.03150755,0.33901916
1.98000000,0.02273618,0.28767460
1.98500000,0.02616728,0.28325566
1.99000000,0.02833107,0.47843873
1.99500000,-0.07417157,0.33932381
2.00000000,0.00865477,0.53742508
2.00500000,-0.07397699,0.59935651
2.01000000,-0.11681322,0.61033847
2.01500000,-0.17122333,0.58401605
2.02000000,-0.20554362,0.39303250
2.02500000,-0.19568448,0.48386537
2.03000000,-0.17221314,0.34061853
2.03500000,-0.10349793,0.55880273
2.04000000,-0.29952749,0.67839362
2.04500000,-0.35892075,0.52617091
2.05000000,-0.38409074,0.44994029
2.05500000,-0.44266079,0.30912617
2.06000000,-0.28106987,-1.01993450
2.06500000,-0.18307922,0.34570011
2.07000000,-0.25287706,0.33316396
2.07500000,-0.27758610,0.35821757
2.08000000,-0.27567341,0.35017850
2.08500000,-0.28992928,0.37980584
2.09000000,-0.36866081,0.39457193
2.09500000,-0.36128023,0.25095930
2.10000000,-0.34032692,0.31152656
2.10500000,-0.35630559,0.34704699
2.11000000,-0.32896221,0.30023205
2.11500000,-0.34045756,0.48746986
2.12000000,-0.42882767,0.43421512
2.12500000,-0.46379854,0.26556129
2.13000000,-0.44940357,-0.00084979
2.13500000,-0.44548635,0.02921741
2.14000000,-0.44977091,-0.14226496
2.14500000,-0.40912516,-0.26254260
2.15000000,-0.36753762,-0.40041404
2.15500000,-0.29834743,-0.51835411
2.16000000,-0.20993735,-0.56461500
2.16500000,-0.11354542,-0.55434323
2.17000000,-0.03882471,-0.46402865
2.17500000,0.01797478,-0.11353547
2.18000000,-0.25399013,0.30295745
2.18500000,-0.13185727,-0.01588054
2.19000000,-0.10922573,-0.04989353
2.19500000,-0.00336395,-0.07448283
2.20000000,-0.27197452,0.33857114
2.20500000,-0.21640058,0.14483800
2.21000000,-0.28678811,0.02905912
2.21500000,-0.20703009,-0.08269223
2.22000000,-0.16188454,-0.15922138
2.22500000,0.14236097,0.16310756
2.23000000,-0.35956325,0.36686670
2.23500000,-0.60037917,0.66088535
2.24000000,-0.67155194,-0.29712277
2.24500000,-0.74794745,-0.76955312
2.25000000,-0.44186835,-1.39525530
2.25500000,-0.00081976,-1.18523000
2.26000000,0.44790648,-1.37625780
2.26500000,0.66300184,0.20646437
2.27000000,0.23545298,0.98917485
2.27500000,0.07187589,0.50935145
2.28000000,-0.11347036,0.70144890
2.28500000,-0.22033074,0.38420404
2.29000000,-0.30751218,0.23793014
2.29500000,-0.36584973,0.23655444
2.30000000,-0.37371604,0.06570639
2.30500000,-0.27486340,0.57850886
2.31000000,-0.75138716,-0.09468840
2.31500000,-0.45624194,-0.69874867
2.32000000,0.09324011,-0.64004461
2.32500000,-0.22119407,-0.26164851
2.33000000,-0.05422637,0.00224869
2.33500000,-0.08508798,0.07283912
2.34000000,-0.07748803,0.17932701
2.34500000,-0.11856053,0.41850663
2.35000000,-0.26863564,0.35281782
2.35500000,-0.37855479,0.32228993
2.36000000,-0.51155947,0.39202599
2.36500000,-0.66761470,-0.29679123
2.37000000,-0.56851820,-0.82061399
2.37500000,-0.31955399,-1.09749900
