omega_eV,Re,Im
1.50000000,3392.71070000,-764.19584000
1.50500000,3384.72640000,-762.93226000
1.51000000,3371.57000000,-760.36579000
1.51500000,3357.99780000,-758.62620000
1.52000000,3343.29210000,-756.11675000
1.52500000,3321.97180000,-753.02564000
1.53000000,3293.63900000,-754.12803000
1.53500000,3271.80340000,-759.76594000
1.54000000,3259.88810000,-765.15253000
1.54500000,3251.39660000,-766.02781000
1.55000000,3230.52910000,-767.26595000
1.55500000,3208.49290000,-769.92431000
1.56000000,3183.99020000,-774.47954000
1.56500000,3159.53160000,-779.43737000
1.57000000,3133.25750000,-786.47463000
1.57500000,3106.37690000,-794.30935000
1.58000000,3077.49020000,-802.76305000
1.58500000,3046.19500000,-814.06938000
1.59000000,3016.66080000,-827.34562000
1.59500000,2990.01800000,-842.19929000
1.60000000,2967.68660000,-855.65065000
1.60500000,2936.07330000,-869.41915000
1.61000000,2907.71220000,-887.44838000
1.61500000,2883.18320000,-907.65833000
1.62000000,2865.13920000,-929.39821000
1.62500000,2855.43530000,-951.60301000
1.63000000,2854.16520000,-973.21599000
1.63500000,2861.04940000,-987.59449000
1.64000000,2868.48280000,-1004.15760000
1.64500000,2882.74590000,-1015.62730000
1.65000000,2881.19700000,-1009.27290000
1.65500000,2857.68760000,-1018.49390000
1.66000000,2837.05850000,-1028.73280000
1.66500000,2810.01940000,-1041.18210000
1.67000000,2788.18430000,-1058.44200000
1.67500000,2768.98410000,-1076.90760000
1.68000000,2752.47540000,-1096.82560000
1.68500000,2740.14700000,-1116.84000000
1.69000000,2731.67780000,-1136.70930000
1.69500000,2726.92860000,-1153.42420000
1.70000000,2717.01190000,-1166.71860000
1.70500000,2685.26360000,-1179.05030000
1.71000000,2650.67430000,-1202.38370000
1.71500000,2626.62040000,-1229.83250000
1.72000000,2610.83210000,-1259.03500000
1.72500000,2603.26520000,-1289.50960000
1.73000000,2603.68370000,-1318.96320000
1.73500000,2606.08810000,-1341.91910000
1.74000000,2609.27230000,-1369.71590000
1.74500000,2613.65890000,-1394.74450000
1.75000000,2616.15210000,-1419.99370000
1.75500000,2618.88120000,-1446.02460000
