omega_eV,Re,Im
1.50000000,0.99076609,11.46092800
1.50500000,0.17648110,13.32257100
1.51000000,-2.27946030,14.35887900
1.51500000,-4.62825400,14.87605100
1.52000000,-6.82594570,14.99068400
1.52500000,-7.69216690,14.82569900
1.53000000,-9.57821170,15.23337200
1.53500000,-11.51603200,15.24039000
1.54000000,-12.69587800,14.77646100
1.54500000,-13.43673100,14.74353000
1.55000000,-14.48421900,14.80768500
1.55500000,-15.91225500,14.78818100
1.56000000,-17.56538400,14.75786100
1.56500000,-19.21815400,13.49060100
1.57000000,-20.57680800,13.00257700
1.57500000,-20.96173900,12.37776700
1.58000000,-21.17766900,11.69382500
1.58500000,-20.91249500,11.29301700
1.59000000,-21.27048300,11.09112300
1.59500000,-22.20734100,11.08900900
1.60000000,-25.20333000,10.99060900
1.60500000,-27.15367300,9.37447250
1.61000000,-28.05497300,7.93724850
1.61500000,-27.46183700,6.29632660
1.62000000,-24.71508600,5.34843920
1.62500000,-22.80341700,5.53907250
1.63000000,-23.59830900,5.59866480
1.63500000,-23.70769100,5.14382720
1.64000000,-24.73504400,5.13233010
1.64500000,-26.45372100,4.81423580
1.65000000,-27.31182900,3.51640640
1.65500000,-29.59907100,3.42300830
1.66000000,-34.26058700,1.96341300
1.66500000,-33.31375200,-1.47502390
1.67000000,-31.32418600,-2.73479760
1.67500000,-29.49832000,-3.81645040
1.68000000,-27.24864000,-4.34796410
1.68500000,-26.13298800,-4.49965380
1.69000000,-26.36168900,-5.28566660
1.69500000,-25.47377500,-6.57136980
1.70000000,-23.10739600,-7.92533200
1.70500000,-20.00698200,-8.43736030
1.71000000,-16.90542700,-8.84374350
1.71500000,-14.40324900,-8.44932750
1.72000000,-13.06989400,-8.35206900
1.72500000,-11.50021300,-8.01825940
1.73000000,-10.93025900,-7.58589590
1.73500000,-10.85204300,-7.16704980
1.74000000,-10.82814100,-6.94266550
1.74500000,-10.79303900,-6.72938170
1.75000000,-10.72245200,-6.49184050
1.75500000,-10.83576200,-6.29214720
1.76000000,-10.86892500,-6.20044780
1.76500000,-10.71118400,-6.10689970
1.77000000,-10.64699300,-5.98766670
1.77500000,-10.73319300,-6.05066520
1.78000000,-9.83605950,-6.20705040
1.78500000,-9.11063730,-5.84852870
1.79000000,-9.20280070,-5.58332230
1.79500000,-9.19767400,-5.61334690
1.80000000,-8.82965570,-5.55777300
1.80500000,-8.62758160,-5.43265320
1.81000000,-8.55249650,-5.42189140
1.81500000,-8.08570980,-5.35758630
1.82000000,-7.70405210,-5.22328560
1.82500000,-7.52172850,-4.98202540
1.83000000,-7.60032780,-4.87247150
1.83500000,-7.60423790,-4.83488850
1.84000000,-7.29391990,-4.73039180
1.84500000,-7.05480150,-4.47539710
1.85000000,-7.43725040,-4.07376920
1.85500000,-7.53678000,-3.97378970
1.86000000,-7.71520290,-3.83762690
1.86500000,-7.87865300,-3.69404020
1.87000000,-8.21872730,-3.49687310
1.87500000,-8.75039610,-3.42702500
1.88000000,-9.17978540,-3.41409320
1.88500000,-9.55257190,-3.43634400
1.89000000,-9.84033020,-3.50831350
1.89500000,-10.21437000,-3.64826410
1.90000000,-10.05872700,-3.88255710
1.90500000,-10.01396900,-3.98945870
1.91000000,-9.89215440,-4.11826270
1.91500000,-9.70448440,-4.22141730
1.92000000,-9.46265240,-4.39621250
1.92500000,-8.96231370,-4.57103890
1.93000000,-8.18374170,-4.67138250
1.93500000,-7.31023140,-4.64281220
1.94000000,-6.48954660,-4.53833790
1.94500000,-5.64391170,-4.34220290
1.95000000,-5.03362810,-4.13981940
1.95500000,-4.04950290,-3.81501010
1.96000000,-4.18320880,-3.30875520
1.96500000,-3.53545170,-3.27322460
1.97000000,-3.15747610,-3.06201220
1.97500000,-2.82015370,-2.64849150
1.98000000,-2.71696070,-2.12863090
1.98500000,-3.07675910,-1.87719810
1.99000000,-3.07879880,-1.51103230
1.99500000,-3.49439680,-1.08626930
2.00000000,-4.08998350,-0.90108196
2.00500000,-4.56026420,-0.74174339
2.01000000,-4.88931730,-0.61959124
2.01500000,-5.10677850,-0.48194622
2.02000000,-5.52823870,-0.16119669
2.02500000,-6.26958590,-0.08560543
2.03000000,-6.67119140,-0.15497335
2.03500000,-7.14878520,-0.11979730
2.04000000,-8.11713690,-0.43801443
2.04500000,-7.84186980,-1.01390110
2.05000000,-7.00608930,-1.05180450
2.05500000,-6.69065110,-0.99586993
2.06000000,-6.72885630,-0.93767509
2.06500000,-6.63658510,-0.98927577
2.07000000,-6.27669680,-1.03019210
2.07500000,-6.17821590,-0.74084765
2.08000000,-6.95553150,-0.80406697
2.08500000,-7.27894950,-1.13422690
2.09000000,-7.29982460,-1.44994060
2.09500000,-7.16840570,-1.78861720
2.10000000,-6.59135000,-2.21011790
2.10500000,-2.81522000,-1.79313180
2.11000000,-5.67093610,0.43177596
2.11500000,-8.54658290,0.10348975
2.12000000,-9.03336630,-0.95054590
2.12500000,-7.66778120,-1.50151860
2.13000000,-6.74030790,-1.62492120
2.13500000,-5.90529980,-1.66413980
2.14000000,-5.34949660,-1.39985360
2.14500000,-5.55008900,-0.94998932
2.15000000,-6.58164940,-0.81093340
2.15500000,-7.44844260,-0.91907098
2.16000000,-7.94742740,-1.20561280
2.16500000,-8.01556220,-1.52444280
2.17000000,-7.65352090,-1.73606790
2.17500000,-7.52864150,-1.66803650
2.18000000,-7.89897740,-1.69573330
2.18500000,-8.41831980,-1.95001620
2.19000000,-8.10685390,-2.47689600
2.19500000,-5.39581080,-2.66448610
2.20000000,-6.09216440,-1.29668270
2.20500000,-7.56909940,-1.52014070
2.21000000,-7.42882850,-2.21930120
2.21500000,-6.37482010,-2.83714490
2.22000000,-3.82780370,-3.04654970
2.22500000,-4.17000220,-0.88797816
2.23000000,-3.10583050,-1.40733620
2.23500000,-2.05914950,-0.97724432
2.24000000,-0.34143609,0.21920742
2.24500000,-4.27963360,1.61923950
2.25000000,-6.10574540,1.21397930
2.25500000,-7.20919630,0.23750261
2.26000000,-5.90447770,-0.15979548
2.26500000,-5.37118040,-0.35573553
2.27000000,-4.69888500,-0.30246063
2.27500000,-4.30674130,-0.13891108
2.28000000,-3.87475390,0.03350663
2.28500000,-3.74607310,0.43511731
2.29000000,-4.25197280,0.57444213
2.29500000,-4.19408060,0.62618078
2.30000000,-3.86054160,0.93760312
2.30500000,-3.97849350,1.16091090
2.31000000,-4.23024480,1.75521570
2.31500000,-4.97473160,2.20809790
2.32000000,-5.93717060,2.72325990
2.32500000,-7.00256190,3.40275920
2.33000000,-9.85867310,3.69905050
2.33500000,-12.10162400,3.26041670
2.34000000,-13.55448400,2.82672950
2.34500000,-14.18107800,2.23017760
2.35000000,-14.18999500,1.74337610
2.35500000,-13.64810000,1.62358440
2.36000000,-13.57120000,1.85977550
2.36500000,-15.45570200,2.23784310
2.37000000,-19.52480800,1.69937820
2.37500000,-20.39667700,-0.61872350
2.38000000,-19.16807300,-1.81515520
2.38500000,-17.37780700,-2.54964620
2.39000000,-16.24116900,-2.77289940
2.39500000,-15.41686900,-3.03229020
2.40000000,-14.33306200,-3.35992110
2.40500000,-13.20665100,-3.49963190
2.41000000,-12.01385200,-3.64625060
2.41500000,-10.52376300,-3.62811160
2.42000000,-9.14723350,-3.32959970
2.42500000,-8.18784540,-2.95269960
2.43000000,-7.64364330,-2.55532440
2.43500000,-6.57522320,-2.31354690
2.44000000,-6.25602290,-1.58099340
2.44500000,-6.50753950,-1.26266130
2.45000000,-5.97116580,-0.92833383
2.45500000,-5.56073860,-0.75113219
2.46000000,-5.10366040,-0.58998110
2.46500000,-4.13972590,-0.32793824
2.47000000,-3.71998150,0.43530394
2.47500000,-4.26873040,0.96166899
2.48000000,-4.47721720,1.24871350
2.48500000,-4.26003150,1.50915010
2.49000000,-4.61778620,1.77113050
2.49500000,-4.67742830,1.62815630
2.50000000,-2.66005880,1.96370530
2.50500000,-2.86050090,3.18918910
2.51000000,-4.87782590,4.01407060
2.51500000,-7.29496880,4.21495590
2.52000000,-8.80899530,3.80086430
2.52500000,-8.19817080,4.41502970
2.53000000,-12.48471700,5.19074420
2.53500000,-17.20740900,4.24078690
2.54000000,-19.21892200,2.43189980
