case_label,path,strain_percent,k1_centered,k2_centered,k3_centered,omega3_reduced,num_occupied,slice_mode
Strain_b_Tension_0.5pct,b,0.5,0.01940465000000008,-0.1314928899999999,0.0,0.9789570161296308,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.023283274000000076,-0.1314928899999999,0.0,0.9310535497427961,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.027161898000000073,-0.1314928899999999,0.0,0.871142277519426,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.03104052200000007,-0.1314928899999999,0.0,0.804365582444154,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.03491914600000007,-0.1314928899999999,0.0,0.7359779351402866,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.038797770000000065,-0.1314928899999999,0.0,0.6708529585369138,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.04267639400000006,-0.1314928899999999,0.0,0.6128809244447107,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.04655501800000006,-0.1314928899999999,0.0,0.5642276480202577,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.050433642000000056,-0.1314928899999999,0.0,0.5244230119415487,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.05431226600000005,-0.1314928899999999,0.0,0.4892682105830861,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.05819089000000005,-0.1314928899999999,0.0,0.449616286996116,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.06206951400000005,-0.1314928899999999,0.0,0.39021392428231394,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.06594813800000005,-0.1314928899999999,0.0,0.289000361625638,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.06982676200000004,-0.1314928899999999,0.0,0.11748866867802477,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.07370538600000004,-0.1314928899999999,0.0,-0.15706843075169963,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.07758401000000004,-0.1314928899999999,0.0,-0.5674211677496201,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.08146263400000003,-0.1314928899999999,0.0,-1.140876592027384,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.08534125800000003,-0.1314928899999999,0.0,-1.8956345717970056,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.08921988200000003,-0.1314928899999999,0.0,-2.8443325860558346,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.09309850600000003,-0.1314928899999999,0.0,-4.012761500078353,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.09697713000000002,-0.1314928899999999,0.0,-5.486333072296696,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.10085575400000002,-0.1314928899999999,0.0,-7.5105066807836085,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.10473437800000002,-0.1314928899999999,0.0,-10.70274662548748,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.10861300200000001,-0.1314928899999999,0.0,-16.444098534349905,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.11249162600000001,-0.1314928899999999,0.0,-27.13255116034012,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.11637025000000001,-0.1314928899999999,0.0,-44.10007694942843,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.120248874,-0.1314928899999999,0.0,-61.324090240835794,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.124127498,-0.1314928899999999,0.0,-67.80149914989367,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.128006122,-0.1314928899999999,0.0,-60.74152204552836,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.131884746,-0.1314928899999999,0.0,-45.516607422675314,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.13576337,-0.1314928899999999,0.0,-29.87379420903155,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.139641994,-0.1314928899999999,0.0,-18.404300429848043,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.143520618,-0.1314928899999999,0.0,-11.324381357193566,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.14739924199999999,-0.1314928899999999,0.0,-7.187794741316523,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.15127786599999998,-0.1314928899999999,0.0,-4.710642704333514,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.15515649,-0.1314928899999999,0.0,-3.1289377211257143,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1551334299999998,-0.1282062518749999,0.0,-13.906555193016835,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1512548059999998,-0.1282062518749999,0.0,-14.99094988962327,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1473761819999998,-0.1282062518749999,0.0,-16.83069346261961,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1434975579999998,-0.1282062518749999,0.0,-20.12835367661028,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1396189339999998,-0.1282062518749999,0.0,-26.123879799882626,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1357403099999998,-0.1282062518749999,0.0,-36.46279432536549,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1318616859999998,-0.1282062518749999,0.0,-51.23010433645986,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.12798306199999981,-0.1282062518749999,0.0,-64.27718985424623,56,fixed_k3
