  0.15000000E+01  0.33515652E+04 -0.72208428E+03
  0.15050000E+01  0.33354326E+04 -0.72848071E+03
  0.15100000E+01  0.33334347E+04 -0.73310922E+03
  0.15150000E+01  0.33276676E+04 -0.72981073E+03
  0.15200000E+01  0.33073469E+04 -0.72848963E+03
  0.15250000E+01  0.32869805E+04 -0.73061981E+03
  0.15300000E+01  0.32764770E+04 -0.73316673E+03
  0.15350000E+01  0.32561011E+04 -0.73331643E+03
  0.15400000E+01  0.32390411E+04 -0.73836198E+03
  0.15450000E+01  0.32299108E+04 -0.74151735E+03
  0.15500000E+01  0.32120743E+04 -0.74132092E+03
  0.15550000E+01  0.31909253E+04 -0.74422443E+03
  0.15600000E+01  0.31684904E+04 -0.74807807E+03
  0.15650000E+01  0.31454185E+04 -0.75244159E+03
  0.15700000E+01  0.31177189E+04 -0.75695367E+03
  0.15750000E+01  0.30853556E+04 -0.76334146E+03
  0.15800000E+01  0.30505755E+04 -0.77216584E+03
  0.15850000E+01  0.30137871E+04 -0.78345720E+03
  0.15900000E+01  0.29785548E+04 -0.79825407E+03
  0.15950000E+01  0.29476542E+04 -0.81484447E+03
  0.16000000E+01  0.29215329E+04 -0.83186842E+03
  0.16050000E+01  0.28990313E+04 -0.84671344E+03
  0.16100000E+01  0.28657904E+04 -0.86101336E+03
  0.16150000E+01  0.28356597E+04 -0.88174308E+03
  0.16200000E+01  0.28122252E+04 -0.90499650E+03
  0.16250000E+01  0.27982397E+04 -0.92925099E+03
  0.16300000E+01  0.27926287E+04 -0.95257825E+03
  0.16350000E+01  0.27929952E+04 -0.97525895E+03
  0.16400000E+01  0.27954111E+04 -0.98963817E+03
  0.16450000E+01  0.28066874E+04 -0.10046056E+04
  0.16500000E+01  0.27965353E+04 -0.10081532E+04
  0.16550000E+01  0.27801131E+04 -0.10232898E+04
  0.16600000E+01  0.27697221E+04 -0.10405969E+04
  0.16650000E+01  0.27705334E+04 -0.10561399E+04
  0.16700000E+01  0.27651593E+04 -0.10663273E+04
  0.16750000E+01  0.27462937E+04 -0.10790047E+04
  0.16800000E+01  0.27266302E+04 -0.10957275E+04
  0.16850000E+01  0.27116954E+04 -0.11136019E+04
  0.16900000E+01  0.26967381E+04 -0.11319098E+04
  0.16950000E+01  0.26836324E+04 -0.11514266E+04
  0.17000000E+01  0.26744940E+04 -0.11702881E+04
  0.17050000E+01  0.26629615E+04 -0.11865847E+04
  0.17100000E+01  0.26436133E+04 -0.12040890E+04
  0.17150000E+01  0.26227572E+04 -0.12208317E+04
  0.17200000E+01  0.25898670E+04 -0.12458654E+04
  0.17250000E+01  0.25727794E+04 -0.12756691E+04
  0.17300000E+01  0.25640132E+04 -0.13042794E+04
  0.17350000E+01  0.25593330E+04 -0.13337194E+04
  0.17400000E+01  0.25629667E+04 -0.13622436E+04
  0.17450000E+01  0.25662502E+04 -0.13887758E+04
  0.17500000E+01  0.25739961E+04 -0.14126156E+04
  0.17550000E+01  0.25788276E+04 -0.14385202E+04
  0.17600000E+01  0.25853480E+04 -0.14630332E+04
  0.17650000E+01  0.25911371E+04 -0.14876027E+04
  0.17700000E+01  0.25983815E+04 -0.15127641E+04
  0.17750000E+01  0.26091242E+04 -0.15371867E+04
  0.17800000E+01  0.26202515E+04 -0.15619813E+04
  0.17850000E+01  0.26353243E+04 -0.15861323E+04
  0.17900000E+01  0.26522845E+04 -0.16091104E+04
  0.17950000E+01  0.26701583E+04 -0.16308292E+04
  0.18000000E+01  0.26878393E+04 -0.16509147E+04
  0.18050000E+01  0.27047520E+04 -0.16691439E+04
  0.18100000E+01  0.27148823E+04 -0.16854897E+04
  0.18150000E+01  0.27179725E+04 -0.17040070E+04
  0.18200000E+01  0.27223278E+04 -0.17250221E+04
  0.18250000E+01  0.27308401E+04 -0.17464121E+04
  0.18300000E+01  0.27408197E+04 -0.17675564E+04
  0.18350000E+01  0.27515229E+04 -0.17886902E+04
  0.18400000E+01  0.27653589E+04 -0.18094932E+04
  0.18450000E+01  0.27805467E+04 -0.18269273E+04
  0.18500000E+01  0.27859823E+04 -0.18448294E+04
  0.18550000E+01  0.27916419E+04 -0.18660294E+04
  0.18600000E+01  0.28007259E+04 -0.18879067E+04
  0.18650000E+01  0.28138030E+04 -0.19107356E+04
  0.18700000E+01  0.28317483E+04 -0.19286804E+04
  0.18750000E+01  0.28383510E+04 -0.19456273E+04
  0.18800000E+01  0.28422944E+04 -0.19661335E+04
  0.18850000E+01  0.28510348E+04 -0.19893363E+04
  0.18900000E+01  0.28611350E+04 -0.20126233E+04
  0.18950000E+01  0.28732081E+04 -0.20356160E+04
  0.19000000E+01  0.28868478E+04 -0.20579506E+04
  0.19050000E+01  0.28990863E+04 -0.20794545E+04
  0.19100000E+01  0.29099748E+04 -0.21018681E+04
  0.19150000E+01  0.29220890E+04 -0.21249399E+04
  0.19200000E+01  0.29355565E+04 -0.21485795E+04
  0.19250000E+01  0.29508997E+04 -0.21725106E+04
  0.19300000E+01  0.29685902E+04 -0.21965959E+04
  0.19350000E+01  0.29886150E+04 -0.22205928E+04
  0.19400000E+01  0.30115364E+04 -0.22439787E+04
  0.19450000E+01  0.30361485E+04 -0.22666604E+04
  0.19500000E+01  0.30630803E+04 -0.22891383E+04
  0.19550000E+01  0.30932461E+04 -0.23107345E+04
  0.19600000E+01  0.31289241E+04 -0.23302391E+04
  0.19650000E+01  0.31633744E+04 -0.23463756E+04
  0.19700000E+01  0.31949861E+04 -0.23610949E+04
  0.19750000E+01  0.32211534E+04 -0.23744113E+04
  0.19800000E+01  0.32456855E+04 -0.23900045E+04
  0.19850000E+01  0.32715301E+04 -0.24061158E+04
  0.19900000E+01  0.32985238E+04 -0.24223291E+04
  0.19950000E+01  0.33301485E+04 -0.24365422E+04
  0.20000000E+01  0.33562499E+04 -0.24522716E+04
  0.20050000E+01  0.33856530E+04 -0.24679175E+04
  0.20100000E+01  0.34185468E+04 -0.24833200E+04
  0.20150000E+01  0.34538009E+04 -0.24969755E+04
  0.20200000E+01  0.34920074E+04 -0.25101956E+04
  0.20250000E+01  0.35322025E+04 -0.25215220E+04
  0.20300000E+01  0.35729525E+04 -0.25311869E+04
  0.20350000E+01  0.36161367E+04 -0.25395041E+04
  0.20400000E+01  0.36635882E+04 -0.25450025E+04
  0.20450000E+01  0.37210647E+04 -0.25485950E+04
  0.20500000E+01  0.37922855E+04 -0.25423139E+04
  0.20550000E+01  0.38480909E+04 -0.25237381E+04
  0.20600000E+01  0.39155486E+04 -0.24982160E+04
  0.20650000E+01  0.39604272E+04 -0.24469036E+04
  0.20700000E+01  0.39175389E+04 -0.23986871E+04
  0.20750000E+01  0.38407759E+04 -0.23772903E+04
  0.20800000E+01  0.37823048E+04 -0.23750428E+04
  0.20850000E+01  0.37385521E+04 -0.23779848E+04
  0.20900000E+01  0.37021659E+04 -0.23841743E+04
  0.20950000E+01  0.36702020E+04 -0.23933088E+04
  0.21000000E+01  0.36421114E+04 -0.24047404E+04
  0.21050000E+01  0.36175042E+04 -0.24185082E+04
  0.21100000E+01  0.35946294E+04 -0.24343739E+04
  0.21150000E+01  0.35763082E+04 -0.24542021E+04
  0.21200000E+01  0.35680117E+04 -0.24763587E+04
  0.21250000E+01  0.35704112E+04 -0.24987809E+04
  0.21300000E+01  0.35854647E+04 -0.25176190E+04
  0.21350000E+01  0.35896552E+04 -0.25351463E+04
  0.21400000E+01  0.36027453E+04 -0.25511106E+04
  0.21450000E+01  0.36152702E+04 -0.25661865E+04
  0.21500000E+01  0.36207008E+04 -0.25795603E+04
  0.21550000E+01  0.36223814E+04 -0.25952488E+04
  0.21600000E+01  0.36253781E+04 -0.26130359E+04
  0.21650000E+01  0.36323647E+04 -0.26319696E+04
  0.21700000E+01  0.36415399E+04 -0.26509419E+04
  0.21750000E+01  0.36525666E+04 -0.26702587E+04
  0.21800000E+01  0.36667724E+04 -0.26898647E+04
  0.21850000E+01  0.36846976E+04 -0.27087704E+04
  0.21900000E+01  0.37051321E+04 -0.27264248E+04
  0.21950000E+01  0.37265053E+04 -0.27415638E+04
  0.22000000E+01  0.37466813E+04 -0.27557514E+04
  0.22050000E+01  0.37638859E+04 -0.27660935E+04
  0.22100000E+01  0.37701441E+04 -0.27768503E+04
  0.22150000E+01  0.37703692E+04 -0.27920830E+04
  0.22200000E+01  0.37744113E+04 -0.28106158E+04
  0.22250000E+01  0.37850739E+04 -0.28302393E+04
  0.22300000E+01  0.37999115E+04 -0.28485700E+04
  0.22350000E+01  0.38130607E+04 -0.28659625E+04
  0.22400000E+01  0.38259383E+04 -0.28852721E+04
  0.22450000E+01  0.38441195E+04 -0.29058135E+04
  0.22500000E+01  0.38676025E+04 -0.29234816E+04
  0.22550000E+01  0.38847298E+04 -0.29396128E+04
  0.22600000E+01  0.39104263E+04 -0.29539905E+04
  0.22650000E+01  0.39172454E+04 -0.29670664E+04
  0.22700000E+01  0.39245884E+04 -0.29888952E+04
  0.22750000E+01  0.39455814E+04 -0.30148961E+04
  0.22800000E+01  0.39795001E+04 -0.30398178E+04
  0.22850000E+01  0.40204610E+04 -0.30617781E+04
  0.22900000E+01  0.40633260E+04 -0.30809282E+04
  0.22950000E+01  0.41093763E+04 -0.30989295E+04
  0.23000000E+01  0.41583982E+04 -0.31134621E+04
  0.23050000E+01  0.42028848E+04 -0.31238203E+04
  0.23100000E+01  0.42431619E+04 -0.31366590E+04
  0.23150000E+01  0.42929685E+04 -0.31450465E+04
  0.23200000E+01  0.43344596E+04 -0.31466647E+04
  0.23250000E+01  0.43595898E+04 -0.31520023E+04
  0.23300000E+01  0.43821503E+04 -0.31626508E+04
  0.23350000E+01  0.44118056E+04 -0.31742503E+04
  0.23400000E+01  0.44509916E+04 -0.31848038E+04
  0.23450000E+01  0.44818081E+04 -0.31937641E+04
  0.23500000E+01  0.45200033E+04 -0.32016258E+04
  0.23550000E+01  0.45512823E+04 -0.32105460E+04
  0.23600000E+01  0.45861922E+04 -0.32174601E+04
  0.23650000E+01  0.46210265E+04 -0.32256367E+04
  0.23700000E+01  0.46618350E+04 -0.32338456E+04
  0.23750000E+01  0.47041554E+04 -0.32343573E+04
  0.23800000E+01  0.47236446E+04 -0.32350069E+04
  0.23850000E+01  0.47383205E+04 -0.32429711E+04
  0.23900000E+01  0.47611934E+04 -0.32540618E+04
  0.23950000E+01  0.47865987E+04 -0.32653089E+04
  0.24000000E+01  0.48120738E+04 -0.32786035E+04
  0.24050000E+01  0.48426831E+04 -0.32940989E+04
  0.24100000E+01  0.48814983E+04 -0.33105676E+04
  0.24150000E+01  0.49279455E+04 -0.33250936E+04
  0.24200000E+01  0.49771579E+04 -0.33395708E+04
  0.24250000E+01  0.50337657E+04 -0.33536101E+04
  0.24300000E+01  0.50991085E+04 -0.33656448E+04
  0.24350000E+01  0.51677715E+04 -0.33741901E+04
  0.24400000E+01  0.52355242E+04 -0.33786622E+04
  0.24450000E+01  0.53075504E+04 -0.33832239E+04
  0.24500000E+01  0.53895735E+04 -0.33868671E+04
  0.24550000E+01  0.54898069E+04 -0.33868314E+04
  0.24600000E+01  0.55760891E+04 -0.33613973E+04
  0.24650000E+01  0.56632734E+04 -0.33469796E+04
  0.24700000E+01  0.57550034E+04 -0.33150248E+04
  0.24750000E+01  0.58044361E+04 -0.32809290E+04
  0.24800000E+01  0.58448110E+04 -0.32483306E+04
  0.24850000E+01  0.58586263E+04 -0.32226238E+04
  0.24900000E+01  0.58884273E+04 -0.32073989E+04
  0.24950000E+01  0.59278604E+04 -0.31905641E+04
  0.25000000E+01  0.59720264E+04 -0.31726680E+04
  0.25050000E+01  0.60158921E+04 -0.31519336E+04
  0.25100000E+01  0.60583268E+04 -0.31279066E+04
  0.25150000E+01  0.60931881E+04 -0.31009325E+04
  0.25200000E+01  0.61193085E+04 -0.30723930E+04
  0.25250000E+01  0.61346802E+04 -0.30451145E+04
  0.25300000E+01  0.61508441E+04 -0.30186012E+04
  0.25350000E+01  0.61566440E+04 -0.29918217E+04
  0.25400000E+01  0.61628457E+04 -0.29685805E+04
  0.25450000E+01  0.61690629E+04 -0.29428065E+04
  0.25500000E+01  0.61642966E+04 -0.29162784E+04
  0.25550000E+01  0.61482349E+04 -0.28944814E+04
  0.25600000E+01  0.61337423E+04 -0.28784427E+04
  0.25650000E+01  0.61265311E+04 -0.28641961E+04
  0.25700000E+01  0.61167869E+04 -0.28482889E+04
  0.25750000E+01  0.61027461E+04 -0.28351699E+04
  0.25800000E+01  0.60887557E+04 -0.28220851E+04
  0.25850000E+01  0.60660202E+04 -0.28115137E+04
  0.25900000E+01  0.60439310E+04 -0.28052740E+04
  0.25950000E+01  0.60224404E+04 -0.28016929E+04
  0.26000000E+01  0.59999523E+04 -0.27995572E+04
  0.26050000E+01  0.59729855E+04 -0.28025459E+04
  0.26100000E+01  0.59543675E+04 -0.28102804E+04
  0.26150000E+01  0.59412172E+04 -0.28191574E+04
