case_dir,case_label,num_occupied,pair_n_1based,pair_m_1based,kx_cart,ky_cart,kz_cart,k1_frac,k2_frac,k3_frac,gap_eV,energy_raw_eV,energy_rel_ef_eV,fermi_energy_eV,source_find_dir,source_nodes_file,duplicate_count,duplicate_sources
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,0.21717604,-0.10278577,-0.00397763,0.12093114,0.89724598,0.99141317,3e-08,0.05856923,0.05856923,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line4
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,0.21801332,0.10277438,-0.00458668,0.12139737,0.10274264,0.99009842,3e-08,0.05727023,0.05727023,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line5
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,0.22980044,-0.04603331,-0.00227602,0.12796084,0.95398091,0.99508659,2e-08,0.00284894,0.00284894,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line10
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,0.22985564,0.04546904,-0.0033693,0.12799158,0.04545499,0.99272645,2e-08,0.00199152,0.00199152,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line9
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,-0.22984078,-0.04551567,0.00329537,0.87201669,0.95449839,0.00711396,2e-08,0.00206083,0.00206083,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line7
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,-0.22982658,0.04592908,0.00232636,0.8720246,0.04591489,0.0050221,2e-08,0.00276255,0.00276255,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line8
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,-0.21801,-0.10282088,0.00451441,0.87860448,0.89721088,0.00974557,2e-08,0.05725154,0.05725154,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line3
Strain_b_Tension_0.3pct,Strain_b_Tension_0.3pct,56,56,57,-0.21721033,0.1027797,0.00398785,0.87904976,0.10274796,0.00860889,2e-08,0.05854518,0.05854518,8.472603,node_search,Nodes.dat,1,Strain_b_Tension_0.3pct:N56:line6
