omega_eV,Re_xx,Im_xx,Re_yy,Im_yy,Re_xy,Im_xy,Re_yx,Im_yx
1.635,2792.9952,-975.25895,3058.5101,-2829.029,-29.60504623,8.06439606,-30.01450377,9.53109454
1.64,2795.4111,-989.63817,3085.753,-2816.7613,-30.69506531,7.89414823,-31.33567269,9.70937817
1.645,2806.6874,-1004.6056,3122.44,-2805.34,-31.78882395,8.35857214,-32.70054805,9.47784706
1.65,2796.5353,-1008.1532,3140.7258,-2781.5977,-34.9674025,9.36820356,-35.9419975,8.75659964
1.655,2780.1131,-1023.2898,3133.3493,-2767.2709,-39.23625762,8.67079274,-39.48405038,7.59414966
1.66,2769.7221,-1040.5969,3137.6086,-2759.4068,-42.3423612,7.19590053,-42.4745788,7.21461007
1.665,2770.5334,-1056.1399,3150.6161,-2751.638,-47.42047884,5.45802393,-47.49318116,5.80337747
1.67,2765.1593,-1066.3273,3173.0467,-2741.0176,-50.81408836,1.76869821,-50.98703164,2.58045679
1.675,2746.2937,-1079.0047,3198.4725,-2725.7613,-51.17767211,-1.46489931,-51.59299589,-0.53231683
1.68,2726.6302,-1095.7275,3218.6237,-2702.5735,-49.91767694,-4.19120932,-50.49433506,-3.48087508
1.685,2711.6954,-1113.6019,3212.656,-2674.3991,-48.40163159,-6.45458617,-49.05289641,-5.21728703
1.69,2696.7381,-1131.9098,3184.8215,-2648.4235,-48.69836881,-8.59121031,-49.75163519,-7.15511069
1.695,2683.6324,-1151.4266,3138.6516,-2624.051,-46.99585408,-11.84333312,-48.76391592,-10.80091688
1.7,2674.494,-1170.2881,3070.0078,-2609.4936,-42.39272404,-14.18234543,-44.28432796,-13.80058457
1.705,2662.9615,-1186.5847,3001.057,-2607.1348,-37.1686362,-15.3612343,-39.1525638,-16.1297577
1.71,2643.6133,-1204.089,2944.9685,-2614.4093,-32.2954125,-15.77415854,-34.4545675,-17.71718346
1.715,2622.7572,-1220.8317,2901.0768,-2625.1521,-28.33587948,-15.2787742,-29.58005052,-18.9688318
1.72,2589.867,-1245.8654,2862.9509,-2639.4488,-24.84737359,-15.4912547,-25.42931241,-18.5879313
1.725,2572.7794,-1275.6691,2835.698,-2657.047,-22.51058472,-15.90089227,-23.73137928,-17.09717173
1.73,2564.0132,-1304.2794,2816.8233,-2672.4458,-22.38809858,-15.15891443,-22.76081542,-16.92123557
1.735,2559.333,-1333.7194,2806.3731,-2687.2586,-22.84123443,-15.1366747,-23.30997157,-17.1808733
1.74,2562.9667,-1362.2436,2785.7869,-2700.8576,-22.29285631,-15.44475962,-22.56884569,-17.24880238
1.745,2566.2502,-1388.7758,2764.9782,-2717.6494,-21.62743958,-15.7254691,-21.78578242,-17.1985729
1.75,2573.9961,-1412.6156,2746.791,-2737.0603,-20.92183763,-15.85313544,-21.06861437,-16.90939256
1.755,2578.8276,-1438.5202,2733.161,-2757.7712,-20.45077359,-15.7553963,-20.62506041,-16.7557157
1.76,2585.348,-1463.0332,2724.1602,-2779.1014,-20.080845,-15.65660269,-20.302733,-16.67273731
1.765,2591.1371,-1487.6027,2718.5016,-2799.4482,-19.78119943,-15.47362606,-19.98070857,-16.73553594
1.77,2598.3815,-1512.7641,2713.7922,-2820.3941,-19.69257946,-15.44406895,-19.74752654,-16.78987505
1.775,2609.1242,-1537.1867,2711.3193,-2841.4188,-19.64202208,-15.51413679,-19.63565192,-17.03430921
1.78,2620.2515,-1561.9813,2711.4444,-2862.2353,-19.64669991,-15.79973893,-19.55450209,-17.47307307
1.785,2635.3243,-1586.1323,2712.876,-2882.2441,-19.00729539,-16.3300223,-18.76226061,-18.2635517
1.79,2652.2845,-1609.1104,2715.2685,-2902.2786,-17.48805341,-16.74317254,-16.93378259,-18.69081546
1.795,2670.1583,-1630.8292,2720.3924,-2921.3256,-16.4825362,-17.01337459,-15.6932538,-18.64406141
1.8,2687.8393,-1650.9147,2721.0536,-2938.3884,-14.96973471,-17.64269956,-14.00878329,-18.74976844
1.805,2704.752,-1669.1439,2716.9021,-2958.0019,-13.13787723,-17.90860372,-12.15011677,-18.41446628
1.81,2714.8823,-1685.4897,2715.7623,-2979.5363,-11.73707303,-17.75882686,-10.82836497,-17.78136114
1.815,2717.9725,-1704.007,2716.5745,-3001.6095,-10.88862946,-17.62192899,-10.03006654,-17.43767101
1.82,2722.3278,-1725.0221,2718.6561,-3024.2173,-10.14989023,-17.60700687,-9.24570277,-17.15836113
1.825,2730.8401,-1746.4121,2720.1745,-3047.7113,-9.55224066,-17.79910933,-8.74016274,-16.79810467
1.83,2740.8197,-1767.5564,2726.9941,-3073.166,-9.16834592,-17.9442162,-8.60374108,-16.6234358
1.835,2751.5229,-1788.6902,2738.626,-3098.8367,-8.13235817,-18.16989094,-7.82814683,-16.90247106
1.84,2765.3589,-1809.4932,2754.8567,-3124.3524,-6.54254804,-17.9811389,-6.31750756,-16.9199871
1.845,2780.5467,-1826.9273,2774.6714,-3148.0164,-5.34879347,-17.56423383,-5.08958513,-16.60467817
1.85,2785.9823,-1844.8294,2797.3849,-3169.9933,-4.30071693,-16.88437491,-4.31398347,-15.93987309
1.855,2791.6419,-1866.0294,2812.9173,-3192.2397,-4.78716409,-16.43076941,-4.87824991,-15.68920859
1.86,2800.7259,-1887.9067,2830.3005,-3213.8352,-4.63872771,-16.21386334,-4.82500849,-15.53919266
1.865,2813.803,-1910.7356,2849.7835,-3238.0298,-4.37118052,-16.00902456,-4.66126128,-15.46500544
1.87,2831.7483,-1928.6804,2872.262,-3262.5486,-4.09839305,-15.71091775,-4.60037315,-15.51648425
1.875,2838.351,-1945.6273,2895.436,-3284.6889,-4.03017734,-15.67489506,-4.01156946,-15.42330294
1.88,2842.2944,-1966.1335,2921.215,-3309.9131,-3.57446636,-15.58367903,-3.64202224,-15.18213497
1.885,2851.0348,-1989.3363,2951.246,-3334.9665,-3.19826339,-15.43348074,-3.35542461,-14.94737726
1.89,2861.135,-2012.6233,2987.5263,-3359.9248,-2.89491672,-15.20604636,-3.12097368,-14.80094164
1.895,2873.2081,-2035.616,3034.3457,-3383.2483,-2.73605487,-15.01994491,-2.97633933,-14.68758109
1.9,2886.8478,-2057.9506,3089.0533,-3399.0289,-2.36131731,-15.09658013,-2.65278829,-14.67037787
1.905,2899.0863,-2079.4545,3126.3518,-3411.5649,-1.66340385,-14.81495782,-2.05043535,-14.54641418
1.91,2909.9748,-2101.8681,3165.6283,-3427.0963,-1.36440359,-14.60672008,-1.79264261,-14.36765192
1.915,2922.089,-2124.9399,3211.6939,-3440.9369,-1.0164835,-14.45489114,-1.4539265,-14.34744886
1.92,2935.5565,-2148.5795,3259.3613,-3451.971,-0.33282364,-14.33702282,-0.81288626,-14.35706518
1.925,2950.8997,-2172.5106,3306.8464,-3461.8745,0.42186384,-14.10839095,-0.07076532,-14.38063305
1.93,2968.5902,-2196.5959,3364.8079,-3469.9192,1.18872704,-13.9957859,0.78447606,-14.4121341
1.935,2988.615,-2220.5928,3418.0933,-3472.1213,2.57869325,-14.20007657,2.14932035,-14.41193543
1.94,3011.5364,-2243.9787,3471.7935,-3473.5492,4.44344962,-13.73794922,3.99978298,-13.91601878
1.945,3036.1485,-2266.6604,3528.5662,-3461.1074,5.55330865,-12.93088121,5.02152915,-13.43933479
1.95,3063.0803,-2289.1383,3550.8596,-3456.4225,6.03896447,-12.31258881,5.66041993,-13.00545719
1.955,3093.2461,-2310.7345,3577.6368,-3455.3851,6.4834362,-11.88395725,6.0955286,-12.49865675
1.96,3128.9241,-2330.2391,3608.7412,-3455.145,6.83842604,-11.39344499,6.45442236,-12.14783501
1.965,3163.3744,-2346.3756,3644.5026,-3453.6307,7.10941445,-10.86439163,6.58581195,-11.82568637
1.97,3194.9861,-2361.0949,3682.1191,-3447.4114,7.19277826,-10.18202299,6.97714194,-12.05259301
1.975,3221.1534,-2374.4113,3700.8675,-3435.2585,7.38241406,-10.40817851,7.60433674,-11.69295749
1.98,3245.6855,-2390.0045,3701.7065,-3431.0807,8.74970687,-10.29971247,9.01323693,-10.99716953
1.985,3271.5301,-2406.1158,3709.0922,-3431.2594,9.33444164,-9.91923248,9.53350616,-10.33458552
1.99,3298.5238,-2422.3291,3716.5964,-3433.1524,9.62873452,-9.35794557,9.74507388,-9.66376483
1.995,3330.1485,-2436.5422,3728.0443,-3436.6964,9.72140447,-8.67470154,9.80095413,-9.17850946
2,3356.2499,-2452.2716,3736.3192,-3439.1443,9.59340818,-8.38217378,9.54222442,-8.72346462
2.005,3385.653,-2467.9175,3741.1935,-3445.6567,9.6095134,-7.90831226,9.550084,-8.46033774
2.01,3418.5468,-2483.32,3750.1298,-3454.1758,9.60632301,-7.27599892,9.41097119,-8.39490268
2.015,3453.8009,-2496.9755,3761.4051,-3463.3423,9.48564379,-7.05005725,9.59187561,-7.99541355
2.02,3492.0074,-2510.1956,3776.9605,-3473.4455,9.48746705,-6.62650747,9.71239615,-7.61864933
2.025,3532.2025,-2521.522,3790.5887,-3483.5064,9.21085404,-6.22857182,9.54321696,-7.15774318
2.03,3572.9525,-2531.1869,3808.8586,-3496.0368,8.95381302,-5.9540703,9.34669778,-6.7418273
2.035,3616.1367,-2539.5041,3832.5681,-3509.0095,8.80610629,-5.73000323,9.21206651,-6.38283617
2.04,3663.5882,-2545.0025,3861.5818,-3521.7505,8.66706714,-5.29898158,9.06708146,-6.04330942
2.045,3721.0647,-2548.595,3894.7242,-3533.618,8.33148559,-4.81050094,8.75366101,-5.92923366
2.05,3792.2855,-2542.3139,3932.6041,-3544.6149,7.63494894,-4.44539194,8.30390886,-5.85533246
2.055,3848.0909,-2523.7381,3978.2043,-3553.5809,7.13924453,-4.48540722,7.89962667,-5.63383238
2.06,3915.5486,-2498.216,4027.4638,-3557.6143,6.09806425,-4.80724729,6.98828135,-5.18327171
2.065,3960.4272,-2446.9036,4074.4844,-3557.0828,6.04865012,-5.18734378,7.05259168,-5.60185222
2.07,3917.5389,-2398.6871,4114.454,-3552.3626,7.15448099,-5.89303406,7.77986021,-4.77205814
2.075,3840.7759,-2377.2903,4140.6605,-3545.1214,7.38760577,-5.01656667,7.46330003,-5.14399993
2.08,3782.3048,-2375.0428,4159.3358,-3541.0195,7.63313688,-4.45009011,7.75321972,-4.98407689
2.085,3738.5521,-2377.9848,4174.216,-3541.4705,6.63205859,-3.93763257,6.83872161,-4.89853983
2.09,3702.1659,-2384.1743,4198.0735,-3544.5385,5.60648749,-3.91499368,6.03922391,-5.13350192
2.095,3670.202,-2393.3088,4227.9513,-3545.8885,5.31195033,-4.28708651,5.73109327,-5.51427549
2.1,3642.1114,-2404.7404,4255.762,-3545.3167,5.86357606,-4.66226245,6.42834174,-5.82427775
2.105,3617.5042,-2418.5082,4284.9433,-3546.4253,7.13355705,-4.62163461,7.86043375,-5.62564699
2.11,3594.6294,-2434.3739,4321.2422,-3546.2203,8.33323296,-4.19162016,9.07600024,-4.87041664
2.115,3576.3082,-2454.2021,4355.1133,-3542.0248,7.81498994,-3.06559876,8.53054846,-3.83887484
2.12,3568.0117,-2476.3587,4381.44,-3537.0602,5.79591349,-2.59539744,6.60798231,-3.45902196
2.125,3570.4112,-2498.7809,4403.7863,-3533.5311,4.67047725,-3.1119118,5.58106055,-3.7945328
2.13,3585.4647,-2517.619,4429.3975,-3530.707,4.45073792,-4.21660606,6.40121748,-3.46755474
2.135,3589.6552,-2535.1463,4452.0411,-3527.725,5.9292656,-3.92486182,6.8070474,-4.16653578
2.14,3602.7453,-2551.1106,4479.3334,-3524.3741,7.24973507,-3.84941723,8.14445673,-4.01131577
2.145,3615.2702,-2566.1865,4502.7803,-3518.5227,8.13134149,-3.49659634,9.01318491,-3.44782426
2.15,3620.7008,-2579.5603,4519.9885,-3514.1929,8.5067809,-2.85779763,9.3195115,-2.90616557
2.155,3622.3814,-2595.2488,4539.3353,-3512.0959,7.98139277,-2.28427,8.86271843,-2.2934192
2.16,3625.3781,-2613.0359,4565.0108,-3510.0739,7.35277052,-2.08375315,8.27812328,-1.84222965
2.165,3632.3647,-2631.9696,4594.6781,-3505.6856,6.99517727,-2.14552313,7.91107833,-1.54708927
2.17,3641.5399,-2650.9419,4621.2636,-3498.1681,7.03398535,-2.31277679,7.82734185,-1.36321881
2.175,3652.5666,-2670.2587,4640.6108,-3490.3864,8.04772267,-2.44448629,8.70865453,-1.32132271
2.18,3666.7724,-2689.8647,4660.9672,-3483.6753,9.53979007,-1.8681981,10.13109673,-0.7401883
2.185,3684.6976,-2708.7704,4684.5317,-3474.4551,9.80767523,-0.68300426,10.46036277,0.62259994
2.19,3705.1321,-2726.4248,4686.5227,-3449.975,8.10547215,-0.04164382,8.53689785,1.50135642
2.195,3726.5053,-2741.5638,4695.3534,-3450.2592,6.68061976,0.08878226,6.93720604,1.6712833
2.2,3746.6813,-2755.7514,4725.3447,-3441.2454,6.79858364,0.51687167,7.33770076,1.75335073
2.205,3763.8859,-2766.0935,4729.8708,-3412.5461,6.89306583,1.42846972,6.70706277,3.16436008
2.21,3770.1441,-2776.8503,4683.1766,-3400.0438,3.87020572,2.59648435,3.18567808,2.74176245
2.215,3770.3692,-2792.083,4656.0797,-3402.6481,2.41142752,2.86345657,2.11622908,1.93627763
2.22,3774.4113,-2810.6158,4640.8072,-3409.8443,0.86655972,2.51401712,0.70612172,1.17661028
2.225,3785.0739,-2830.2393,4641.8166,-3421.5055,1.03053217,1.84365598,1.22413063,0.29329582
2.23,3799.9115,-2848.57,4708.0849,-3400.3669,3.30167853,2.70574766,3.81106627,1.03442754
2.235,3813.0607,-2865.9625,4635.2833,-3387.86,0.17545987,2.54443674,1.01256017,1.08344946
2.24,3825.9383,-2885.2721,4613.7016,-3400.8026,0.9425349,1.47739665,2.1508641,0.46008655
2.245,3844.1195,-2905.8135,4608.0333,-3414.3495,2.95188285,0.71954268,4.59045255,0.95022456
2.25,3867.6025,-2923.4816,4610.4737,-3427.3661,5.57582732,0.0729062,6.46927568,3.4137702
2.255,3884.7298,-2939.6128,4619.1174,-3440.233,4.78014248,2.0238546,4.94829772,3.9363052
2.26,3910.4263,-2953.9905,4636.4489,-3453.0698,3.20351201,2.9376126,3.33618539,4.0131266
2.265,3917.2454,-2967.0664,4660.9857,-3459.9698,1.73544305,3.00541296,1.56087035,4.42933724
2.27,3924.5884,-2988.8952,4674.5146,-3468.6554,-0.16351406,3.65127236,-0.884814,3.31086484
2.275,3945.5814,-3014.8961,4700.3736,-3479.4789,-1.15920037,3.9454757,-1.43512083,1.9077907
2.28,3979.5001,-3039.8178,4734.3242,-3487.4037,-1.64512392,3.8150948,-1.04835308,1.335909
2.285,4020.461,-3061.7781,4766.491,-3489.8516,-2.43589589,3.07747572,-0.89647451,1.31500628
2.29,4063.326,-3080.9282,4788.4162,-3493.7519,-2.33528452,1.83466316,-0.83181468,2.13491564
2.295,4109.3763,-3098.9295,4813.7206,-3499.7442,-2.3559336,1.12726525,-0.9985568,2.29982295
2.3,4158.3982,-3113.4621,4841.9777,-3506.1117,-2.30065351,0.76864524,-1.08337449,2.09786476
2.305,4202.8848,-3123.8203,4874.2428,-3512.2676,-2.11380488,0.6299775,-1.03808992,1.5720659
2.31,4243.1619,-3136.659,4915.6892,-3517.9953,-1.26230926,-0.04520823,-0.0992725600000001,1.62685617
2.315,4292.9685,-3145.0465,4970.7453,-3517.9917,-0.28788356,-0.29144474,0.82004236,1.68075084
2.32,4334.4596,-3146.6647,5020.5186,-3503.7751,1.50650846,-0.85355163,2.37030014,2.40837037
2.325,4359.5898,-3152.0023,5025.9277,-3488.3086,2.74523928,0.4607698,3.35451892,2.7959674
2.33,4382.1503,-3162.6508,5024.738,-3484.9588,2.22496949,0.6868064,2.91248491,3.7262728
2.335,4411.8056,-3174.2503,5032.6128,-3486.3595,2.5021425,0.8875066,2.7272683,4.4582596
2.34,4450.9916,-3184.8038,5045.4761,-3489.1654,2.37013696,1.5296278,2.20864224,4.7291502
2.345,4481.8081,-3193.7641,5061.5872,-3492.4691,2.39799756,2.1271816,1.91875784,4.7423222
2.35,4520.0033,-3201.6258,5079.6047,-3494.8318,1.91448914,3.13821185,1.61027526,4.60623415
2.355,4551.2823,-3210.546,5098.2337,-3496.0081,1.09870531,3.30381399,1.13997049,4.86547101
2.36,4586.1922,-3217.4601,5113.0714,-3497.4785,-0.03767599,3.90084506,-0.40605787,5.82097414
2.365,4621.0265,-3225.6367,5128.3302,-3499.4503,-0.94309596,4.00580896,-1.61766644,5.86289504
2.37,4661.835,-3233.8456,5143.6807,-3503.0948,-1.29835658,4.57595354,-2.12673882,5.56571666
2.375,4704.1554,-3234.3573,5165.1801,-3507.0738,-3.2461822,5.52776449,-3.6325492,5.90912811
2.38,4723.6446,-3235.0069,5188.7164,-3509.1901,-6.37355618,4.86507039,-6.59587842,5.03993121
2.385,4738.3205,-3242.9711,5215.0713,-3511.534,-7.19714729,3.94414469,-7.59197471,4.78404151
2.39,4761.1934,-3254.0618,5248.9902,-3511.4711,-8.41327564,3.02297085,-8.89923296,3.97469095
2.395,4786.5987,-3265.3089,5281.055,-3505.1578,-8.09933556,1.73314418,-8.61099724,2.65998362
2.4,4812.0738,-3278.6035,5289.5062,-3497.1242,-7.03418434,1.29695592,-7.55629386,1.64413048
2.405,4842.6831,-3294.0989,5296.1268,-3497.2461,-5.74654827,0.8833031,-6.22288933,0.81640894
2.41,4881.4983,-3310.5676,5311.9382,-3500.0738,-4.42098329,0.65311383,-4.50296251,0.66321259
2.415,4927.9455,-3325.0936,5335.1226,-3501.6234,-3.30821943,0.49794553,-3.21839117,1.18934207
2.42,4977.1579,-3339.5708,5363.8331,-3502.9823,-2.70176592,0.31272615,-2.67359508,1.45018237
2.425,5033.7657,-3353.6101,5385.8438,-3496.1431,-2.19725504,0.15342566,-2.18651716,1.76429962
2.43,5099.1085,-3365.6448,5397.1285,-3495.085,-1.04335099,0.19473378,-1.22715421,1.69381526
2.435,5167.7715,-3374.1901,5407.0527,-3495.1157,-0.56364873,0.22420576,-0.55723425,2.04899864
2.44,5235.5242,-3378.6622,5413.1707,-3497.8463,0.50820422,0.11255067,0.30246772,1.93580913
2.445,5307.5504,-3383.2239,5421.3551,-3504.5689,1.51323686,0.00560070000000001,1.08822314,2.2187373
2.45,5389.5735,-3386.8671,5432.01,-3511.8701,2.99797836,0.1253395,2.46498004,2.3950445
2.455,5489.8069,-3386.8314,5450.5712,-3525.1177,4.86103574,1.14885616,4.06876826,2.37520844
2.46,5576.0891,-3361.3973,5481.3513,-3537.0002,6.75700847,0.9945551,5.62767893,3.8655765
2.465,5663.2734,-3346.9796,5518.0935,-3549.8261,7.84221295,1.6773143,6.57257485,4.4473481
2.47,5755.0034,-3315.0248,5565.3021,-3560.484,9.3076173,2.64221123,7.7589389,4.55136417
2.475,5804.4361,-3280.929,5611.6039,-3568.4334,10.91898669,3.51507575,9.39496531,5.20123705
2.48,5844.811,-3248.3306,5664.7466,-3580.0315,12.24890997,4.61884645,10.80563603,5.94250335
2.485,5858.6263,-3222.6238,5732.6346,-3590.5779,14.12090026,5.96532221,12.56168374,6.87711699
2.49,5888.4273,-3207.3989,5813.9302,-3597.5884,15.55401677,8.12691225,14.14257523,8.32667175
2.495,5927.8604,-3190.5641,5908.3759,-3598.3577,15.1552183,10.25203461,13.3527657,10.39318539
2.5,5972.0264,-3172.668,6012.7118,-3588.633,14.2044302,12.28586518,12.9394678,11.06067482
2.505,6015.8921,-3151.9336,6099.4444,-3570.9439,13.40285074,13.28631504,12.32459526,12.73058496
2.51,6058.3268,-3127.9066,6184.1397,-3551.9634,11.84868557,15.52335282,10.58621643,13.88757718
2.515,6093.1881,-3100.9325,6269.5824,-3528.3209,8.28072731,17.1346796,7.98091029,14.8281284
2.52,6119.3085,-3072.393,6352.3959,-3494.3227,4.70962263,16.84369904,4.97643097,17.30466496
2.525,6134.6802,-3045.1145,6418.0462,-3451.3242,2.26547114,16.0429829,1.52200286,18.5597171
2.53,6150.8441,-3018.6012,6461.5222,-3408.7374,1.01622286,17.65696322,-0.56589082,18.74086078
2.535,6156.644,-2991.8217,6478.4985,-3365.8358,-2.96329456,18.83081667,-4.61765104,19.38513733
2.54,6162.8457,-2968.5805,6489.0046,-3333.9705,-7.8543631,19.41073738,-10.0335027,19.23445262
2.545,6169.0629,-2942.8065,6503.0668,-3304.5777,-13.99947765,19.3011499,-15.38690635,16.7506981
2.55,6164.2966,-2916.2784,6519.4378,-3275.0426,-19.31070473,16.99274973,-19.93080927,15.61982627
2.555,6148.2349,-2894.4814,6525.5816,-3247.0873,-20.63780279,14.04221393,-21.83463121,13.64572807
2.56,6133.7423,-2878.4427,6530.3214,-3223.5695,-20.04555599,12.89726647,-21.71835201,11.39663153
2.565,6126.5311,-2864.1961,6553.5143,-3201.844,-22.20517465,12.3736264,-23.79581935,8.7191456
2.57,6116.7869,-2848.2889,6558.6618,-3167.6752,-21.54733565,9.4588202,-21.90882235,5.7696506
2.575,6102.7461,-2835.1699,6551.2595,-3141.3937,-16.77834015,7.5372372,-17.24849785,4.5673776
2.58,6088.7557,-2822.0851,6541.3736,-3119.4897,-13.41184471,8.1968005,-13.47680129,3.6505797
2.585,6066.0202,-2811.5137,6524.3209,-3101.7394,-12.26798996,7.777428,-11.44423004,3.8910394
2.59,6043.931,-2805.274,6512.4912,-3090.376,-9.68193783,7.1530892,-8.50628957,4.2897274
2.595,6022.4404,-2801.6929,6511.3286,-3081.3398,-7.22430294,7.12337857,-5.81028666,5.34155723
2.6,5999.9523,-2799.5572,6518.7154,-3071.2373,-6.05086316,6.99354017,-4.75314784,6.64642643
2.605,5972.9855,-2802.5459,6531.6201,-3059.2022,-5.27547999,7.3352796,-4.04621441,7.2184406
2.61,5954.3675,-2810.2804,6544.8226,-3044.3593,-4.53285429,7.5074637,-3.49392051,7.9031505
2.615,5941.2172,-2819.1574,6546.1004,-3027.5671,-4.20675105,7.86875591,-3.24706375,8.80764089
2.62,5933.4621,-2830.6615,6541.8227,-3015.9764,-3.90661785,8.37310458,-3.33708695,9.75812382
2.625,5932.9093,-2843.4969,6547.9297,-3006.2086,-4.41056708,9.1878892,-4.14316552,10.3155506
2.63,5940.3356,-2856.4503,6553.6502,-2992.6044,-5.20709219,9.65963961,-5.08296821,10.76768039
2.635,5952.9616,-2869.422,6559.0926,-2978.5202,-6.12353497,10.33011064,-6.28661203,10.88664936
2.64,5970.8982,-2880.0004,6550.2094,-2963.7104,-6.93528858,10.57016597,-7.00429962,10.28426203
2.645,5989.1109,-2890.3058,6534.0795,-2954.4361,-8.29057179,11.00657509,-7.89782061,10.25920691
2.65,6009.8063,-2901.1062,6521.5968,-2950.211,-8.7821181,10.86378429,-8.3713337,10.64723171
2.655,6036.1588,-2910.7032,6515.088,-2950.3053,-9.38841418,10.69014772,-8.86807382,10.57361028
2.66,6063.4771,-2917.8712,6519.7715,-2951.8373,-9.1870299,11.05606059,-8.6231323,11.09073341
2.665,6087.8488,-2924.502,6534.529,-2953.1895,-10.72632126,11.29125983,-10.02916674,11.56631617
2.67,6110.6854,-2930.8786,6556.1716,-2950.5021,-11.77811463,10.88338759,-11.12499937,11.78068641
2.675,6131.641,-2938.4522,6574.3243,-2947.5283,-12.46272011,10.5341806,-12.00855189,11.7544394
2.68,6154.2306,-2946.314,6601.6326,-2945.5913,-13.04947448,10.14090745,-12.71905152,11.19127455
2.685,6176.7905,-2954.4782,6629.5943,-2941.0594,-12.78841513,9.64543857,-12.33431087,10.93055143
2.69,6200.2148,-2963.0847,6663.9437,-2938.1282,-12.21897198,9.38742763,-11.87502402,11.02357637
2.695,6224.3281,-2972.4429,6707.65,-2930.196,-11.49781881,9.3806363,-11.37953119,11.4389417
2.7,6250.9231,-2982.1649,6748.7941,-2917.8036,-10.5646848,9.6881954,-10.9520432,12.2193106
2.705,6278.2851,-2992.6244,6786.0052,-2902.5264,-11.56409644,10.82906872,-12.38979956,12.11556928
2.71,6310.4343,-3003.8525,6815.5128,-2883.1617,-11.617325,11.52112234,-12.290285,11.99560966
2.715,6347.0943,-3014.338,6831.1438,-2866.3337,-12.09845624,12.12689811,-12.52856976,12.69355989
2.72,6383.4447,-3022.9213,6850.7867,-2851.8102,-13.84644151,12.87142401,-14.26899249,13.82209799
2.725,6421.7086,-3032.563,6875.7391,-2835.2984,-16.7322351,13.37759327,-17.3910249,14.06953673
2.73,6464.138,-3042.0575,6896.3328,-2814.3732,-19.62957956,13.49808897,-20.25749444,13.61269503
2.735,6509.5556,-3049.8357,6905.8961,-2791.826,-21.93904957,13.1588883,-22.49711643,13.4131637
2.74,6556.3267,-3057.7419,6903.5374,-2770.7767,-24.28444199,12.91212469,-24.99356601,12.55524131
2.745,6607.1886,-3065.1545,6895.1887,-2751.1902,-26.39345068,11.9575725,-26.81726932,12.0174135
