omega_eV,Re,Im
1.50000000,3351.56520000,-722.08428000
1.50500000,3335.43260000,-728.48071000
1.51000000,3333.43470000,-733.10922000
1.51500000,3327.66760000,-729.81073000
1.52000000,3307.34690000,-728.48963000
1.52500000,3286.98050000,-730.61981000
1.53000000,3276.47700000,-733.16673000
1.53500000,3256.10110000,-733.31643000
1.54000000,3239.04110000,-738.36198000
1.54500000,3229.91080000,-741.51735000
1.55000000,3212.07430000,-741.32092000
1.55500000,3190.92530000,-744.22443000
1.56000000,3168.49040000,-748.07807000
1.56500000,3145.41850000,-752.44159000
1.57000000,3117.71890000,-756.95367000
1.57500000,3085.35560000,-763.34146000
1.58000000,3050.57550000,-772.16584000
1.58500000,3013.78710000,-783.45720000
1.59000000,2978.55480000,-798.25407000
1.59500000,2947.65420000,-814.84447000
1.60000000,2921.53290000,-831.86842000
1.60500000,2899.03130000,-846.71344000
1.61000000,2865.79040000,-861.01336000
1.61500000,2835.65970000,-881.74308000
1.62000000,2812.22520000,-904.99650000
1.62500000,2798.23970000,-929.25099000
1.63000000,2792.62870000,-952.57825000
1.63500000,2792.99520000,-975.25895000
1.64000000,2795.41110000,-989.63817000
1.64500000,2806.68740000,-1004.60560000
1.65000000,2796.53530000,-1008.15320000
1.65500000,2780.11310000,-1023.28980000
1.66000000,2769.72210000,-1040.59690000
1.66500000,2770.53340000,-1056.13990000
1.67000000,2765.15930000,-1066.32730000
1.67500000,2746.29370000,-1079.00470000
1.68000000,2726.63020000,-1095.72750000
1.68500000,2711.69540000,-1113.60190000
1.69000000,2696.73810000,-1131.90980000
1.69500000,2683.63240000,-1151.42660000
1.70000000,2674.49400000,-1170.28810000
1.70500000,2662.96150000,-1186.58470000
1.71000000,2643.61330000,-1204.08900000
1.71500000,2622.75720000,-1220.83170000
1.72000000,2589.86700000,-1245.86540000
1.72500000,2572.77940000,-1275.66910000
1.73000000,2564.01320000,-1304.27940000
1.73500000,2559.33300000,-1333.71940000
1.74000000,2562.96670000,-1362.24360000
1.74500000,2566.25020000,-1388.77580000
1.75000000,2573.99610000,-1412.61560000
1.75500000,2578.82760000,-1438.52020000
1.76000000,2585.34800000,-1463.03320000
1.76500000,2591.13710000,-1487.60270000
1.77000000,2598.38150000,-1512.76410000
1.77500000,2609.12420000,-1537.18670000
1.78000000,2620.25150000,-1561.98130000
1.78500000,2635.32430000,-1586.13230000
1.79000000,2652.28450000,-1609.11040000
1.79500000,2670.15830000,-1630.82920000
1.80000000,2687.83930000,-1650.91470000
