omega_eV,Re,Im
1.50000000,2586.36150000,-2842.99620000
1.50500000,2606.79740000,-2846.75550000
1.51000000,2631.25700000,-2850.93030000
1.51500000,2661.85350000,-2853.77290000
1.52000000,2692.89970000,-2852.48250000
1.52500000,2720.24210000,-2850.15070000
1.53000000,2752.28010000,-2844.39930000
1.53500000,2765.22720000,-2829.71230000
1.54000000,2764.47100000,-2825.21740000
1.54500000,2767.52720000,-2824.86540000
1.55000000,2772.89430000,-2826.83510000
1.55500000,2781.35520000,-2828.97520000
1.56000000,2790.27760000,-2831.72400000
1.56500000,2802.74040000,-2835.70390000
1.57000000,2820.00420000,-2839.54270000
1.57500000,2840.23350000,-2841.28760000
1.58000000,2858.23250000,-2840.93390000
1.58500000,2870.62430000,-2840.91970000
1.59000000,2885.98890000,-2841.84580000
1.59500000,2899.93060000,-2842.27260000
1.60000000,2919.45940000,-2842.74580000
1.60500000,2938.40110000,-2842.06210000
1.61000000,2955.83480000,-2837.28990000
1.61500000,2972.64040000,-2834.59770000
1.62000000,2980.97910000,-2831.18500000
1.62500000,2994.40620000,-2831.95800000
1.63000000,3015.60480000,-2831.86530000
1.63500000,3058.51010000,-2829.02900000
1.64000000,3085.75300000,-2816.76130000
1.64500000,3122.44000000,-2805.34000000
1.65000000,3140.72580000,-2781.59770000
1.65500000,3133.34930000,-2767.27090000
1.66000000,3137.60860000,-2759.40680000
1.66500000,3150.61610000,-2751.63800000
1.67000000,3173.04670000,-2741.01760000
1.67500000,3198.47250000,-2725.76130000
1.68000000,3218.62370000,-2702.57350000
1.68500000,3212.65600000,-2674.39910000
1.69000000,3184.82150000,-2648.42350000
1.69500000,3138.65160000,-2624.05100000
1.70000000,3070.00780000,-2609.49360000
1.70500000,3001.05700000,-2607.13480000
1.71000000,2944.96850000,-2614.40930000
1.71500000,2901.07680000,-2625.15210000
1.72000000,2862.95090000,-2639.44880000
1.72500000,2835.69800000,-2657.04700000
1.73000000,2816.82330000,-2672.44580000
1.73500000,2806.37310000,-2687.25860000
1.74000000,2785.78690000,-2700.85760000
1.74500000,2764.97820000,-2717.64940000
1.75000000,2746.79100000,-2737.06030000
1.75500000,2733.16100000,-2757.77120000
1.76000000,2724.16020000,-2779.10140000
1.76500000,2718.50160000,-2799.44820000
1.77000000,2713.79220000,-2820.39410000
1.77500000,2711.31930000,-2841.41880000
1.78000000,2711.44440000,-2862.23530000
1.78500000,2712.87600000,-2882.24410000
1.79000000,2715.26850000,-2902.27860000
1.79500000,2720.39240000,-2921.32560000
1.80000000,2721.05360000,-2938.38840000
1.80500000,2716.90210000,-2958.00190000
1.81000000,2715.76230000,-2979.53630000
1.81500000,2716.57450000,-3001.60950000
1.82000000,2718.65610000,-3024.21730000
1.82500000,2720.17450000,-3047.71130000
1.83000000,2726.99410000,-3073.16600000
1.83500000,2738.62600000,-3098.83670000
1.84000000,2754.85670000,-3124.35240000
1.84500000,2774.67140000,-3148.01640000
1.85000000,2797.38490000,-3169.99330000
1.85500000,2812.91730000,-3192.23970000
1.86000000,2830.30050000,-3213.83520000
1.86500000,2849.78350000,-3238.02980000
1.87000000,2872.26200000,-3262.54860000
1.87500000,2895.43600000,-3284.68890000
1.88000000,2921.21500000,-3309.91310000
1.88500000,2951.24600000,-3334.96650000
1.89000000,2987.52630000,-3359.92480000
1.89500000,3034.34570000,-3383.24830000
1.90000000,3089.05330000,-3399.02890000
1.90500000,3126.35180000,-3411.56490000
1.91000000,3165.62830000,-3427.09630000
1.91500000,3211.69390000,-3440.93690000
1.92000000,3259.36130000,-3451.97100000
1.92500000,3306.84640000,-3461.87450000
1.93000000,3364.80790000,-3469.91920000
1.93500000,3418.09330000,-3472.12130000
1.94000000,3471.79350000,-3473.54920000
1.94500000,3528.56620000,-3461.10740000
1.95000000,3550.85960000,-3456.42250000
1.95500000,3577.63680000,-3455.38510000
1.96000000,3608.74120000,-3455.14500000
1.96500000,3644.50260000,-3453.63070000
1.97000000,3682.11910000,-3447.41140000
1.97500000,3700.86750000,-3435.25850000
1.98000000,3701.70650000,-3431.08070000
1.98500000,3709.09220000,-3431.25940000
1.99000000,3716.59640000,-3433.15240000
1.99500000,3728.04430000,-3436.69640000
2.00000000,3736.31920000,-3439.14430000
2.00500000,3741.19350000,-3445.65670000
2.01000000,3750.12980000,-3454.17580000
2.01500000,3761.40510000,-3463.34230000
2.02000000,3776.96050000,-3473.44550000
2.02500000,3790.58870000,-3483.50640000
2.03000000,3808.85860000,-3496.03680000
2.03500000,3832.56810000,-3509.00950000
2.04000000,3861.58180000,-3521.75050000
2.04500000,3894.72420000,-3533.61800000
2.05000000,3932.60410000,-3544.61490000
2.05500000,3978.20430000,-3553.58090000
2.06000000,4027.46380000,-3557.61430000
2.06500000,4074.48440000,-3557.08280000
2.07000000,4114.45400000,-3552.36260000
2.07500000,4140.66050000,-3545.12140000
2.08000000,4159.33580000,-3541.01950000
2.08500000,4174.21600000,-3541.47050000
2.09000000,4198.07350000,-3544.53850000
2.09500000,4227.95130000,-3545.88850000
2.10000000,4255.76200000,-3545.31670000
2.10500000,4284.94330000,-3546.42530000
2.11000000,4321.24220000,-3546.22030000
2.11500000,4355.11330000,-3542.02480000
2.12000000,4381.44000000,-3537.06020000
2.12500000,4403.78630000,-3533.53110000
2.13000000,4429.39750000,-3530.70700000
2.13500000,4452.04110000,-3527.72500000
2.14000000,4479.33340000,-3524.37410000
2.14500000,4502.78030000,-3518.52270000
2.15000000,4519.98850000,-3514.19290000
2.15500000,4539.33530000,-3512.09590000
2.16000000,4565.01080000,-3510.07390000
2.16500000,4594.67810000,-3505.68560000
2.17000000,4621.26360000,-3498.16810000
2.17500000,4640.61080000,-3490.38640000
2.18000000,4660.96720000,-3483.67530000
2.18500000,4684.53170000,-3474.45510000
2.19000000,4686.52270000,-3449.97500000
2.19500000,4695.35340000,-3450.25920000
2.20000000,4725.34470000,-3441.24540000
2.20500000,4729.87080000,-3412.54610000
2.21000000,4683.17660000,-3400.04380000
2.21500000,4656.07970000,-3402.64810000
2.22000000,4640.80720000,-3409.84430000
2.22500000,4641.81660000,-3421.50550000
2.23000000,4708.08490000,-3400.36690000
2.23500000,4635.28330000,-3387.86000000
2.24000000,4613.70160000,-3400.80260000
2.24500000,4608.03330000,-3414.34950000
2.25000000,4610.47370000,-3427.36610000
2.25500000,4619.11740000,-3440.23300000
2.26000000,4636.44890000,-3453.06980000
2.26500000,4660.98570000,-3459.96980000
2.27000000,4674.51460000,-3468.65540000
2.27500000,4700.37360000,-3479.47890000
2.28000000,4734.32420000,-3487.40370000
2.28500000,4766.49100000,-3489.85160000
2.29000000,4788.41620000,-3493.75190000
2.29500000,4813.72060000,-3499.74420000
2.30000000,4841.97770000,-3506.11170000
2.30500000,4874.24280000,-3512.26760000
2.31000000,4915.68920000,-3517.99530000
2.31500000,4970.74530000,-3517.99170000
2.32000000,5020.51860000,-3503.77510000
2.32500000,5025.92770000,-3488.30860000
2.33000000,5024.73800000,-3484.95880000
2.33500000,5032.61280000,-3486.35950000
2.34000000,5045.47610000,-3489.16540000
2.34500000,5061.58720000,-3492.46910000
2.35000000,5079.60470000,-3494.83180000
2.35500000,5098.23370000,-3496.00810000
2.36000000,5113.07140000,-3497.47850000
2.36500000,5128.33020000,-3499.45030000
2.37000000,5143.68070000,-3503.09480000
2.37500000,5165.18010000,-3507.07380000
2.38000000,5188.71640000,-3509.19010000
2.38500000,5215.07130000,-3511.53400000
2.39000000,5248.99020000,-3511.47110000
2.39500000,5281.05500000,-3505.15780000
2.40000000,5289.50620000,-3497.12420000
2.40500000,5296.12680000,-3497.24610000
2.41000000,5311.93820000,-3500.07380000
2.41500000,5335.12260000,-3501.62340000
2.42000000,5363.83310000,-3502.98230000
2.42500000,5385.84380000,-3496.14310000
2.43000000,5397.12850000,-3495.08500000
2.43500000,5407.05270000,-3495.11570000
2.44000000,5413.17070000,-3497.84630000
2.44500000,5421.35510000,-3504.56890000
2.45000000,5432.01000000,-3511.87010000
2.45500000,5450.57120000,-3525.11770000
2.46000000,5481.35130000,-3537.00020000
2.46500000,5518.09350000,-3549.82610000
2.47000000,5565.30210000,-3560.48400000
2.47500000,5611.60390000,-3568.43340000
2.48000000,5664.74660000,-3580.03150000
2.48500000,5732.63460000,-3590.57790000
2.49000000,5813.93020000,-3597.58840000
2.49500000,5908.37590000,-3598.35770000
2.50000000,6012.71180000,-3588.63300000
2.50500000,6099.44440000,-3570.94390000
2.51000000,6184.13970000,-3551.96340000
2.51500000,6269.58240000,-3528.32090000
2.52000000,6352.39590000,-3494.32270000
2.52500000,6418.04620000,-3451.32420000
2.53000000,6461.52220000,-3408.73740000
2.53500000,6478.49850000,-3365.83580000
2.54000000,6489.00460000,-3333.97050000
2.54500000,6503.06680000,-3304.57770000
2.55000000,6519.43780000,-3275.04260000
2.55500000,6525.58160000,-3247.08730000
2.56000000,6530.32140000,-3223.56950000
2.56500000,6553.51430000,-3201.84400000
2.57000000,6558.66180000,-3167.67520000
2.57500000,6551.25950000,-3141.39370000
2.58000000,6541.37360000,-3119.48970000
2.58500000,6524.32090000,-3101.73940000
2.59000000,6512.49120000,-3090.37600000
2.59500000,6511.32860000,-3081.33980000
2.60000000,6518.71540000,-3071.23730000
2.60500000,6531.62010000,-3059.20220000
2.61000000,6544.82260000,-3044.35930000
2.61500000,6546.10040000,-3027.56710000
2.62000000,6541.82270000,-3015.97640000
2.62500000,6547.92970000,-3006.20860000
2.63000000,6553.65020000,-2992.60440000
2.63500000,6559.09260000,-2978.52020000
2.64000000,6550.20940000,-2963.71040000
2.64500000,6534.07950000,-2954.43610000
2.65000000,6521.59680000,-2950.21100000
2.65500000,6515.08800000,-2950.30530000
2.66000000,6519.77150000,-2951.83730000
2.66500000,6534.52900000,-2953.18950000
2.67000000,6556.17160000,-2950.50210000
2.67500000,6574.32430000,-2947.52830000
2.68000000,6601.63260000,-2945.59130000
2.68500000,6629.59430000,-2941.05940000
2.69000000,6663.94370000,-2938.12820000
2.69500000,6707.65000000,-2930.19600000
2.70000000,6748.79410000,-2917.80360000
2.70500000,6786.00520000,-2902.52640000
2.71000000,6815.51280000,-2883.16170000
2.71500000,6831.14380000,-2866.33370000
2.72000000,6850.78670000,-2851.81020000
2.72500000,6875.73910000,-2835.29840000
2.73000000,6896.33280000,-2814.37320000
2.73500000,6905.89610000,-2791.82600000
2.74000000,6903.53740000,-2770.77670000
2.74500000,6895.18870000,-2751.19020000
2.75000000,6879.18550000,-2735.09520000
2.75500000,6855.49410000,-2722.47540000
2.76000000,6830.28460000,-2715.42570000
2.76500000,6806.56690000,-2712.01400000
2.77000000,6785.71640000,-2712.30840000
2.77500000,6768.74220000,-2715.47680000
2.78000000,6757.47640000,-2720.89940000
2.78500000,6752.80870000,-2727.08160000
2.79000000,6753.10700000,-2733.16910000
2.79500000,6757.76690000,-2739.10130000
2.80000000,6768.59890000,-2744.94930000
2.80500000,6785.01090000,-2750.23610000
2.81000000,6806.89730000,-2754.17170000
2.81500000,6832.41740000,-2755.47940000
2.82000000,6858.08080000,-2754.30630000
2.82500000,6883.57650000,-2751.02810000
2.83000000,6910.41360000,-2746.21480000
2.83500000,6932.53690000,-2734.30400000
2.84000000,6934.82350000,-2726.65590000
2.84500000,6940.34050000,-2725.60970000
2.85000000,6960.75570000,-2726.23820000
2.85500000,6988.75080000,-2724.04440000
2.86000000,7019.91120000,-2719.09250000
2.86500000,7046.81020000,-2711.90980000
2.87000000,7071.94220000,-2705.81440000
2.87500000,7098.35950000,-2699.19890000
2.88000000,7126.82900000,-2693.27070000
2.88500000,7161.41080000,-2686.96770000
2.89000000,7202.97450000,-2678.59400000
2.89500000,7253.46940000,-2667.26520000
2.90000000,7306.07070000,-2646.97490000
2.90500000,7341.87870000,-2622.65320000
2.91000000,7373.66000000,-2601.49600000
2.91500000,7414.34340000,-2580.12920000
2.92000000,7466.38950000,-2552.52320000
2.92500000,7500.89510000,-2511.98260000
