omega_eV,Re,Im
1.50000000,-4.35538850,18.94364800
1.50500000,-7.19198450,19.83072400
1.51000000,-10.46888600,20.20986600
1.51500000,-13.56066600,20.06978700
1.52000000,-15.65903500,19.48381000
1.52500000,-16.62665300,19.11998200
1.53000000,-18.03605400,18.94594500
1.53500000,-19.38911300,18.12365200
1.54000000,-19.35815500,18.17206100
1.54500000,-19.84682500,17.86229300
1.55000000,-21.08318600,17.66011200
1.55500000,-20.98089900,17.18239900
1.56000000,-21.60480700,17.23140400
1.56500000,-22.51395400,17.07219300
1.57000000,-23.27318500,16.60164300
1.57500000,-23.03693200,16.24871200
1.58000000,-23.33236000,16.38287600
1.58500000,-24.42202100,16.45691300
1.59000000,-26.08918400,16.43620700
1.59500000,-28.04417400,16.13669200
1.60000000,-30.04575100,16.04337600
1.60500000,-34.07324700,14.86926500
1.61000000,-35.46681800,12.95724800
1.61500000,-36.33708900,10.87524400
1.62000000,-33.92620700,9.14330300
1.62500000,-31.35199800,8.37828760
1.63000000,-29.69737300,8.46942600
1.63500000,-29.80977500,8.79774530
1.64000000,-31.01536900,8.80176320
1.64500000,-32.24468600,8.91820960
1.65000000,-35.45470000,9.06240160
1.65500000,-39.36015400,8.13247120
1.66000000,-42.40847000,7.20525530
1.66500000,-47.45683000,5.63070070
1.67000000,-50.90056000,2.17457750
1.67500000,-51.38533400,-0.99860807
1.68000000,-50.20600600,-3.83604220
1.68500000,-48.72726400,-5.83593660
1.69000000,-49.22500200,-7.87316050
1.69500000,-47.87988500,-11.32212500
1.70000000,-43.33852600,-13.99146500
1.70500000,-38.16060000,-15.74549600
1.71000000,-33.37499000,-16.74567100
1.71500000,-28.95796500,-17.12380300
1.72000000,-25.13834300,-17.03959300
1.72500000,-23.12098200,-16.49903200
1.73000000,-22.57445700,-16.04007500
1.73500000,-23.07560300,-16.15877400
1.74000000,-22.43085100,-16.34678100
1.74500000,-21.70661100,-16.46202100
1.75000000,-20.99522600,-16.38126400
1.75500000,-20.53791700,-16.25555600
1.76000000,-20.19178900,-16.16467000
1.76500000,-19.88095400,-16.10458100
1.77000000,-19.72005300,-16.11697200
1.77500000,-19.63883700,-16.27422300
1.78000000,-19.60060100,-16.63640600
1.78500000,-18.88477800,-17.29678700
1.79000000,-17.21091800,-17.71699400
1.79500000,-16.08789500,-17.82871800
1.80000000,-14.48925900,-18.19623400
1.80500000,-12.64399700,-18.16153500
1.81000000,-11.28271900,-17.77009400
1.81500000,-10.45934800,-17.52980000
1.82000000,-9.69779650,-17.38268400
1.82500000,-9.14620170,-17.29860700
1.83000000,-8.88604350,-17.28382600
1.83500000,-7.98025250,-17.53618100
1.84000000,-6.43002780,-17.45056300
1.84500000,-5.21918930,-17.08445600
1.85000000,-4.30735020,-16.41212400
1.85500000,-4.83270700,-16.05998900
1.86000000,-4.73186810,-15.87652800
1.86500000,-4.51622090,-15.73701500
1.87000000,-4.34938310,-15.61370100
1.87500000,-4.02087340,-15.54909900
1.88000000,-3.60824430,-15.38290700
1.88500000,-3.27684400,-15.19042900
1.89000000,-3.00794520,-15.00349400
1.89500000,-2.85619710,-14.85376300
1.90000000,-2.50705280,-14.88347900
1.90500000,-1.85691960,-14.68068600
1.91000000,-1.57852310,-14.48718600
1.91500000,-1.23520500,-14.40117000
1.92000000,-0.57285495,-14.34704400
1.92500000,0.17554926,-14.24451200
1.93000000,0.98660155,-14.20396000
1.93500000,2.36400680,-14.30600600
1.94000000,4.22161630,-13.82698400
1.94500000,5.28741890,-13.18510800
1.95000000,5.84969220,-12.65902300
1.95500000,6.28948240,-12.19130700
1.96000000,6.64642420,-11.77064000
1.96500000,6.84761320,-11.34503900
1.97000000,7.08496010,-11.11730800
1.97500000,7.49337540,-11.05056800
1.98000000,8.88147190,-10.64844100
1.98500000,9.43397390,-10.12690900
1.99000000,9.68690420,-9.51085520
1.99500000,9.76117930,-8.92660550
2.00000000,9.56781630,-8.55281920
2.00500000,9.57979870,-8.18432500
2.01000000,9.50864710,-7.83545080
2.01500000,9.53875970,-7.52273540
2.02000000,9.59993160,-7.12257840
2.02500000,9.37703550,-6.69315750
2.03000000,9.15025540,-6.34794880
2.03500000,9.00908640,-6.05641970
2.04000000,8.86707430,-5.67114550
2.04500000,8.54257330,-5.36986730
