case_dir,case_label,num_occupied,input_nodes,output_chirality_rows,return_code,wt_error_count,success,elapsed_seconds,elapsed_human,workdir,wt_out_file,log_file,message
Strain_a_Tension_0.4pct,Strain_a_Tension_0.4pct,56,8,8,0,0,1,8.11710524559021,8.1 s,chirality,WT.out,chirality_N56.log,success
