omega_eV,Re,Im
1.50000000,-4.84949350,17.15881000
1.50500000,-4.98504850,18.71006000
1.51000000,-7.71145170,19.96251400
1.51500000,-10.68881500,20.29767200
1.52000000,-12.46026700,20.45379300
1.52500000,-15.17731500,20.87886000
1.53000000,-17.92814600,20.77329700
1.53500000,-20.91478400,20.28132900
1.54000000,-22.32640000,19.49097200
1.54500000,-23.23532700,19.05268800
1.55000000,-25.05108000,18.75537600
1.55500000,-27.45879900,17.97282200
1.56000000,-28.24306100,16.73229500
1.56500000,-28.83426700,15.95058600
1.57000000,-29.30514200,15.23675300
1.57500000,-29.92734600,14.64663200
1.58000000,-30.94789800,14.01417900
1.58500000,-31.89585600,13.19942600
1.59000000,-32.61619100,12.34567100
1.59500000,-34.01137400,11.50178600
1.60000000,-34.85668800,10.12046400
1.60500000,-35.45826400,8.62797990
1.61000000,-34.38161700,7.17466930
1.61500000,-32.53077600,6.29293330
1.62000000,-29.82611500,6.21873660
1.62500000,-29.61436300,7.43447410
1.63000000,-32.59622300,7.89726230
1.63500000,-36.52175700,7.05029640
1.64000000,-39.23153700,5.75778690
1.64500000,-41.21022900,4.42142830
1.65000000,-43.76658300,3.08006540
1.65500000,-46.99039400,1.28542600
1.66000000,-50.48393300,-2.07125100
1.66500000,-47.55058300,-5.32856410
1.67000000,-44.24911600,-7.11771150
1.67500000,-41.45974100,-8.07981430
1.68000000,-40.30381400,-9.07194030
1.68500000,-38.94599100,-10.71778100
1.69000000,-36.66410200,-12.30259500
1.69500000,-33.90783700,-13.77774500
1.70000000,-29.96676600,-14.99408400
1.70500000,-26.23801100,-15.27755100
1.71000000,-23.45080000,-15.36124600
1.71500000,-21.32908800,-15.16338400
1.72000000,-20.01953900,-14.94523600
1.72500000,-19.17448700,-14.80929200
1.73000000,-18.68323300,-14.50960400
1.73500000,-18.47471600,-14.47330100
1.74000000,-18.10305500,-14.54503400
1.74500000,-17.40765200,-14.57313300
1.75000000,-16.98381800,-14.56037300
1.75500000,-16.58893300,-14.63937200
1.76000000,-15.94080100,-14.90189500
1.76500000,-14.55035300,-15.15441800
1.77000000,-12.95116700,-15.04138400
1.77500000,-11.88077500,-14.71315200
1.78000000,-11.33104600,-14.40354400
1.78500000,-11.08202500,-14.23036100
1.79000000,-10.83216300,-14.26040800
1.79500000,-10.27074700,-14.41117800
1.80000000,-9.35932420,-14.44685900
1.80500000,-8.42361870,-14.30000700
1.81000000,-7.63466280,-14.15068600
1.81500000,-6.86784150,-13.96591500
1.82000000,-6.44434110,-13.73575400
1.82500000,-6.22743360,-13.61483700
1.83000000,-5.95799480,-13.65891800
1.83500000,-5.00305540,-13.59172600
1.84000000,-4.31886290,-13.25359000
1.84500000,-3.91729580,-12.89943800
1.85000000,-3.78213010,-12.54965400
1.85500000,-3.73669480,-12.29250500
1.86000000,-3.72518400,-12.00241700
1.86500000,-3.87935820,-11.72767100
1.87000000,-4.19932850,-11.53756000
1.87500000,-4.55208700,-11.49374800
1.88000000,-4.61351930,-11.51319600
1.88500000,-4.57780010,-11.50212400
1.89000000,-4.42616670,-11.67324000
1.89500000,-4.10947480,-11.77208500
1.90000000,-3.59666410,-11.79071600
1.90500000,-3.11522940,-11.80199700
1.91000000,-2.63393640,-11.81987700
1.91500000,-2.09469090,-11.90105500
1.92000000,-1.23584030,-11.97565200
1.92500000,-0.13249121,-12.05638400
1.93000000,1.25645930,-11.90438900
1.93500000,2.41859500,-11.68592900
1.94000000,3.51103990,-11.45387100
1.94500000,4.78280470,-11.22346800
1.95000000,6.05023920,-10.78820800
1.95500000,7.15819290,-10.28327700
1.96000000,8.14670030,-9.73074460
1.96500000,8.96983150,-9.08650020
1.97000000,9.58254960,-8.46302190
1.97500000,9.92554260,-7.78039780
1.98000000,9.84870820,-7.08690100
1.98500000,9.65716810,-6.50692060
1.99000000,9.50789680,-6.01803470
1.99500000,9.33713050,-5.60639370
2.00000000,9.30749420,-5.16232960
2.00500000,9.14962980,-4.75856770
2.01000000,8.93886010,-4.40289660
2.01500000,8.45453200,-4.07644480
