omega_eV,Re,Im
1.50000000,0.74296724,-0.09630012
1.50500000,1.07198260,1.16502580
1.51000000,0.77559855,2.69875620
1.51500000,0.02620049,2.98782780
1.52000000,-0.36323956,2.45518290
1.52500000,-0.57536099,2.11661960
1.53000000,-0.71371665,1.62641280
1.53500000,-0.77351561,1.52390760
1.54000000,-0.90556155,1.36851640
1.54500000,-0.98768083,0.91243902
1.55000000,-1.05912020,0.61331018
1.55500000,-1.06256400,0.24030545
1.56000000,-1.08226400,0.20834013
1.56500000,-1.12276550,-0.19364453
1.57000000,-1.06383530,-0.60843510
1.57500000,-1.00467780,-0.77559319
1.58000000,-1.07976830,-1.11224040
1.58500000,-1.03363480,-1.88728940
1.59000000,-1.05233660,-2.16256930
1.59500000,-0.72174632,-3.60072850
1.60000000,-0.15636891,-3.59295840
1.60500000,0.39825144,-3.68778670
1.61000000,1.11195000,-2.50681250
1.61500000,1.14283160,-1.24360370
1.62000000,0.95574456,0.24717356
1.62500000,0.62137343,0.17219676
1.63000000,0.56872353,-0.44465844
1.63500000,0.58798070,-0.14340971
1.64000000,0.43636775,0.72226845
1.64500000,0.22767553,0.31200984
1.65000000,0.30557196,0.16111980
1.65500000,0.27925662,0.17296440
1.66000000,0.23607559,0.10343688
1.66500000,0.27124026,-0.20184025
1.67000000,0.37657127,-0.28350199
1.67500000,0.49642727,-0.33367197
1.68000000,0.64214924,0.06388923
1.68500000,0.62233412,0.33511724
1.69000000,0.54534508,0.54845208
1.69500000,0.46162149,0.85979449
1.70000000,0.24740171,1.06806460
1.70500000,0.29922136,0.54703865
1.71000000,0.27925756,0.69800319
1.71500000,0.23466922,0.53847063
1.72000000,0.24683649,0.36759711
1.72500000,0.60287489,0.12179845
1.73000000,-0.26801584,0.22300443
1.73500000,0.10512591,0.33512816
1.74000000,0.20673174,0.45070046
1.74500000,0.16107316,0.67823277
1.75000000,0.14477023,0.54729984
1.75500000,0.11596310,0.72214395
1.76000000,0.02782762,0.74678243
1.76500000,-0.02679056,0.57663484
1.77000000,-0.06619985,0.61463039
1.77500000,-0.14884512,0.51528817
1.78000000,-0.19413304,0.30067184
1.78500000,-0.18664723,0.10039344
1.79000000,-0.15981591,-0.01475092
1.79500000,-0.16615085,-0.08771872
1.80000000,-0.13936916,-0.20414359
1.80500000,-0.08507968,-0.28102917
1.81000000,-0.02271921,-0.31171323
1.81500000,0.02972142,-0.22285589
1.82000000,0.03992103,-0.11141898
1.82500000,0.01746935,-0.04218968
1.83000000,-0.01746608,-0.03563739
1.83500000,-0.02711079,-0.14461016
1.84000000,0.01074861,-0.16668254
1.84500000,0.01512185,-0.32036720
1.85000000,0.05970758,-0.26583296
1.85500000,0.07944370,-0.25770105
1.86000000,0.09864800,-0.25487367
