omega_eV,Re,Im
1.50000000,2606.56490000,-2874.69610000
1.50500000,2644.77880000,-2875.97700000
1.51000000,2688.57790000,-2876.15420000
1.51500000,2740.16740000,-2872.14260000
1.52000000,2795.69580000,-2854.33750000
1.52500000,2798.37880000,-2833.82770000
1.53000000,2800.32920000,-2825.27370000
1.53500000,2804.87590000,-2819.76030000
1.54000000,2809.37130000,-2815.96200000
1.54500000,2816.78160000,-2814.99590000
1.55000000,2828.44540000,-2814.94060000
1.55500000,2845.87700000,-2813.57280000
1.56000000,2853.46500000,-2808.50800000
1.56500000,2858.37970000,-2807.65840000
1.57000000,2865.37820000,-2808.82590000
1.57500000,2876.22700000,-2810.66650000
1.58000000,2890.47290000,-2811.96790000
1.58500000,2904.63790000,-2812.60560000
1.59000000,2922.27170000,-2812.83370000
1.59500000,2941.45830000,-2812.05780000
1.60000000,2958.49020000,-2808.44530000
1.60500000,2973.37950000,-2804.90300000
1.61000000,2984.12550000,-2802.25260000
1.61500000,2998.82500000,-2800.78690000
1.62000000,3017.09450000,-2799.57430000
1.62500000,3040.11470000,-2797.29300000
1.63000000,3078.52260000,-2794.50540000
1.63500000,3121.44710000,-2777.35070000
1.64000000,3145.40400000,-2758.17450000
1.64500000,3160.30290000,-2741.76080000
1.65000000,3179.49320000,-2725.62540000
1.65500000,3197.24520000,-2706.12510000
1.66000000,3198.32640000,-2683.03780000
1.66500000,3189.88710000,-2664.49500000
1.67000000,3179.23820000,-2646.32160000
1.67500000,3158.50680000,-2626.37420000
1.68000000,3119.30020000,-2608.18620000
1.68500000,3068.92740000,-2596.59900000
1.69000000,3015.50610000,-2592.56010000
1.69500000,2963.17580000,-2594.20230000
1.70000000,2917.09360000,-2601.70840000
1.70500000,2879.79690000,-2611.99220000
1.71000000,2845.51170000,-2623.85730000
1.71500000,2816.59050000,-2639.32530000
1.72000000,2793.03200000,-2654.59820000
1.72500000,2769.24270000,-2671.96860000
1.73000000,2750.09560000,-2690.38600000
1.73500000,2736.98710000,-2710.98720000
1.74000000,2727.99790000,-2731.15790000
1.74500000,2722.08370000,-2750.85080000
1.75000000,2717.27500000,-2768.23570000
1.75500000,2708.42470000,-2786.68660000
1.76000000,2703.04900000,-2806.61770000
1.76500000,2697.77850000,-2826.39960000
1.77000000,2693.17370000,-2847.24510000
1.77500000,2691.21630000,-2868.75900000
1.78000000,2692.21880000,-2890.39990000
1.78500000,2695.23670000,-2911.49610000
1.79000000,2698.71930000,-2932.15140000
1.79500000,2702.30430000,-2952.49490000
1.80000000,2705.66030000,-2974.15480000
1.80500000,2712.02950000,-2996.13280000
1.81000000,2720.53440000,-3017.41060000
1.81500000,2729.28330000,-3038.23680000
