omega_eV,Re,Im
1.50000000,3439.47270000,-827.06993000
1.50500000,3426.99330000,-815.72882000
1.51000000,3410.59080000,-811.71824000
1.51500000,3398.52720000,-807.50869000
1.52000000,3385.83580000,-802.82023000
1.52500000,3368.68300000,-797.87875000
1.53000000,3349.10860000,-793.48970000
1.53500000,3320.25700000,-792.53498000
1.54000000,3302.38590000,-794.78949000
1.54500000,3281.98500000,-793.81276000
1.55000000,3258.05520000,-796.82565000
1.55500000,3233.49550000,-801.00379000
1.56000000,3211.16790000,-806.53915000
1.56500000,3179.09200000,-810.48223000
1.57000000,3153.42350000,-819.88327000
1.57500000,3129.38670000,-829.68556000
1.58000000,3106.16840000,-841.10196000
1.58500000,3086.06530000,-853.33330000
1.59000000,3069.15830000,-864.88674000
1.59500000,3050.50550000,-874.41095000
1.60000000,3021.91010000,-884.48727000
1.60500000,2993.49160000,-899.14428000
1.61000000,2967.73330000,-916.35418000
1.61500000,2947.95600000,-936.21861000
1.62000000,2937.11590000,-956.16090000
1.62500000,2934.05720000,-975.06118000
1.63000000,2941.07880000,-993.19106000
1.63500000,2954.52160000,-1000.82700000
1.64000000,2957.72200000,-1007.24070000
1.64500000,2954.55960000,-1013.40070000
1.65000000,2949.38980000,-1016.22690000
1.65500000,2923.75950000,-1018.04330000
1.66000000,2889.58670000,-1027.06310000
1.66500000,2856.16200000,-1042.91500000
1.67000000,2833.73150000,-1062.16590000
1.67500000,2819.13020000,-1081.30970000
1.68000000,2805.46640000,-1099.06470000
1.68500000,2793.67640000,-1116.50360000
1.69000000,2781.91840000,-1131.76840000
1.69500000,2762.19040000,-1144.13410000
1.70000000,2724.51420000,-1161.45720000
1.70500000,2693.87500000,-1185.32210000
1.71000000,2669.74290000,-1214.87740000
1.71500000,2654.95100000,-1243.07870000
1.72000000,2650.54880000,-1273.17730000
1.72500000,2648.01090000,-1301.72030000
1.73000000,2647.76650000,-1327.30130000
1.73500000,2649.68620000,-1355.80780000
1.74000000,2655.08750000,-1382.83640000
1.74500000,2661.91820000,-1409.60470000
1.75000000,2671.25430000,-1435.58600000
1.75500000,2683.01360000,-1461.20970000
1.76000000,2702.03980000,-1486.15560000
1.76500000,2724.68280000,-1505.72170000
1.77000000,2736.33930000,-1524.03380000
1.77500000,2746.36860000,-1542.57530000
1.78000000,2753.76040000,-1561.78440000
1.78500000,2760.99810000,-1581.70960000
1.79000000,2768.90810000,-1601.73640000
1.79500000,2776.83590000,-1620.97550000
1.80000000,2781.56970000,-1641.28040000
1.80500000,2788.25130000,-1662.36050000
1.81000000,2796.18160000,-1683.42040000
1.81500000,2805.10700000,-1704.42510000
1.82000000,2816.28600000,-1724.50920000
1.82500000,2821.55900000,-1743.92990000
1.83000000,2828.98150000,-1765.10700000
1.83500000,2837.21960000,-1786.49040000
1.84000000,2848.36500000,-1806.81400000
1.84500000,2856.86280000,-1827.10070000
1.85000000,2868.63000000,-1847.58240000
1.85500000,2876.02770000,-1863.27670000
1.86000000,2874.97000000,-1885.02160000
1.86500000,2880.03960000,-1909.16050000
1.87000000,2892.51890000,-1934.62830000
1.87500000,2910.99120000,-1950.73640000
1.88000000,2904.06270000,-1965.55390000
1.88500000,2912.75670000,-1991.64950000
1.89000000,2922.98830000,-2016.42090000
1.89500000,2935.01900000,-2040.97090000
1.90000000,2949.59500000,-2064.96700000
1.90500000,2961.98260000,-2088.21480000
1.91000000,2976.20500000,-2112.57380000
1.91500000,2992.53350000,-2137.39550000
1.92000000,3011.90870000,-2162.47930000
1.92500000,3035.50630000,-2187.20870000
1.93000000,3062.07660000,-2209.58550000
1.93500000,3088.62770000,-2232.50990000
1.94000000,3119.14920000,-2254.28120000
1.94500000,3149.48440000,-2274.46060000
1.95000000,3181.19690000,-2294.85330000
1.95500000,3216.22410000,-2313.10980000
1.96000000,3252.60070000,-2330.36460000
1.96500000,3288.63420000,-2345.32680000
1.97000000,3321.51410000,-2360.09970000
1.97500000,3357.49410000,-2375.50700000
1.98000000,3398.88080000,-2389.96540000
1.98500000,3445.51370000,-2402.27180000
1.99000000,3497.07240000,-2411.43000000
1.99500000,3551.90700000,-2418.42140000
2.00000000,3623.08660000,-2421.16700000
2.00500000,3697.17810000,-2411.43680000
2.01000000,3768.49240000,-2393.72440000
2.01500000,3839.85190000,-2357.63250000
2.02000000,3829.18420000,-2294.66100000
2.02500000,3760.63400000,-2265.58500000
2.03000000,3699.75950000,-2259.38710000
2.03500000,3649.47890000,-2259.39240000
2.04000000,3604.20630000,-2264.92500000
2.04500000,3562.87530000,-2274.98430000
2.05000000,3527.04670000,-2289.38410000
2.05500000,3501.00990000,-2306.45040000
2.06000000,3479.39950000,-2324.09390000
2.06500000,3466.00980000,-2344.55040000
2.07000000,3460.92220000,-2365.86980000
2.07500000,3464.90880000,-2387.00390000
2.08000000,3473.13100000,-2406.16460000
2.08500000,3486.53160000,-2422.67530000
2.09000000,3493.54010000,-2439.10130000
2.09500000,3508.52910000,-2455.84880000
2.10000000,3523.60560000,-2469.33910000
2.10500000,3534.08630000,-2483.29760000
2.11000000,3546.34690000,-2497.32840000
2.11500000,3557.07640000,-2510.68420000
2.12000000,3567.87580000,-2525.22530000
2.12500000,3585.34570000,-2536.63550000
2.13000000,3581.94130000,-2549.69560000
2.13500000,3587.83480000,-2567.05330000
2.14000000,3601.34650000,-2583.04970000
2.14500000,3607.27660000,-2596.95750000
2.15000000,3614.91330000,-2614.58200000
2.15500000,3630.57520000,-2632.55770000
2.16000000,3652.99240000,-2648.12600000
2.16500000,3675.88720000,-2659.30120000
2.17000000,3688.94140000,-2665.08380000
2.17500000,3685.23620000,-2674.42300000
2.18000000,3680.34610000,-2687.98980000
2.18500000,3677.46910000,-2703.66350000
2.19000000,3670.81210000,-2720.51760000
2.19500000,3667.17530000,-2741.60520000
2.20000000,3674.60210000,-2764.09430000
2.20500000,3674.95870000,-2784.41010000
2.21000000,3683.95200000,-2808.99940000
2.21500000,3699.52820000,-2833.35850000
2.22000000,3719.08560000,-2856.39600000
2.22500000,3740.85870000,-2879.69830000
2.23000000,3766.72130000,-2901.86910000
2.23500000,3793.66460000,-2922.55880000
2.24000000,3824.54040000,-2941.97400000
2.24500000,3850.38680000,-2956.52980000
2.25000000,3868.35810000,-2976.77960000
2.25500000,3900.17180000,-2996.98600000
2.26000000,3923.60710000,-3014.15160000
2.26500000,3949.83620000,-3034.92570000
2.27000000,3982.33940000,-3056.58460000
