state,lambda_nm,scenario,theta_deg,abs_r_pp,arg_r_pp_deg,abs_r_ss,arg_r_ss_deg,abs_r_ps,arg_r_ps_deg,abs_r_sp,arg_r_sp_deg
a +0.5%,402.85,nonlinear_residual,70.5,1.8800762256541996e-07,-133.07159187595482,,,,,,
a +0.5%,402.85,nonlinear_residual,70.5,,,3.961001068355214e-08,51.71874845632766,,,,
a +0.5%,402.85,nonlinear_residual,70.5,,,,,1.299917117489737e-06,-176.03544336514997,,
a +0.5%,402.85,nonlinear_residual,70.5,,,,,,,2.052146705908026e-06,162.6570862122983
a +0.5%,403.8,baseline,70.5,0.27755556030892253,-13.3815968695132,0.8500457461009031,178.01547572737007,0.00047530548984172684,91.71009349767951,0.0003719123448897426,84.06833599406816
a +0.5%,403.8,full,70.5,0.2758090094938875,-12.465733087405031,0.850555036692671,178.00606515803696,0.0002561954602970688,102.8435537691324,0.0002233009005612727,106.75863648954957
a +0.5%,403.8,replace_xx,70.5,0.2758081788909255,-12.465678238612103,0.8500457462008767,178.01547583267222,0.000475509374111392,91.33915969952378,0.0003720718782392154,83.69740219591243
a +0.5%,403.8,replace_xy,70.5,0.2775560649334763,-13.38165628067233,0.850045845596218,178.015471022145,0.00047530523824298163,91.71012730945827,0.0002238831235217452,107.03547247805379
a +0.5%,403.8,replace_yx,70.5,0.27755609810813026,-13.38162603118774,0.8500458553687567,178.01547303591903,0.00025686342353775437,103.12037970592748,0.00037191210855812013,84.0683597541378
a +0.5%,403.8,replace_yy,70.5,0.27755556373662305,-13.38159728300559,0.8505548683136441,178.0060695269564,0.00047386636972543346,91.80418651889175,0.0003707862763959684,84.16242901528041
a +0.5%,403.8,nonlinear_residual,70.5,2.776786458010225e-07,126.11380364711412,,,,,,
a +0.5%,403.8,nonlinear_residual,70.5,,,5.9278725918403036e-08,-48.89621862030723,,,,
a +0.5%,403.8,nonlinear_residual,70.5,,,,,1.2665805763655918e-06,140.5704542251558,,
a +0.5%,403.8,nonlinear_residual,70.5,,,,,,,1.0342590957225455e-06,118.05276622173528
a +0.5%,404.75,baseline,70.5,0.2762339788332654,-13.80203839074423,0.8496571212142902,178.01951267737178,0.000508442885075925,80.45398713146307,0.0004682629984892427,78.82130478880252
a +0.5%,404.75,full,70.5,0.27523084986795204,-12.742175682727273,0.8493426326346787,177.97034158327816,0.0003211534066531908,100.75382909209652,0.00032957786321705324,102.6371570163376
a +0.5%,404.75,replace_xx,70.5,0.2752300177089146,-12.742006477428683,0.8496571224013634,178.01951280967802,0.0005079991954677961,80.05145369126572,0.00046785437161609854,78.41877134860515
a +0.5%,404.75,replace_xy,70.5,0.27623437079320284,-13.802161113081825,0.8496571899252816,178.0195038032065,0.0005084427614800218,80.45404069791016,0.00032885567542796916,102.80207447314145
a +0.5%,404.75,replace_yx,70.5,0.27623447728854167,-13.80214628502656,0.8496572136321692,178.01950465036947,0.0003204496249050161,100.91874397271552,0.00046826280566862236,78.82135577906476
a +0.5%,404.75,replace_yy,70.5,0.2762339723336863,-13.802039359187207,0.8493424682272809,177.97035374115174,0.000510004773155077,80.69157683433961,0.00046970145778667017,79.05889449167904
a +0.5%,404.75,nonlinear_residual,70.5,3.2136421114040936e-07,82.78458073235205,,,,,,
a +0.5%,404.75,nonlinear_residual,70.5,,,6.833100400982886e-08,-93.60468596356439,,,,
a +0.5%,404.75,nonlinear_residual,70.5,,,,,8.417553267353639e-07,178.63924005150724,,
a +0.5%,404.75,nonlinear_residual,70.5,,,,,,,7.655676781732911e-07,166.56777672405283
a +0.5%,405.7,baseline,70.5,0.274597449192812,-14.140928487080966,0.8495309557042448,178.03176061900172,0.0005423452607898205,74.98298309838746,0.0005254568425888056,72.34199215154858
a +0.5%,405.7,full,70.5,0.2748269009239064,-12.991866594089489,0.8485493995824055,177.96274460872922,0.00038713271709420486,91.51086554737023,0.0004034968612515173,92.58339743038273
