omega_eV,Re,Im
1.50000000,-1.89236590,2.21859930
1.50500000,-2.03605200,2.82088890
1.51000000,-2.81677740,2.02336830
1.51500000,-2.95614170,0.28023887
1.52000000,-2.65473780,-1.30264490
1.52500000,-2.11010100,-0.86238915
1.53000000,-2.19434650,-1.05085150
1.53500000,-1.95299520,-1.60050430
1.54000000,-1.81188860,-1.51769640
1.54500000,-1.73639900,-1.61507350
1.55000000,-1.61578190,-1.62162920
1.55500000,-1.61407100,-1.64317830
1.56000000,-1.59292210,-1.77902450
1.56500000,-1.59961430,-2.00773030
1.57000000,-1.52052680,-2.25954300
1.57500000,-1.47181160,-2.48245670
1.58000000,-1.19942830,-2.80448090
1.58500000,-0.90825263,-2.21938840
1.59000000,-0.96486687,-1.63781760
1.59500000,-1.18780880,-1.39881790
1.60000000,-1.36970510,-1.61526580
1.60500000,-1.49509440,-2.27874130
1.61000000,-1.47468660,-3.07481930
1.61500000,-0.86151741,-3.99880930
1.62000000,-0.70807571,-4.10978560
1.62500000,-0.26279493,-6.69024220
1.63000000,1.62297450,-5.56399430
1.63500000,3.90802790,-2.44767520
1.64000000,0.22350733,7.57067890
1.64500000,-1.61616950,2.47321070
1.65000000,-1.39102450,-0.48304719
1.65500000,-1.23610930,-0.99599690
1.66000000,-1.01551990,-2.23344140
1.66500000,-0.50867981,-3.19910320
1.67000000,1.58324110,-4.75953270
1.67500000,2.00257220,-0.59397804
1.68000000,1.76503460,1.24572340
1.68500000,0.95839613,2.37033780
1.69000000,0.55994434,2.31393890
1.69500000,0.17395203,2.10654120
1.70000000,0.19038655,1.37889570
1.70500000,0.16349652,1.53418670
1.71000000,0.07322432,2.06533500
1.71500000,-0.19454456,1.32550030
1.72000000,0.11156331,0.37303410
1.72500000,0.47485867,1.04731950
1.73000000,0.43818400,2.05302230
1.73500000,0.23693584,2.96336600
1.74000000,-0.42179179,3.04933260
1.74500000,-0.75481346,2.49576650
1.75000000,-0.93160122,1.70297880
1.75500000,-0.74207097,0.84633066
1.76000000,-0.49775656,0.59430564
1.76500000,-0.10381196,1.04601090
1.77000000,-0.31960340,1.23704690
1.77500000,-0.32800300,1.46343000
1.78000000,-0.34498353,1.73023040
1.78500000,-0.56937030,2.64729510
1.79000000,-1.25641790,1.99235940
1.79500000,-1.26618980,1.05152430
1.80000000,-1.08379910,1.05814480
1.80500000,-1.14580470,1.02604530
1.81000000,-0.93938277,0.50162742
1.81500000,-1.18689090,-0.07896775
1.82000000,-1.07803820,-0.12727051
1.82500000,-0.73261508,-0.80194518
1.83000000,-0.62001010,0.04784190
1.83500000,-0.98299622,0.34765265
1.84000000,-0.88722312,0.60138141
1.84500000,-1.07761370,-0.14014351
1.85000000,-0.90940779,-0.21609760
1.85500000,-0.83966191,-0.27327570
1.86000000,-0.78729091,-0.52608872
1.86500000,-0.57143973,-0.28858401
1.87000000,-0.64934774,0.22108228
1.87500000,-0.75447737,-0.17148736
1.88000000,-0.73335424,-0.16044487
1.88500000,-0.70877263,-0.14216505
1.89000000,-0.79719720,0.01473724
1.89500000,-0.77448525,-0.56817367
1.90000000,-0.62854725,-0.38526222
1.90500000,-0.63271362,-0.08908529
1.91000000,-0.69038427,-0.05014875
1.91500000,-0.73231446,0.01364001
1.92000000,-0.77473986,-0.03701977
1.92500000,-0.82085524,-0.18696591
1.93000000,-0.75939637,-0.27452511
1.93500000,-0.85733095,-0.16325719
1.94000000,-0.86110616,-0.47681428
1.94500000,-0.85339354,-0.81866061
1.95000000,-0.28868555,-1.04797350
1.95500000,-0.46125390,0.27766442
1.96000000,-0.82169297,0.35745331
1.96500000,-0.99185042,-0.44629211
1.97000000,-0.75459244,-1.40385890
1.97500000,-0.49602021,0.00014438
1.98000000,-0.80711521,-0.57749330
1.98500000,-0.84514058,-0.85637829
1.99000000,-0.81592735,-0.99236418
1.99500000,-0.86726967,-1.32433010
2.00000000,-0.74228604,-1.43123900
2.00500000,-0.70984633,-1.51796040
2.01000000,-0.68539598,-1.61837000
2.01500000,-0.57886504,-1.65838210
2.02000000,-0.57689878,-1.67613140
2.02500000,-0.56559120,-1.72651830
2.03000000,-0.55627803,-1.83505680
2.03500000,-0.56467002,-1.99666130
2.04000000,-0.55648381,-2.52062980
2.04500000,-0.42026820,-3.08021730
2.05000000,0.08901609,-4.96225510
2.05500000,1.73704730,-1.97139920
2.06000000,1.23103010,-1.62283720
2.06500000,1.15792650,-0.78599967
2.07000000,1.13853060,-0.40931091
2.07500000,0.88653427,0.14635848
2.08000000,0.84923842,0.42091883
2.08500000,0.69558032,0.41839086
2.09000000,0.80044202,0.27534578
2.09500000,0.48356528,0.47703515
2.10000000,0.41113960,-0.38303872
2.10500000,0.63332908,0.43983270
2.11000000,0.36784154,0.34932251
2.11500000,0.17401548,0.28403403
2.12000000,0.09935891,-0.38754387
2.12500000,0.25972414,-0.65919094
2.13000000,0.38020421,-0.42453119
2.13500000,0.39573701,-0.31638895
2.14000000,0.42767272,-0.33095487
2.14500000,0.46261914,-0.28572040
2.15000000,0.52425704,-0.32417763
2.15500000,0.59057582,-0.17906186
2.16000000,0.55150595,-0.08653607
2.16500000,0.57785256,-0.16467866
2.17000000,0.63631611,-0.08621935
2.17500000,0.72363882,0.00901372
2.18000000,0.74168765,0.41368560
2.18500000,0.72483551,0.44637583
2.19000000,0.74749201,0.79124650
2.19500000,0.66801708,0.39115644
2.20000000,1.06762710,0.56893802
2.20500000,1.11665470,1.53385750
2.21000000,0.94681820,2.26987660
2.21500000,0.58578281,2.69230580
2.22000000,0.18942932,2.57606740
2.22500000,0.21378014,2.62212040
2.23000000,0.08068259,2.47408920
2.23500000,-0.10211706,2.55126010
2.24000000,-0.33720668,1.69311170
2.24500000,-0.25731709,1.41120480
2.25000000,-0.06506112,1.00504250
2.25500000,-0.02497646,1.10455720
2.26000000,0.26685009,0.07799027
2.26500000,0.71778526,0.86966497
2.27000000,0.87775825,1.80868420
2.27500000,1.01820230,2.29938620
2.28000000,1.06813480,3.77160370
2.28500000,0.47235757,5.24003370
2.29000000,-0.07140515,4.99614880
2.29500000,-0.00351215,5.69865730
2.30000000,-0.72841609,9.51526280
2.30500000,-3.91672040,10.30486800
2.31000000,-4.75148110,2.30455330
2.31500000,-3.52418040,1.34760890
2.32000000,-3.50631200,1.43711500
2.32500000,-3.47515990,0.17164357
2.33000000,-3.22481070,-1.05275540
2.33500000,-2.95374350,-1.94100590
2.34000000,-2.58971940,-2.52043880
2.34500000,-2.27409140,-2.82953380
2.35000000,-1.87106610,-2.82735970
2.35500000,-1.63715710,-2.43088480
2.36000000,-1.60296380,-2.33850110
2.36500000,-1.47585770,-2.57456880
2.37000000,-1.28245340,-2.65415340
2.37500000,-1.13840040,-2.91893260
2.38000000,-0.92673121,-2.70061430
2.38500000,-0.78692260,-3.03846250
2.39000000,-0.40964607,-3.36390260
2.39500000,0.28389681,-2.58554510
2.40000000,0.20425068,-1.03150920
2.40500000,-0.05267069,-0.63474437
2.41000000,-0.20608665,-0.39902468
2.41500000,-0.35773473,-0.54147656
2.42000000,-0.41046076,-0.73339446
2.42500000,-0.34654373,-0.67004269
2.43000000,-0.20339833,0.24293680
2.43500000,-1.45099080,-0.81194172
2.44000000,-0.82155332,-2.23736530
