  0.15000000E+01  0.33075056E+04 -0.69083602E+03
  0.15050000E+01  0.32914579E+04 -0.69314657E+03
  0.15100000E+01  0.32769320E+04 -0.69424864E+03
  0.15150000E+01  0.32586903E+04 -0.69407001E+03
  0.15200000E+01  0.32386409E+04 -0.69535104E+03
  0.15250000E+01  0.32149846E+04 -0.69602510E+03
  0.15300000E+01  0.31880533E+04 -0.69831876E+03
  0.15350000E+01  0.31618524E+04 -0.70523105E+03
  0.15400000E+01  0.31440745E+04 -0.71335322E+03
  0.15450000E+01  0.31311431E+04 -0.71995985E+03
  0.15500000E+01  0.31148426E+04 -0.72390537E+03
  0.15550000E+01  0.30918892E+04 -0.72796057E+03
  0.15600000E+01  0.30648364E+04 -0.73369055E+03
  0.15650000E+01  0.30337714E+04 -0.74111847E+03
  0.15700000E+01  0.29998002E+04 -0.75100358E+03
  0.15750000E+01  0.29662401E+04 -0.76301241E+03
  0.15800000E+01  0.29319707E+04 -0.77580878E+03
  0.15850000E+01  0.28971556E+04 -0.79126811E+03
  0.15900000E+01  0.28662330E+04 -0.80844323E+03
  0.15950000E+01  0.28358660E+04 -0.82604226E+03
  0.16000000E+01  0.28051260E+04 -0.84600728E+03
  0.16050000E+01  0.27802080E+04 -0.86785096E+03
  0.16100000E+01  0.27598423E+04 -0.88937682E+03
  0.16150000E+01  0.27427869E+04 -0.91102352E+03
  0.16200000E+01  0.27242500E+04 -0.93298036E+03
  0.16250000E+01  0.27171879E+04 -0.95797170E+03
  0.16300000E+01  0.27195888E+04 -0.97799758E+03
  0.16350000E+01  0.27240494E+04 -0.99583972E+03
  0.16400000E+01  0.27209092E+04 -0.10061174E+04
  0.16450000E+01  0.27045030E+04 -0.10244028E+04
  0.16500000E+01  0.26973453E+04 -0.10438758E+04
  0.16550000E+01  0.26982623E+04 -0.10647473E+04
  0.16600000E+01  0.27105913E+04 -0.10820360E+04
  0.16650000E+01  0.27156123E+04 -0.10903879E+04
  0.16700000E+01  0.27069826E+04 -0.10943051E+04
  0.16750000E+01  0.26757508E+04 -0.11105925E+04
  0.16800000E+01  0.26598201E+04 -0.11306676E+04
  0.16850000E+01  0.26489033E+04 -0.11506839E+04
