analysis,status,rmse_percent,mae_percent,max_abs_error_percent,prediction_r2,mean_signed_error_percent,selected_parameter_combinations,failed_fold_count,conditional_fold_count,unresolved_fold_count,predicted_strain_percent
full_nested_LOOCV_conditioned_on_authoritative_multipoint_family,pass,0.00692807122485517,0.004684943215936074,0.015912628770366602,0.9983543484264,0.002758271152274295,430.0/60.5/77.9;77.8;78.0;77.7;78.1; 700.0/82.0/70.3;70.4;70.2;70.5;70.1; 700.0/82.5/70.6;70.5;70.7;70.4;70.8; 700.0/82.5/70.5;70.4;70.6;70.3;70.7; 700.0/82.0/70.6;70.7;70.5;70.8;70.4; 700.0/82.0/70.7;70.6;70.8;70.5;70.9,0,0,0,"[0.015912628770366602, 0.1010040752640314, 0.20161336654076129, 0.2972220349209507, 0.40379957252947185, 0.496997948888064]"
