omega_eV,Re,Im
1.50000000,2610.03520000,-2862.49600000
1.50500000,2636.07530000,-2864.46700000
1.51000000,2668.05730000,-2866.58080000
1.51500000,2709.32460000,-2867.04280000
1.52000000,2766.28010000,-2861.16820000
1.52500000,2797.23810000,-2835.82840000
1.53000000,2790.40390000,-2824.07370000
1.53500000,2792.16830000,-2819.41260000
1.54000000,2797.13770000,-2817.30880000
1.54500000,2803.50450000,-2815.98960000
1.55000000,2810.35450000,-2816.87360000
1.55500000,2822.66350000,-2819.17390000
1.56000000,2839.22940000,-2817.14130000
1.56500000,2851.57690000,-2815.00590000
1.57000000,2858.84330000,-2814.70950000
1.57500000,2867.66840000,-2815.70600000
1.58000000,2879.64690000,-2817.21900000
1.58500000,2892.42250000,-2818.33860000
1.59000000,2907.87150000,-2820.03350000
1.59500000,2928.83250000,-2820.53230000
1.60000000,2948.10900000,-2818.04030000
1.60500000,2966.98510000,-2815.37230000
1.61000000,2981.89110000,-2811.18840000
1.61500000,2995.83310000,-2807.38310000
1.62000000,3010.73600000,-2805.58820000
1.62500000,3031.88850000,-2804.58670000
1.63000000,3062.05930000,-2802.29890000
1.63500000,3100.76700000,-2792.35910000
1.64000000,3139.29530000,-2775.85140000
1.64500000,3156.98370000,-2754.91120000
1.65000000,3164.15280000,-2739.01640000
1.65500000,3183.32950000,-2722.24490000
1.66000000,3192.86830000,-2705.26990000
1.66500000,3200.64310000,-2685.33540000
1.67000000,3197.43160000,-2664.78960000
1.67500000,3185.66540000,-2644.51720000
1.68000000,3159.50780000,-2621.27320000
1.68500000,3111.68110000,-2602.88130000
1.69000000,3050.45950000,-2593.22500000
1.69500000,2991.66850000,-2592.64050000
1.70000000,2936.80680000,-2598.17690000
1.70500000,2894.33620000,-2609.26470000
1.71000000,2863.60930000,-2622.67260000
1.71500000,2835.36000000,-2633.67810000
1.72000000,2808.50190000,-2649.27180000
1.72500000,2788.30480000,-2665.18730000
1.73000000,2765.38340000,-2681.87520000
1.73500000,2746.49070000,-2701.68060000
1.74000000,2734.43680000,-2722.22230000
1.74500000,2725.99660000,-2741.68450000
1.75000000,2717.89340000,-2760.28460000
1.75500000,2710.62570000,-2779.69060000
1.76000000,2703.37120000,-2799.77540000
1.76500000,2698.28700000,-2820.33450000
1.77000000,2694.57980000,-2841.39580000
1.77500000,2693.44530000,-2862.97310000
1.78000000,2695.38430000,-2884.49840000
1.78500000,2700.31740000,-2905.32380000
1.79000000,2704.15770000,-2924.70190000
1.79500000,2707.49250000,-2944.60920000
1.80000000,2710.67360000,-2965.02940000
1.80500000,2714.39770000,-2985.80860000
1.81000000,2719.36740000,-3006.73850000
1.81500000,2724.54460000,-3027.61520000
1.82000000,2729.45840000,-3049.50980000
1.82500000,2735.72850000,-3072.18690000
1.83000000,2745.25660000,-3096.61370000
1.83500000,2759.61270000,-3120.98780000
1.84000000,2778.02560000,-3144.92870000
1.84500000,2799.15470000,-3165.17720000
1.85000000,2811.93620000,-3186.24410000
1.85500000,2830.12990000,-3207.77680000
1.86000000,2844.60250000,-3230.59530000
1.86500000,2862.63670000,-3256.10700000
1.87000000,2882.10310000,-3276.61210000
1.87500000,2903.64610000,-3301.69380000
1.88000000,2928.99750000,-3326.97080000
1.88500000,2959.40470000,-3352.17070000
1.89000000,2995.46530000,-3375.44990000
1.89500000,3031.62820000,-3396.28300000
1.90000000,3070.97380000,-3418.87930000
1.90500000,3116.14510000,-3439.59250000
1.91000000,3168.34640000,-3457.91340000
1.91500000,3226.29750000,-3472.45720000
1.92000000,3292.32320000,-3482.78580000
1.92500000,3349.89300000,-3481.48180000
1.93000000,3395.23430000,-3484.14950000
1.93500000,3449.09620000,-3487.25060000
1.94000000,3504.53300000,-3479.05410000
1.94500000,3529.81880000,-3472.01270000
1.95000000,3550.21510000,-3470.42750000
1.95500000,3569.50550000,-3471.19590000
1.96000000,3592.88500000,-3475.22180000
1.96500000,3620.59130000,-3479.56250000
1.97000000,3652.00200000,-3484.11000000
1.97500000,3691.54230000,-3487.64130000
1.98000000,3739.21600000,-3485.65240000
1.98500000,3776.69050000,-3473.56380000
1.99000000,3780.58510000,-3461.09660000
1.99500000,3773.68550000,-3459.02170000
2.00000000,3773.37920000,-3463.40340000
2.00500000,3780.90560000,-3470.68730000
2.01000000,3795.77730000,-3479.05990000
2.01500000,3818.05830000,-3483.79000000
2.02000000,3827.54670000,-3489.27340000
2.02500000,3839.32710000,-3498.61890000
2.03000000,3856.29370000,-3509.44140000
2.03500000,3878.41130000,-3520.69170000
2.04000000,3905.39730000,-3532.90270000
2.04500000,3938.83310000,-3544.78400000
2.05000000,3981.67780000,-3555.68260000
2.05500000,4030.49730000,-3561.82020000
2.06000000,4076.10590000,-3563.16880000
2.06500000,4114.07300000,-3561.83410000
2.07000000,4146.10990000,-3561.93300000
2.07500000,4180.70460000,-3563.83770000
2.08000000,4221.10180000,-3565.30210000
2.08500000,4262.62250000,-3562.87450000
2.09000000,4301.92190000,-3559.26980000
2.09500000,4340.28420000,-3556.17620000
2.10000000,4382.08040000,-3551.17800000
2.10500000,4423.29210000,-3539.07010000
2.11000000,4448.04580000,-3527.24750000
2.11500000,4466.78980000,-3518.20130000
2.12000000,4485.94510000,-3511.50010000
2.12500000,4507.12030000,-3506.06530000
2.13000000,4529.35030000,-3498.43480000
2.13500000,4550.03140000,-3491.14970000
2.14000000,4567.67260000,-3484.19270000
2.14500000,4585.66970000,-3478.47730000
2.15000000,4604.70860000,-3472.88920000
2.15500000,4625.35720000,-3466.89360000
2.16000000,4648.41450000,-3460.19040000
2.16500000,4673.41940000,-3450.62990000
2.17000000,4698.87850000,-3434.32320000
2.17500000,4695.68940000,-3416.72940000
2.18000000,4693.00800000,-3407.67380000
2.18500000,4700.03680000,-3399.52770000
2.19000000,4705.99310000,-3382.86060000
2.19500000,4672.71000000,-3370.64370000
2.20000000,4647.41310000,-3372.51930000
2.20500000,4638.14830000,-3379.01780000
2.21000000,4641.79430000,-3383.54440000
2.21500000,4658.26970000,-3393.59210000
2.22000000,4674.95380000,-3343.05530000
2.22500000,4618.12430000,-3353.31120000
2.23000000,4606.16450000,-3365.65460000
2.23500000,4604.50730000,-3378.11860000
2.24000000,4608.99190000,-3388.70990000
2.24500000,4617.03140000,-3398.75340000
2.25000000,4628.39280000,-3407.32510000
2.25500000,4636.93070000,-3418.12970000
2.26000000,4655.26600000,-3427.18160000
2.26500000,4675.71310000,-3437.26450000
2.27000000,4701.65370000,-3446.06690000
2.27500000,4727.40990000,-3452.80050000
2.28000000,4753.68160000,-3457.73480000
2.28500000,4775.27180000,-3462.92330000
2.29000000,4796.36750000,-3468.07110000
2.29500000,4815.05090000,-3474.49350000
2.30000000,4836.11870000,-3483.01330000
2.30500000,4863.77800000,-3491.93730000
2.31000000,4899.65060000,-3501.20010000
2.31500000,4946.29670000,-3508.44430000
2.32000000,5014.04320000,-3508.81640000
2.32500000,5036.47370000,-3490.63130000
2.33000000,5059.11540000,-3486.75180000
2.33500000,5082.53670000,-3484.00490000
2.34000000,5102.97550000,-3480.84460000
2.34500000,5123.50050000,-3478.61670000
2.35000000,5142.05230000,-3475.68540000
2.35500000,5159.83460000,-3474.03380000
2.36000000,5180.06390000,-3473.80250000
2.36500000,5204.37920000,-3473.39960000
2.37000000,5230.43180000,-3471.61270000
2.37500000,5258.79640000,-3467.64560000
2.38000000,5286.04190000,-3458.39400000
2.38500000,5291.01850000,-3449.02140000
2.39000000,5294.69990000,-3447.86920000
2.39500000,5306.45820000,-3449.12350000
2.40000000,5326.95380000,-3450.50200000
2.40500000,5354.12890000,-3446.83210000
2.41000000,5369.19420000,-3440.79250000
2.41500000,5383.80210000,-3437.59160000
2.42000000,5391.83800000,-3434.86760000
2.42500000,5398.21930000,-3435.47520000
2.43000000,5401.64930000,-3436.88780000
2.43500000,5407.18600000,-3444.12430000
2.44000000,5418.67600000,-3453.91970000
2.44500000,5437.13320000,-3464.95830000
2.45000000,5462.36550000,-3476.97590000
2.45500000,5492.18570000,-3484.87030000
2.46000000,5523.69730000,-3497.48450000
2.46500000,5567.05180000,-3509.08230000
2.47000000,5612.87180000,-3518.42720000
2.47500000,5666.13020000,-3529.27500000
2.48000000,5731.79520000,-3538.73720000
2.48500000,5809.68820000,-3544.28630000
2.49000000,5893.34480000,-3547.63000000
2.49500000,5997.77980000,-3546.20940000
2.50000000,6103.32610000,-3523.14930000
2.50500000,6186.65990000,-3497.62230000
2.51000000,6271.99540000,-3470.24550000
2.51500000,6341.23450000,-3437.50940000
2.52000000,6403.22120000,-3402.51570000
2.52500000,6456.43170000,-3358.87360000
2.53000000,6481.22400000,-3317.34350000
2.53500000,6500.71930000,-3279.70070000
2.54000000,6506.74880000,-3245.02920000
2.54500000,6510.35840000,-3214.40650000
2.55000000,6512.42850000,-3188.54330000
2.55500000,6520.22940000,-3165.54700000
2.56000000,6541.50030000,-3137.71970000
2.56500000,6536.54850000,-3106.04100000
2.57000000,6520.33950000,-3078.69060000
2.57500000,6496.14890000,-3059.99880000
2.58000000,6480.18040000,-3047.74410000
2.58500000,6475.23550000,-3038.10420000
2.59000000,6476.33080000,-3027.73330000
2.59500000,6482.61860000,-3016.78840000
2.60000000,6487.27580000,-3006.02400000
2.60500000,6500.46780000,-2995.73460000
2.61000000,6515.18950000,-2981.26050000
2.61500000,6523.28780000,-2963.73510000
2.62000000,6516.81060000,-2943.75270000
2.62500000,6503.19440000,-2931.71980000
2.63000000,6490.72660000,-2921.72480000
2.63500000,6480.46940000,-2914.79700000
2.64000000,6468.99250000,-2909.31640000
2.64500000,6463.08920000,-2907.63470000
2.65000000,6464.14240000,-2908.22810000
2.65500000,6473.25240000,-2908.55910000
2.66000000,6489.08520000,-2902.70460000
2.66500000,6499.99010000,-2901.68300000
2.67000000,6517.68240000,-2901.36420000
2.67500000,6541.70790000,-2899.88490000
2.68000000,6570.28600000,-2897.06910000
2.68500000,6601.70390000,-2891.79450000
2.69000000,6632.47400000,-2885.52920000
2.69500000,6668.98790000,-2877.81470000
2.70000000,6709.91590000,-2865.33940000
2.70500000,6736.13890000,-2848.15490000
2.71000000,6754.54130000,-2833.23640000
2.71500000,6773.85100000,-2821.16470000
2.72000000,6802.08370000,-2806.79390000
2.72500000,6825.29890000,-2784.03050000
2.73000000,6824.78410000,-2762.19540000
2.73500000,6823.31080000,-2745.84450000
2.74000000,6817.98340000,-2727.91230000
2.74500000,6802.17750000,-2712.63540000
2.75000000,6778.03160000,-2702.32040000
2.75500000,6756.74660000,-2697.24500000
2.76000000,6735.23630000,-2694.61790000
2.76500000,6716.32820000,-2696.15600000
2.77000000,6702.55200000,-2700.02760000
2.77500000,6694.18430000,-2705.15850000
2.78000000,6689.54400000,-2710.98710000
2.78500000,6689.15840000,-2717.58650000
2.79000000,6694.67300000,-2724.59510000
2.79500000,6706.38270000,-2731.39410000
2.80000000,6724.87740000,-2736.84720000
2.80500000,6747.18940000,-2740.35650000
2.81000000,6771.56240000,-2741.71410000
2.81500000,6796.56610000,-2741.04860000
2.82000000,6821.60170000,-2738.51640000
2.82500000,6846.71260000,-2733.97860000
2.83000000,6866.16110000,-2726.48190000
2.83500000,6876.62740000,-2721.51790000
2.84000000,6890.55180000,-2718.68950000
2.84500000,6911.04000000,-2717.50480000
2.85000000,6937.46540000,-2715.69260000
2.85500000,6968.10260000,-2712.03540000
2.86000000,7001.96440000,-2706.30080000
2.86500000,7031.76020000,-2698.93110000
2.87000000,7063.15230000,-2692.28760000
2.87500000,7100.71030000,-2684.46490000
2.88000000,7140.06140000,-2675.68900000
2.88500000,7191.23080000,-2665.29840000
2.89000000,7248.36810000,-2646.26190000
2.89500000,7294.68770000,-2621.22510000
2.90000000,7333.22130000,-2595.89400000
2.90500000,7374.43900000,-2569.81250000
2.91000000,7421.26160000,-2537.15830000
2.91500000,7446.61800000,-2496.22320000
2.92000000,7459.61950000,-2457.84230000
2.92500000,7457.27760000,-2419.72380000
