omega_eV,Re,Im
1.50000000,2.36342460,1.33265810
1.50500000,2.06489150,3.66311530
1.51000000,1.27801110,4.49728760
1.51500000,0.46158650,4.86380240
1.52000000,-0.26338298,4.00122540
1.52500000,-0.57630184,2.91391870
1.53000000,-0.64480214,2.34453690
1.53500000,-0.59482226,1.82445330
1.54000000,-0.62145138,1.80190910
1.54500000,-0.69257154,1.45044110
1.55000000,-0.77759567,1.10986490
1.55500000,-0.83325603,0.77382951
1.56000000,-0.73035281,0.69307925
1.56500000,-0.75340296,0.52237992
1.57000000,-0.81905837,0.35379678
1.57500000,-0.71850538,-0.01858164
1.58000000,-0.68402019,-0.03518600
1.58500000,-0.70586511,-0.31827611
1.59000000,-0.70260997,-0.61857747
1.59500000,-0.69423407,-1.07902950
1.60000000,-0.40618537,-1.28481600
1.60500000,-0.24010871,-1.68071560
1.61000000,0.24168102,-1.63677350
1.61500000,0.60947160,-0.56032240
1.62000000,0.47292803,0.17068843
1.62500000,0.03256302,0.49069247
1.63000000,-0.00501319,0.03505365
1.63500000,0.08232973,-0.37961953
1.64000000,0.16685863,0.04852619
1.64500000,0.05616039,0.40404977
1.65000000,-0.26826302,0.19828626
1.65500000,-0.16835514,-0.14912107
1.66000000,-0.09134689,-0.22769535
1.66500000,-0.07629988,-0.33668288
1.67000000,0.00920612,-0.47468817
1.67500000,0.12053730,-0.57727945
1.68000000,0.34957932,-0.35480380
1.68500000,0.27797451,0.01096702
1.69000000,0.28064424,-0.02674782
1.69500000,0.32762161,0.05880149
1.70000000,0.36101172,0.30049742
1.70500000,0.20695256,0.76986553
1.71000000,0.02058260,0.34060580
1.71500000,0.17755282,0.05767223
1.72000000,0.21195606,0.15845062
1.72500000,-0.08099590,-0.42726054
1.73000000,0.23949022,0.05173031
1.73500000,0.23886408,0.35459143
1.74000000,0.24231414,0.32149648
1.74500000,0.13758897,0.81802127
1.75000000,0.18688918,0.59225050
1.75500000,0.17408283,0.60808793
1.76000000,0.14220325,0.74603604
1.76500000,0.04273821,0.86833324
1.77000000,-0.05119670,0.83715899
1.77500000,-0.15893160,0.72237200
1.78000000,-0.20252882,0.51046720
1.78500000,-0.20631359,0.36227130
1.79000000,-0.20771469,0.11003850
1.79500000,-0.14566687,0.04126598
1.80000000,-0.10376888,0.01282310
1.80500000,-0.04597882,0.01433791
1.81000000,-0.00846811,0.01967678
1.81500000,0.03454203,0.05938119
1.82000000,0.05219844,0.15932956
1.82500000,0.04848371,0.24676815
1.83000000,0.02097352,0.27940063
1.83500000,-0.00780183,0.26653751
1.84000000,0.07259649,0.08279982
1.84500000,-0.08793737,-0.01562445
1.85000000,0.01923888,0.01034130
1.85500000,0.04754316,0.03178538
1.86000000,0.10327939,0.01374453
1.86500000,0.39400372,0.16728886
1.87000000,-0.15236723,0.11874022
1.87500000,-0.06672939,0.00823090
1.88000000,-0.02233211,0.04692596
1.88500000,0.00084425,0.09720614
1.89000000,0.00721545,0.15096874
1.89500000,-0.00264830,0.15166611
1.90000000,0.01088632,0.19157472
1.90500000,0.01491213,0.18050360
1.91000000,0.02648946,0.25902698
1.91500000,-0.02566462,0.29951699
1.92000000,-0.01896026,0.07096781
1.92500000,-0.02001808,0.12738459
1.93000000,0.01726620,0.01278244
1.93500000,0.06126903,0.03616573
1.94000000,0.09987845,0.01558575
1.94500000,0.14207125,0.07046778
1.95000000,0.16859615,0.05423430
1.95500000,0.19622885,0.28371746
1.96000000,0.18430630,0.28578633
1.96500000,0.18916840,0.45972363
1.97000000,0.14698176,0.51522576
1.97500000,0.16448756,0.46208185
1.98000000,0.22731330,0.71069661
1.98500000,-0.00450113,1.06886870
