omega_eV,Re,Im
1.50000000,6.33161830,0.72772613
1.50500000,6.65625060,4.14271940
1.51000000,5.42935460,7.13951670
1.51500000,4.04415610,7.07277670
1.52000000,3.53761040,6.72003810
1.52500000,2.83646570,7.28781570
1.53000000,2.09148550,6.67200040
1.53500000,1.90367170,6.16518010
1.54000000,1.60359370,6.12180920
1.54500000,1.40130450,6.23825560
1.55000000,1.04694670,6.34176540
1.55500000,0.68901494,6.28326880
1.56000000,0.50125268,5.95664140
1.56500000,0.38421452,6.11549880
1.57000000,0.13305643,6.31831560
1.57500000,-0.19923783,6.32741330
1.58000000,-0.61150568,6.14684710
1.58500000,-0.76345331,5.68349960
1.59000000,-0.91234142,5.70481600
1.59500000,-1.22707810,5.88573020
1.60000000,-1.71643580,5.28974940
1.60500000,-1.75974840,4.23622630
1.61000000,-1.20664230,4.18700730
1.61500000,-0.52610919,5.66782010
1.62000000,-3.82954380,21.21547300
1.62500000,-7.23840850,9.45964910
1.63000000,-9.94939420,4.02405270
1.63500000,-9.74133160,-9.84076230
1.64000000,-3.35875850,-12.06305000
1.64500000,-1.17472190,-8.58973720
1.65000000,0.07527888,-6.21195100
1.65500000,-0.88687140,-4.18929300
1.66000000,0.26858298,-3.79734910
1.66500000,0.65836855,-2.83590620
1.67000000,1.12708560,-2.68033210
1.67500000,1.93944480,-0.99992508
1.68000000,2.06326030,1.08384970
1.68500000,1.81202530,2.81721730
1.69000000,1.70678770,3.83089070
1.69500000,1.53472680,5.57237880
1.70000000,1.02742440,6.95196290
1.70500000,-0.13349994,8.41592480
1.71000000,-1.73820760,7.47594180
1.71500000,-1.62219390,4.01615090
1.72000000,-1.65489550,4.51014650
1.72500000,-2.05650690,3.75164140
1.73000000,-2.09906310,3.08110410
1.73500000,-1.66919720,2.74874810
1.74000000,-1.76891070,3.17845670
1.74500000,-2.27918920,3.17444750
1.75000000,-2.23622800,2.60132030
1.75500000,-2.26314570,2.46261620
1.76000000,-2.31005650,2.12763950
1.76500000,-2.22449970,1.61334830
1.77000000,-1.97528680,1.63655320
1.77500000,-1.92040600,1.98604210
1.78000000,-1.91144460,2.15924060
1.78500000,-2.06656620,2.56265450
1.79000000,-2.52422470,2.56347370
1.79500000,-2.76115520,2.01290290
1.80000000,-2.63307920,1.01536180
1.80500000,-2.52829580,1.33090400
1.81000000,-2.40232820,0.92005623
1.81500000,-2.17115450,1.56580570
1.82000000,-2.35318790,2.18141390
1.82500000,-2.61561570,2.51415000
1.83000000,-2.85713530,2.41613520
1.83500000,-3.02745570,2.20446090
1.84000000,-2.89155110,2.45666430
1.84500000,-3.47691700,2.49159160
1.85000000,-3.24579350,2.60898330
1.85500000,-3.52235550,2.75046680
1.86000000,-3.88636390,3.15028570
1.86500000,-4.39740190,2.47308610
1.87000000,-4.64223630,1.66148420
1.87500000,-4.51042870,0.85412396
1.88000000,-4.53432260,0.33020563
1.88500000,-4.38990170,0.04033548
1.89000000,-4.57387920,1.69760990
1.89500000,-6.00628260,-0.21776244
1.90000000,-5.74927430,-1.64471430
1.90500000,-5.87044970,-2.62298200
1.91000000,-5.82070490,-4.16998350
1.91500000,-5.56728650,-5.50726770
1.92000000,-5.17862900,-6.60875560
1.92500000,-4.84364940,-7.43755620
1.93000000,-4.56977840,-8.45142220
1.93500000,-3.99503820,-9.68822340
1.94000000,-3.39104980,-10.29495300
1.94500000,-2.95454310,-11.35852400
1.95000000,-2.46209670,-12.60276100
1.95500000,-1.43053630,-17.24020800
1.96000000,2.88641980,-12.34506000
1.96500000,0.99008007,-5.96044760
1.97000000,0.57361802,-7.03389820
1.97500000,0.57062097,-7.31728460
1.98000000,0.79518550,-7.49364550
1.98500000,0.35725414,-7.27838800
1.99000000,0.57420751,-8.33864360
1.99500000,1.63159260,-8.90763030
2.00000000,2.05784140,-7.61130370
2.00500000,2.24121760,-6.83168420
2.01000000,2.26919140,-6.41656040
2.01500000,2.30843690,-6.23352320
2.02000000,2.37374230,-6.15851960
2.02500000,2.47755760,-6.20024330
2.03000000,2.66121840,-6.45332360
2.03500000,3.07668280,-6.37139060
2.04000000,3.27575270,-6.07214110
2.04500000,3.43561770,-6.17184240
2.05000000,3.67976760,-6.72922260
2.05500000,4.15637420,-7.49681620
2.06000000,7.11292040,-9.37107430
2.06500000,8.31058630,-3.93378720
2.07000000,8.90805120,2.41845960
2.07500000,5.49449300,8.17183450
2.08000000,4.66361360,6.89560720
2.08500000,4.10363380,7.08968190
2.09000000,3.18774380,7.74808160
2.09500000,1.86127160,7.83797720
2.10000000,0.72669967,6.41560630
2.10500000,0.09048358,4.52101540
2.11000000,-0.12564663,2.62780680
2.11500000,0.04215989,1.25346480
2.12000000,0.16535699,0.51254036
2.12500000,0.37061225,-0.04253530
2.13000000,0.56359865,-0.09434706
2.13500000,0.61713212,0.24561777
2.14000000,0.50083154,0.33050411
2.14500000,0.26116487,0.44849281
2.15000000,0.09739131,-0.08206006
2.15500000,0.06107489,-0.37925488
2.16000000,-0.00552718,-0.84679355
2.16500000,0.06853511,-1.55650520
2.17000000,0.41149113,-2.09600230
2.17500000,0.77083667,-1.67735620
2.18000000,0.89156548,-1.10066100
2.18500000,0.77650765,-0.21928015
2.19000000,0.23590400,0.02793339
2.19500000,0.11208037,-0.66778680
2.20000000,0.76210217,-0.16045845
2.20500000,0.44248010,0.13344182
2.21000000,-0.44328361,0.66674390
2.21500000,-0.82833221,-1.17855460
2.22000000,-0.89199715,-1.95370850
2.22500000,-0.90183633,-2.65611050
2.23000000,-0.91380916,-3.44494330
2.23500000,-0.70211660,-4.45313230
2.24000000,-0.52477244,-4.70628080
2.24500000,-0.55717917,-5.46157880
2.25000000,-0.22710046,-6.58266550
2.25500000,-0.16836431,-7.40755230
2.26000000,0.38449254,-9.82156240
2.26500000,1.60295520,-11.39846900
2.27000000,3.53443080,-9.60163330
2.27500000,3.93638430,-7.74743230
2.28000000,3.90629660,-6.57120520
2.28500000,3.91210610,-5.89381350
2.29000000,3.45307240,-5.77241430
2.29500000,3.45165960,-7.73400460
2.30000000,4.12101240,-10.19694200
2.30500000,5.73861660,-11.81490600
2.31000000,8.09337180,-9.69647960
2.31500000,9.11772640,-3.27733330
2.32000000,7.59357670,1.23894610
2.32500000,6.24487580,1.40588450
2.33000000,5.58730470,0.28421235
2.33500000,5.48670420,-0.70702479
2.34000000,5.71779010,-0.63450416
2.34500000,5.90373380,-0.10618435
2.35000000,6.04388600,0.86856653
2.35500000,5.98318610,2.05310810
2.36000000,5.84957720,3.28071590
2.36500000,5.53116680,4.43097500
2.37000000,5.09307310,5.32531070
2.37500000,4.38755510,6.00130810
2.38000000,3.61301180,5.41419540
2.38500000,2.95175220,4.40497820
2.39000000,2.85762150,2.83443880
2.39500000,2.80979120,1.27969400
2.40000000,3.36773460,0.67880532
2.40500000,3.12919120,0.87622947
2.41000000,3.50314060,0.98646099
2.41500000,3.42206070,0.58964941
2.42000000,3.40315800,0.43476236
2.42500000,3.24565380,0.29869792
2.43000000,2.93869500,-1.05975200
2.43500000,3.51524220,-5.93631060
2.44000000,6.27965440,-3.43113260
2.44500000,6.48470910,2.03124000
2.45000000,5.78339590,1.70130130
2.45500000,5.49664430,3.03755290
2.46000000,5.05273860,3.29903620
2.46500000,5.23026480,2.39311220
2.47000000,5.78508980,3.56129140
2.47500000,5.12849670,5.27777580
2.48000000,5.28915300,6.11220430
2.48500000,4.53575270,7.23511490
2.49000000,3.53399000,6.92106310
2.49500000,3.11280010,5.15994100
2.50000000,3.17401270,3.97086980
2.50500000,3.53285230,4.25436060
2.51000000,3.27087810,4.75485060
2.51500000,2.79648910,4.35276500
2.52000000,2.65354600,3.93443050
2.52500000,2.21787750,2.49814400
2.53000000,2.61209580,0.74999438
2.53500000,3.67769530,2.51307830
2.54000000,3.05348340,3.59054010
2.54500000,3.04790450,3.05096400
2.55000000,3.03322340,3.00205370
2.55500000,3.13091230,2.96263750
2.56000000,3.43552330,3.99676570
2.56500000,2.76477670,4.28012820
2.57000000,2.44142100,3.60453350
2.57500000,2.47063300,2.34767630
2.58000000,2.67863520,2.08397680
2.58500000,3.19136340,2.14614070
2.59000000,3.42001040,2.97997730
2.59500000,3.39271330,3.64481880
2.60000000,3.45907930,3.85416050
2.60500000,3.67088120,4.85031560
2.61000000,3.55346180,5.79599940
2.61500000,3.31331660,6.54097840
2.62000000,3.08560460,6.93122580
2.62500000,2.95229620,7.11398360
2.63000000,2.80963960,7.87803130
2.63500000,2.57856600,8.72461570
2.64000000,2.00390830,9.72482710
2.64500000,1.35690190,9.52063370
2.65000000,0.69645787,9.32404420
2.65500000,0.23483779,8.40711950
2.66000000,-0.10510704,7.31770330
2.66500000,-0.04439808,6.59451640
2.67000000,-0.06645174,6.21263510
2.67500000,-0.08151725,5.81872730
2.68000000,-0.12523519,5.70147460
2.68500000,-0.18997859,5.33137250
2.69000000,-0.26473890,4.89227950
2.69500000,-0.24783982,4.29456810
2.70000000,0.01591671,3.61979670
2.70500000,0.19945986,3.65728990
2.71000000,0.28557787,3.55777310
2.71500000,0.47042933,3.52367490
2.72000000,0.56463122,3.34799310
2.72500000,0.77411388,3.37145610
2.73000000,0.93757749,3.60573460
2.73500000,1.11538410,3.77455660
2.74000000,1.30387690,5.16273890
2.74500000,1.16957520,5.72862860
2.75000000,1.09779690,6.53118540
2.75500000,0.77256158,7.43042920
2.76000000,0.41205703,7.96043790
2.76500000,-0.09922181,8.05875090
2.77000000,-0.67155451,7.31031440
2.77500000,-0.47147408,5.39620600
2.78000000,0.25916633,5.11063130
2.78500000,0.65892301,5.86115040
2.79000000,1.08055100,6.41947310
2.79500000,1.38039600,8.56202050
2.80000000,0.30330284,12.26451400
2.80500000,-1.33136900,12.68048300
2.81000000,-2.26989260,12.25113300
2.81500000,-2.82317980,13.07971000
2.82000000,-4.24941060,14.76521300
2.82500000,-5.97619540,14.14473800
2.83000000,-7.33653440,11.99661800
2.83500000,-7.76151730,7.30305280
2.84000000,-6.38370560,7.07019530
2.84500000,-6.62835740,8.17480180
2.85000000,-7.43027280,7.59526830
2.85500000,-8.06218430,5.79716430
2.86000000,-8.32518800,3.72493320
2.86500000,-8.40774530,1.61733770
2.87000000,-8.20349140,-1.64257420
2.87500000,-6.80490570,-4.18530250
2.88000000,-5.50167190,-3.50684870
2.88500000,-4.80302450,-3.78749810
2.89000000,-4.20272310,-4.07572950
2.89500000,-3.28488900,-4.54527500
2.90000000,-1.98232920,-2.66581420
2.90500000,-2.02643760,0.29698221
2.91000000,-2.66726410,1.87638720
2.91500000,-3.43741300,2.48621690
2.92000000,-4.83192170,2.00637160
2.92500000,-5.37965850,-1.48843780
2.93000000,-4.20955790,-2.98079090
2.93500000,-3.71759420,-1.73767880
2.94000000,-3.94628960,-1.72696690
2.94500000,-3.99496440,-2.69210900
2.95000000,-3.54228270,-3.91414390
2.95500000,-3.02796600,-3.98333260
2.96000000,-2.59083860,-4.19376300
2.96500000,-1.87082260,-4.21167030
2.97000000,-1.36163400,-3.00324840
2.97500000,-1.41412440,-2.24450290
2.98000000,-1.41908940,-1.67044590
2.98500000,-1.64723520,-1.77447400
2.99000000,-1.39234790,-2.09172020
2.99500000,-1.35840470,-1.15751480
3.00000000,-1.77211060,-0.78212672
3.00500000,-2.02315810,-1.45311820
3.01000000,-2.01077600,-1.91289780
3.01500000,-1.38328950,-3.30233000
3.02000000,-1.11934670,-2.81621520
3.02500000,-0.79932197,-3.41365410
3.03000000,-0.24868699,-4.05207270
3.03500000,0.85273117,-3.74166740
3.04000000,1.63985460,-2.04087620
3.04500000,1.77270250,0.46983599
3.05000000,1.21718970,3.28556810
3.05500000,0.20104223,2.99585150
3.06000000,-0.23532716,2.83357510
3.06500000,-1.03821800,2.17487070
3.07000000,-0.69875619,0.77981341
3.07500000,-0.56913716,1.58398080
3.08000000,-0.96527510,1.27496530
3.08500000,-0.68510347,1.22461420
3.09000000,-0.44676273,3.46117400
3.09500000,-1.55260130,3.79013200
3.10000000,-2.20873850,3.23409370
3.10500000,-2.34889500,1.89684110
3.11000000,-2.26668970,1.10308020
3.11500000,-2.38837290,0.63737881
3.12000000,-2.49257420,0.50333513
3.12500000,-3.13874240,-0.72668385
3.13000000,-2.32456660,-2.61063340
3.13500000,-2.16809610,-3.34089910
3.14000000,-1.64558040,-4.35944980
3.14500000,-0.98964141,-4.52658740
3.15000000,-0.56488172,-3.94700960
3.15500000,-0.32129380,-3.61725380
3.16000000,-0.21949129,-4.01534050
3.16500000,0.68519113,-4.59659980
3.17000000,1.51142820,-3.65368060
3.17500000,2.09825350,-3.09418960
3.18000000,2.83592170,-1.67127360
3.18500000,3.23716370,0.04765003
3.19000000,3.16006850,3.14062140
3.19500000,2.47391460,4.97814110
3.20000000,1.78429430,6.32550550
3.20500000,0.73889317,6.89975960
3.21000000,0.02250682,5.77473880
3.21500000,-0.30853294,4.83394760
3.22000000,-0.48846614,3.55715430
3.22500000,-0.19444401,3.15419170
3.23000000,0.45691021,4.11356430
3.23500000,0.65051815,5.18224600
3.24000000,0.84226439,6.67111430
3.24500000,-0.17266805,9.29133150
3.25000000,-1.27496960,9.43825650
3.25500000,-1.99874860,8.70716370
3.26000000,-2.57394880,8.18704920
3.26500000,-3.13179610,6.79686420
3.27000000,-2.70038390,5.84155060
3.27500000,-2.92977660,5.85190590
3.28000000,-2.94817800,5.85242550
3.28500000,-2.94758110,5.35983340
3.29000000,-2.97534610,6.03957690
3.29500000,-2.88996440,6.15869040
3.30000000,-2.90859590,8.12388390
3.30500000,-4.17900940,9.46688190
3.31000000,-5.28176100,8.60834100
3.31500000,-6.26762640,7.84389820
3.32000000,-6.98982370,6.45561190
3.32500000,-7.48349990,5.29031790
3.33000000,-8.65746700,4.83415510
3.33500000,-8.71761290,0.42525169
3.34000000,-7.83599760,-0.52584028
3.34500000,-7.50715920,-0.20949072
3.35000000,-7.62930510,-0.88846428
3.35500000,-7.25658380,-1.58192780
3.36000000,-7.04456960,-2.37988920
3.36500000,-6.33069230,-2.05748450
3.37000000,-7.06000270,-0.19939441
3.37500000,-7.85802720,-2.34423940
3.38000000,-7.31001970,-5.97208300
3.38500000,-5.78838800,-7.13961920
3.39000000,-4.88781720,-6.35772360
3.39500000,-4.60787660,-5.26845080
3.40000000,-4.52118890,-5.42323940
3.40500000,-4.68667220,-6.10440200
3.41000000,-4.03461220,-7.39235130
3.41500000,-3.29808430,-7.69027050
3.42000000,-2.79359980,-6.31664210
3.42500000,-2.76030740,-5.09476650
3.43000000,-3.09501620,-5.22637410
3.43500000,-3.21852820,-6.02265910
3.44000000,-2.80757740,-5.94028120
3.44500000,-2.75576470,-6.22331300
3.45000000,-2.54784380,-5.36477680
3.45500000,-3.02287520,-5.60982350
3.46000000,-2.03368400,-5.07035700
3.46500000,-2.28760020,-4.24521300
3.47000000,-2.77924720,-3.13911470
3.47500000,-3.39936470,-3.68424330
3.48000000,-3.68882980,-4.66985420
3.48500000,-3.80930420,-5.80960050
3.49000000,-3.62776890,-7.25572000
3.49500000,-3.42824100,-8.30981570
3.50000000,-2.50184480,-8.68758490
