omega_eV,Re,Im
1.50000000,2583.79040000,-2834.93520000
1.50500000,2609.75460000,-2838.27630000
1.51000000,2639.22070000,-2838.66120000
1.51500000,2663.69520000,-2836.79250000
1.52000000,2685.08100000,-2833.86040000
1.52500000,2704.60650000,-2831.88510000
1.53000000,2723.39330000,-2828.44090000
1.53500000,2737.03690000,-2824.34250000
1.54000000,2743.44010000,-2822.01990000
1.54500000,2750.84840000,-2823.07410000
1.55000000,2761.09780000,-2824.78540000
1.55500000,2771.68160000,-2826.56120000
1.56000000,2782.71610000,-2828.69180000
1.56500000,2794.04780000,-2831.86480000
1.57000000,2810.23350000,-2835.17810000
1.57500000,2829.30020000,-2835.77210000
1.58000000,2843.55970000,-2835.11900000
1.58500000,2854.40990000,-2835.65240000
1.59000000,2866.26980000,-2837.10130000
1.59500000,2880.25570000,-2838.41120000
1.60000000,2895.35200000,-2839.63430000
1.60500000,2913.48990000,-2839.98730000
1.61000000,2931.51990000,-2838.75200000
1.61500000,2949.22610000,-2838.26130000
1.62000000,2991.40270000,-2831.09420000
1.62500000,2996.17500000,-2825.25140000
1.63000000,3018.49390000,-2816.20700000
1.63500000,3029.77900000,-2806.00800000
1.64000000,3034.98360000,-2795.93640000
1.64500000,3040.45130000,-2792.52520000
1.65000000,3056.54200000,-2790.01820000
1.65500000,3075.97420000,-2778.96930000
1.66000000,3087.43980000,-2772.32590000
1.66500000,3097.46320000,-2765.00960000
1.67000000,3112.11490000,-2757.94000000
1.67500000,3126.89680000,-2748.91560000
1.68000000,3147.48010000,-2737.80100000
1.68500000,3173.63090000,-2718.17980000
1.69000000,3167.63350000,-2684.37050000
1.69500000,3130.76610000,-2658.35610000
1.70000000,3076.00510000,-2641.74570000
1.70500000,3016.96520000,-2632.12400000
1.71000000,2959.69410000,-2633.70530000
1.71500000,2911.57950000,-2640.15890000
1.72000000,2865.80410000,-2651.09610000
1.72500000,2826.44700000,-2667.37880000
1.73000000,2800.76540000,-2687.64580000
1.73500000,2789.87210000,-2707.98240000
1.74000000,2790.57960000,-2722.50330000
1.74500000,2775.99830000,-2728.60390000
1.75000000,2749.03210000,-2746.41050000
1.75500000,2733.74760000,-2766.92630000
1.76000000,2724.13520000,-2788.20940000
1.76500000,2718.51000000,-2809.31530000
1.77000000,2715.51910000,-2829.83010000
1.77500000,2714.82160000,-2849.69630000
1.78000000,2713.18590000,-2869.00400000
1.78500000,2713.61400000,-2889.03920000
1.79000000,2715.29400000,-2908.17580000
1.79500000,2715.89490000,-2927.39440000
1.80000000,2722.66040000,-2944.28180000
1.80500000,2713.21730000,-2961.88240000
1.81000000,2711.12330000,-2983.96290000
1.81500000,2712.01690000,-3006.59800000
1.82000000,2714.61470000,-3030.17440000
1.82500000,2720.05300000,-3054.68220000
1.83000000,2729.20830000,-3079.80880000
1.83500000,2743.19230000,-3105.01100000
1.84000000,2761.86180000,-3129.65030000
1.84500000,2783.95090000,-3151.33020000
1.85000000,2798.17130000,-3172.04500000
1.85500000,2817.11880000,-3195.77230000
1.86000000,2837.44880000,-3218.73270000
1.86500000,2862.42620000,-3243.08230000
1.87000000,2892.00780000,-3267.12700000
1.87500000,2922.13990000,-3286.29470000
1.88000000,2951.33840000,-3307.55170000
1.88500000,2983.98470000,-3330.64120000
1.89000000,3031.98810000,-3351.41630000
1.89500000,3069.32490000,-3364.26050000
1.90000000,3109.73910000,-3379.07800000
1.90500000,3150.48360000,-3391.87610000
1.91000000,3186.89420000,-3403.18140000
1.91500000,3222.35460000,-3414.64560000
1.92000000,3258.54200000,-3425.07220000
1.92500000,3295.00250000,-3435.41180000
1.93000000,3329.22310000,-3444.32380000
1.93500000,3374.56850000,-3455.10150000
1.94000000,3427.97970000,-3462.33470000
1.94500000,3485.29130000,-3464.57930000
1.95000000,3543.89050000,-3462.15850000
1.95500000,3594.01730000,-3451.60180000
1.96000000,3621.46600000,-3439.23140000
1.96500000,3641.12820000,-3428.42180000
1.97000000,3648.51370000,-3424.43930000
1.97500000,3658.15800000,-3424.27810000
1.98000000,3671.16760000,-3425.42440000
1.98500000,3683.16620000,-3425.97400000
1.99000000,3693.75000000,-3428.55460000
1.99500000,3703.22110000,-3430.32920000
2.00000000,3707.71680000,-3435.83260000
2.00500000,3715.19110000,-3443.72270000
2.01000000,3725.81790000,-3453.41570000
2.01500000,3740.32960000,-3464.22580000
2.02000000,3758.85870000,-3475.46380000
2.02500000,3780.60710000,-3486.54850000
2.03000000,3804.30740000,-3497.31430000
2.03500000,3829.74060000,-3508.06650000
2.04000000,3858.17540000,-3518.78170000
2.04500000,3890.61190000,-3528.95430000
2.05000000,3928.52920000,-3538.05740000
2.05500000,3972.89960000,-3544.51270000
2.06000000,4019.65040000,-3544.03130000
2.06500000,4052.11430000,-3539.86560000
2.07000000,4072.34190000,-3535.63600000
2.07500000,4087.65290000,-3533.37790000
2.08000000,4100.42090000,-3535.76380000
2.08500000,4117.99840000,-3539.90230000
2.09000000,4141.28020000,-3543.22430000
2.09500000,4162.07790000,-3545.06370000
2.10000000,4184.81700000,-3549.98910000
2.10500000,4214.56730000,-3555.01610000
2.11000000,4251.14660000,-3558.87770000
2.11500000,4290.23960000,-3559.17060000
2.12000000,4324.69420000,-3556.40600000
2.12500000,4351.86610000,-3552.58940000
2.13000000,4374.90250000,-3550.23440000
2.13500000,4397.04900000,-3549.24390000
2.14000000,4424.18370000,-3549.36610000
2.14500000,4455.62780000,-3547.16540000
2.15000000,4481.61380000,-3542.51400000
2.15500000,4503.30500000,-3539.25600000
2.16000000,4528.13850000,-3537.62900000
2.16500000,4558.25670000,-3534.53820000
2.17000000,4587.86480000,-3527.72280000
2.17500000,4610.10690000,-3520.55530000
2.18000000,4630.06150000,-3513.83010000
2.18500000,4650.72750000,-3506.30780000
2.19000000,4667.22910000,-3496.78400000
2.19500000,4680.88080000,-3487.43660000
2.20000000,4688.65350000,-3474.22440000
2.20500000,4702.58300000,-3464.67740000
2.21000000,4704.81230000,-3441.38820000
2.21500000,4663.55940000,-3430.36900000
2.22000000,4631.22910000,-3434.12910000
2.22500000,4618.27670000,-3443.47550000
2.23000000,4621.49960000,-3454.05040000
2.23500000,4648.33070000,-3455.39420000
2.24000000,4643.07310000,-3439.70730000
2.24500000,4619.57270000,-3447.46840000
2.25000000,4615.81790000,-3459.19790000
2.25500000,4621.43110000,-3472.43450000
2.26000000,4638.08130000,-3485.49530000
2.26500000,4662.92220000,-3495.92480000
2.27000000,4687.43240000,-3503.42350000
2.27500000,4714.04480000,-3512.00450000
2.28000000,4747.34990000,-3518.90770000
2.28500000,4780.59570000,-3522.81600000
2.29000000,4813.43910000,-3525.95120000
2.29500000,4844.83580000,-3529.61760000
2.30000000,4884.74090000,-3533.15550000
2.30500000,4932.20550000,-3530.39050000
2.31000000,4967.09100000,-3521.90370000
2.31500000,4994.50450000,-3514.19150000
2.32000000,5013.65910000,-3503.95790000
2.32500000,5017.12830000,-3497.03080000
2.33000000,5019.13310000,-3495.42660000
2.33500000,5022.44310000,-3495.97590000
2.34000000,5029.03660000,-3499.21280000
2.34500000,5038.14090000,-3503.61240000
2.35000000,5050.90820000,-3509.15890000
2.35500000,5066.26670000,-3514.47160000
2.36000000,5083.26280000,-3519.73620000
2.36500000,5102.42430000,-3524.45630000
2.37000000,5121.51940000,-3528.48520000
2.37500000,5141.94230000,-3533.10420000
2.38000000,5165.73980000,-3537.46540000
2.38500000,5190.35220000,-3541.55210000
2.39000000,5222.96070000,-3545.16320000
2.39500000,5259.54200000,-3543.43230000
2.40000000,5284.76120000,-3536.66720000
2.40500000,5299.29890000,-3532.99610000
2.41000000,5304.91780000,-3532.08290000
2.41500000,5323.94500000,-3536.78740000
2.42000000,5351.74670000,-3539.12520000
2.42500000,5378.69350000,-3538.55950000
2.43000000,5401.95710000,-3535.57920000
2.43500000,5415.32510000,-3534.65350000
2.44000000,5427.37170000,-3535.74050000
2.44500000,5438.07080000,-3540.14250000
2.45000000,5451.07040000,-3547.67140000
2.45500000,5471.38170000,-3558.01240000
2.46000000,5499.50780000,-3568.68590000
2.46500000,5536.78930000,-3580.75790000
2.47000000,5581.39710000,-3591.75270000
2.47500000,5634.77450000,-3602.11640000
2.48000000,5699.37640000,-3613.05700000
2.48500000,5777.63250000,-3620.04200000
2.49000000,5865.51690000,-3620.55930000
2.49500000,5955.04250000,-3612.97140000
2.50000000,6036.75190000,-3599.53620000
2.50500000,6114.67740000,-3583.97350000
2.51000000,6193.16460000,-3566.23650000
2.51500000,6281.87760000,-3542.11340000
2.52000000,6354.29980000,-3503.49010000
2.52500000,6404.83050000,-3464.81030000
2.53000000,6441.18060000,-3425.60510000
2.53500000,6460.29230000,-3390.19540000
2.54000000,6475.85070000,-3360.21180000
2.54500000,6498.32950000,-3329.90180000
2.55000000,6504.02360000,-3298.48660000
2.55500000,6509.01320000,-3275.42580000
2.56000000,6520.42780000,-3255.16400000
2.56500000,6536.76440000,-3234.52380000
2.57000000,6558.71550000,-3210.62800000
2.57500000,6561.99690000,-3180.88250000
2.58000000,6558.50460000,-3158.54780000
2.58500000,6552.21890000,-3138.75910000
2.59000000,6545.27830000,-3123.50540000
2.59500000,6543.83910000,-3111.27710000
