omega_eV,Re,Im
1.50000000,-5.21286310,3.15737100
1.50500000,-4.58531080,3.86737290
1.51000000,-4.48475720,4.85561490
1.51500000,-5.11848820,5.69727720
1.52000000,-6.33808440,6.51625540
1.52500000,-8.18270130,7.12174250
1.53000000,-10.25621500,7.18093930
1.53500000,-11.64763100,7.02530400
1.54000000,-12.07302200,6.72765870
1.54500000,-12.25724800,6.88360640
1.55000000,-12.69611800,7.17212270
1.55500000,-14.05308900,7.40146180
1.56000000,-15.15329300,7.40062330
1.56500000,-16.18096900,7.52947510
1.57000000,-18.66256900,7.62627500
1.57500000,-21.74272000,6.76536030
1.58000000,-22.55271800,5.37268660
1.58500000,-22.36168900,4.65380270
1.59000000,-22.04422800,4.11164800
1.59500000,-21.66619000,3.88503650
1.60000000,-22.40180400,3.78606490
1.60500000,-23.35700000,3.20435250
1.61000000,-24.16097000,2.54074240
1.61500000,-24.99992300,1.75970740
1.62000000,-24.44153200,0.38321033
1.62500000,-22.74039100,-0.54618631
1.63000000,-21.23874200,-0.38776418
1.63500000,-21.77225900,-0.18527839
1.64000000,-22.46419300,-0.59610787
1.64500000,-23.45607000,-0.83828946
1.65000000,-24.43557500,-1.28441490
1.65500000,-25.54219300,-3.74637800
1.66000000,-26.92547600,-3.58691100
1.66500000,-27.59967500,-4.73096770
1.67000000,-26.60482000,-5.46795490
1.67500000,-27.27749400,-5.84866210
1.68000000,-28.33129900,-6.92380800
1.68500000,-28.14901900,-8.62391760
1.69000000,-25.92026600,-9.88385770
1.69500000,-24.67396500,-10.51855100
1.70000000,-24.02788300,-11.51474500
1.70500000,-21.81463800,-12.80543700
1.71000000,-19.79207200,-13.16258200
1.71500000,-17.87269100,-13.94488800
1.72000000,-14.98216700,-14.37682600
1.72500000,-12.67305300,-14.08387200
1.73000000,-11.46997200,-13.58128700
1.73500000,-11.38160000,-13.07653900
1.74000000,-11.43230700,-13.09732600
1.74500000,-10.90964100,-13.00693100
1.75000000,-10.69471400,-12.75617600
1.75500000,-10.68931300,-12.55172500
1.76000000,-10.60717100,-12.34720200
1.76500000,-10.76042100,-12.18390300
1.77000000,-10.93747900,-12.10265800
1.77500000,-10.79096900,-12.01654900
1.78000000,-11.50300700,-12.08297600
1.78500000,-11.26271100,-12.29583000
1.79000000,-11.19076600,-12.62670000
1.79500000,-10.07432800,-13.05128400
1.80000000,-9.52634790,-13.21690800
1.80500000,-7.83621030,-13.31180200
1.81000000,-7.03370530,-13.04545000
1.81500000,-6.49538510,-12.83164300
1.82000000,-5.86210360,-12.64973100
1.82500000,-5.23917320,-12.48771400
1.83000000,-4.81901370,-12.32671200
1.83500000,-4.34371150,-12.17484700
1.84000000,-3.96740090,-12.21125100
1.84500000,-2.72324710,-11.93007400
1.85000000,-2.58009980,-11.45036600
1.85500000,-2.56232330,-10.98050700
1.86000000,-2.60615930,-10.54839600
1.86500000,-3.24689370,-10.39487800
1.87000000,-3.53282920,-10.18688600
1.87500000,-3.62825110,-10.03304100
1.88000000,-3.64261690,-9.94050070
1.88500000,-3.79129820,-9.68010480
1.89000000,-4.07632460,-9.43692120
1.89500000,-5.14759190,-9.32075760
1.90000000,-5.12599280,-9.57790470
1.90500000,-4.93183310,-9.63768000
1.91000000,-4.80131640,-9.61221840
1.91500000,-4.56917250,-9.61658900
1.92000000,-4.06111700,-9.46476840
1.92500000,-4.01570180,-9.24784010
1.93000000,-3.91696320,-9.18807000
1.93500000,-3.85890740,-8.99530310
1.94000000,-4.01261360,-8.82454360
1.94500000,-4.36259150,-8.74062320
1.95000000,-4.62965040,-8.73084390
1.95500000,-4.97140380,-8.93595180
1.96000000,-4.54188920,-9.13509570
1.96500000,-4.21358820,-9.12345900
1.97000000,-3.97697840,-9.24134200
1.97500000,-3.35813280,-9.32301510
1.98000000,-2.81323490,-9.28408360
1.98500000,-2.14800000,-9.13141520
1.99000000,-1.80723210,-8.90545660
1.99500000,-1.64265180,-8.67665810
2.00000000,-1.57303040,-8.61773520
2.00500000,-1.24306470,-8.53624690
2.01000000,-0.90193172,-8.40157940
2.01500000,-0.57797659,-8.22987150
2.02000000,-0.31258471,-8.02115040
2.02500000,-0.11398868,-7.81085760
2.03000000,0.01168884,-7.51912100
2.03500000,0.03106791,-7.29924150
2.04000000,0.14638422,-7.15561490
2.04500000,0.37393958,-6.98054900
2.05000000,0.65314492,-6.77045760
2.05500000,0.81408117,-6.49284620
2.06000000,0.42145009,-6.03654670
2.06500000,-0.36489635,-6.12512490
2.07000000,0.12750705,-6.29614280
2.07500000,-0.94062291,-6.14186680
2.08000000,-0.88478007,-6.58996400
2.08500000,-0.30614728,-6.73161110
2.09000000,0.24480912,-6.87235100
2.09500000,1.45781250,-6.86595270
2.10000000,2.09827810,-6.06268620
2.10500000,1.05492020,-5.82886240
2.11000000,1.20892870,-5.85258230
