omega_eV,Re,Im
1.50000000,3320.61030000,-698.49768000
1.50500000,3302.50130000,-701.85010000
1.51000000,3288.91290000,-705.01294000
1.51500000,3277.33020000,-706.94819000
1.52000000,3264.08810000,-707.75852000
1.52500000,3247.56870000,-707.66904000
1.53000000,3223.99590000,-708.53944000
1.53500000,3200.32730000,-713.36131000
1.54000000,3184.08150000,-720.21915000
1.54500000,3175.22170000,-724.34580000
1.55000000,3158.39600000,-725.50405000
1.55500000,3135.62140000,-728.31074000
1.56000000,3108.31310000,-732.50506000
1.56500000,3077.33840000,-738.75372000
1.57000000,3045.26240000,-747.30120000
1.57500000,3012.84320000,-757.41051000
1.58000000,2978.74070000,-767.63005000
1.58500000,2942.32850000,-781.61457000
1.59000000,2908.11260000,-797.68643000
1.59500000,2875.92420000,-815.45796000
1.60000000,2846.11930000,-834.97012000
1.60500000,2820.80320000,-855.96710000
1.61000000,2802.04100000,-876.40330000
1.61500000,2782.43480000,-897.10611000
1.62000000,2776.84640000,-917.79006000
1.62500000,2763.99960000,-937.04872000
1.63000000,2760.30220000,-955.65124000
1.63500000,2752.44010000,-970.03567000
1.64000000,2736.04200000,-986.17342000
1.64500000,2728.35050000,-1006.62930000
1.65000000,2723.99990000,-1025.00140000
1.65500000,2721.96480000,-1042.37630000
1.66000000,2723.24150000,-1059.41770000
1.66500000,2723.12810000,-1072.73920000
1.67000000,2716.60460000,-1084.32620000
1.67500000,2696.08480000,-1097.95970000
1.68000000,2679.83040000,-1116.56670000
1.68500000,2668.81160000,-1135.77710000
1.69000000,2659.47550000,-1154.73210000
1.69500000,2649.85610000,-1172.95910000
1.70000000,2639.63520000,-1190.66630000
1.70500000,2626.50230000,-1207.36620000
1.71000000,2608.53740000,-1225.31520000
1.71500000,2590.51350000,-1244.66390000
1.72000000,2568.89690000,-1265.12700000
1.72500000,2544.80900000,-1290.79330000
1.73000000,2530.56320000,-1320.58760000
1.73500000,2525.55090000,-1349.38900000
1.74000000,2524.39860000,-1379.05460000
1.74500000,2530.11460000,-1407.72210000
1.75000000,2539.70150000,-1434.91170000
1.75500000,2554.51590000,-1459.70960000
1.76000000,2563.61390000,-1481.80710000
1.76500000,2574.56810000,-1503.36270000
1.77000000,2577.44680000,-1524.43240000
1.77500000,2583.64540000,-1547.84010000
1.78000000,2589.90140000,-1570.90060000
1.78500000,2597.88570000,-1594.76570000
1.79000000,2607.35880000,-1617.72990000
1.79500000,2617.82650000,-1641.57530000
1.80000000,2628.42010000,-1664.71680000
1.80500000,2643.66510000,-1687.90410000
1.81000000,2661.45280000,-1709.34690000
1.81500000,2676.03450000,-1729.88470000
1.82000000,2691.53670000,-1750.12720000
1.82500000,2706.62950000,-1769.74420000
1.83000000,2720.84400000,-1788.83320000
1.83500000,2734.91770000,-1806.52760000
1.84000000,2743.68060000,-1824.08760000
1.84500000,2750.38320000,-1843.59830000
1.85000000,2758.19090000,-1864.65670000
1.85500000,2769.69100000,-1886.42240000
1.86000000,2785.66600000,-1907.13770000
1.86500000,2799.55060000,-1923.06310000
1.87000000,2805.37890000,-1942.75110000
1.87500000,2815.09510000,-1964.69840000
1.88000000,2826.40240000,-1986.49460000
1.88500000,2838.19790000,-2008.23710000
1.89000000,2851.09500000,-2029.76410000
1.89500000,2863.63510000,-2050.01990000
1.90000000,2873.00440000,-2071.34860000
1.90500000,2884.22930000,-2093.61770000
1.91000000,2895.95660000,-2116.44290000
1.91500000,2909.24930000,-2139.78840000
1.92000000,2924.08670000,-2163.20800000
1.92500000,2940.76370000,-2186.81810000
1.93000000,2959.54890000,-2210.33670000
1.93500000,2981.56610000,-2233.80810000
1.94000000,3007.58080000,-2256.28520000
1.94500000,3035.36420000,-2277.08740000
1.95000000,3066.20820000,-2296.33520000
1.95500000,3091.84100000,-2311.89410000
1.96000000,3117.02050000,-2327.61200000
1.96500000,3138.81800000,-2344.73830000
1.97000000,3161.89010000,-2363.20040000
1.97500000,3186.96690000,-2382.03900000
1.98000000,3214.75640000,-2400.54560000
1.98500000,3243.80750000,-2418.33500000
1.99000000,3274.13550000,-2434.99710000
1.99500000,3303.07390000,-2449.93900000
2.00000000,3330.03610000,-2465.36480000
2.00500000,3357.36840000,-2481.34440000
2.01000000,3387.51800000,-2497.38040000
2.01500000,3420.02250000,-2512.88100000
2.02000000,3454.86840000,-2527.59760000
2.02500000,3493.21440000,-2541.16290000
2.03000000,3534.66850000,-2551.61770000
2.03500000,3576.37390000,-2559.44270000
2.04000000,3612.56230000,-2565.32890000
2.04500000,3649.50960000,-2573.01710000
2.05000000,3696.19900000,-2580.09480000
2.05500000,3755.24760000,-2583.19310000
2.06000000,3828.67740000,-2572.91980000
2.06500000,3881.59720000,-2554.41880000
2.07000000,3936.49990000,-2530.17600000
2.07500000,3983.73680000,-2489.31680000
2.08000000,3962.76510000,-2438.35270000
2.08500000,3893.39670000,-2411.43360000
2.09000000,3832.63760000,-2402.43250000
2.09500000,3785.08790000,-2400.57200000
2.10000000,3742.23080000,-2401.21090000
2.10500000,3695.06580000,-2408.61420000
2.11000000,3655.65010000,-2423.01610000
2.11500000,3626.70570000,-2441.59400000
2.12000000,3608.05900000,-2462.48240000
2.12500000,3598.54070000,-2484.12220000
2.13000000,3597.07260000,-2505.88380000
2.13500000,3604.39560000,-2526.50990000
2.14000000,3617.18740000,-2544.54160000
2.14500000,3632.72530000,-2557.67490000
2.15000000,3634.64580000,-2568.66400000
2.15500000,3632.65220000,-2584.48070000
2.16000000,3633.43550000,-2602.08520000
2.16500000,3636.80590000,-2620.95330000
2.17000000,3642.01250000,-2640.39480000
2.17500000,3649.95050000,-2661.16370000
2.18000000,3661.79280000,-2682.08300000
2.18500000,3677.24210000,-2702.70640000
2.19000000,3695.61080000,-2722.58990000
2.19500000,3718.54010000,-2741.06000000
2.20000000,3742.27180000,-2756.19320000
2.20500000,3760.06080000,-2768.59550000
2.21000000,3771.55900000,-2780.91040000
2.21500000,3776.33380000,-2794.60980000
2.22000000,3777.94460000,-2811.67160000
2.22500000,3784.60080000,-2832.46920000
2.23000000,3800.37340000,-2853.78030000
2.23500000,3823.27950000,-2873.88530000
2.24000000,3849.79340000,-2890.69440000
2.24500000,3871.00440000,-2904.83350000
2.25000000,3886.70390000,-2919.71510000
2.25500000,3901.74830000,-2936.19340000
2.26000000,3918.88520000,-2953.95790000
2.26500000,3940.92900000,-2970.00690000
2.27000000,3956.07570000,-2984.59630000
2.27500000,3971.98700000,-3005.15900000
2.28000000,3998.51080000,-3027.33130000
2.28500000,4032.02990000,-3048.73920000
2.29000000,4072.89190000,-3068.42620000
2.29500000,4118.14740000,-3086.24440000
2.30000000,4170.28250000,-3098.82870000
2.30500000,4214.85150000,-3106.96610000
2.31000000,4252.21730000,-3114.74960000
2.31500000,4287.62890000,-3123.06360000
2.32000000,4325.58440000,-3130.33380000
2.32500000,4352.59830000,-3135.48130000
2.33000000,4374.95670000,-3145.29610000
2.33500000,4401.88400000,-3156.52580000
2.34000000,4433.55350000,-3167.37410000
2.34500000,4461.16580000,-3176.20440000
2.35000000,4491.01310000,-3189.65850000
2.35500000,4531.40670000,-3200.71780000
2.36000000,4565.83000000,-3206.56780000
2.36500000,4593.39970000,-3216.04190000
2.37000000,4629.54570000,-3226.17920000
2.37500000,4668.41900000,-3233.17130000
2.38000000,4704.25590000,-3239.62040000
2.38500000,4732.71660000,-3244.03730000
2.39000000,4754.07090000,-3254.03590000
2.39500000,4782.27410000,-3265.88650000
2.40000000,4813.04630000,-3278.58440000
2.40500000,4846.78950000,-3293.00630000
2.41000000,4886.89930000,-3307.95890000
2.41500000,4930.88470000,-3322.92320000
2.42000000,4982.27080000,-3338.27220000
2.42500000,5041.82900000,-3352.81170000
2.43000000,5112.77920000,-3365.78160000
2.43500000,5208.30040000,-3372.63370000
2.44000000,5284.47160000,-3367.54630000
2.44500000,5382.28380000,-3361.30380000
2.45000000,5454.19780000,-3344.40020000
2.45500000,5525.19030000,-3326.48610000
2.46000000,5584.22170000,-3306.39770000
2.46500000,5640.14020000,-3284.87080000
2.47000000,5679.27680000,-3262.82590000
2.47500000,5710.02380000,-3247.04370000
2.48000000,5748.94850000,-3233.93850000
2.48500000,5793.52070000,-3220.74210000
2.49000000,5840.28020000,-3204.92260000
2.49500000,5884.86420000,-3188.04130000
2.50000000,5929.01320000,-3168.78400000
2.50500000,5970.79620000,-3147.93670000
2.51000000,6007.93920000,-3125.02690000
2.51500000,6043.97620000,-3100.28690000
2.52000000,6073.18120000,-3073.17240000
2.52500000,6094.26730000,-3044.81210000
2.53000000,6104.20140000,-3017.69260000
2.53500000,6108.10140000,-2991.56370000
2.54000000,6110.86060000,-2970.35410000
2.54500000,6114.99900000,-2947.52160000
2.55000000,6107.20550000,-2925.95020000
2.55500000,6099.01100000,-2909.11390000
2.56000000,6089.84570000,-2893.70870000
2.56500000,6085.73580000,-2881.13880000
2.57000000,6080.02160000,-2869.61950000
2.57500000,6075.74990000,-2858.88360000
2.58000000,6071.90350000,-2845.44170000
2.58500000,6060.52940000,-2837.43400000
2.59000000,6052.39530000,-2829.22700000
2.59500000,6043.53950000,-2821.47470000
2.60000000,6026.63100000,-2812.66080000
2.60500000,6000.65680000,-2808.09990000
2.61000000,5973.23860000,-2811.09370000
2.61500000,5953.45280000,-2818.03100000
2.62000000,5940.79910000,-2827.81390000
2.62500000,5935.98870000,-2839.39200000
2.63000000,5939.33980000,-2851.73030000
2.63500000,5949.06350000,-2863.88700000
2.64000000,5964.06180000,-2874.83290000
2.64500000,5980.82140000,-2883.92960000
2.65000000,5996.08650000,-2893.96800000
2.65500000,6016.62950000,-2905.06690000
2.66000000,6043.06410000,-2913.59560000
2.66500000,6066.61030000,-2921.12300000
2.67000000,6090.46430000,-2929.10250000
2.67500000,6114.45310000,-2936.87740000
2.68000000,6137.95160000,-2944.48860000
2.68500000,6160.23450000,-2952.73170000
2.69000000,6183.55130000,-2961.73800000
2.69500000,6208.89070000,-2971.46130000
2.70000000,6237.91330000,-2980.87860000
2.70500000,6266.02200000,-2989.97980000
2.71000000,6297.02300000,-3000.83700000
2.71500000,6333.22920000,-3011.46870000
2.72000000,6373.41580000,-3021.02380000
2.72500000,6413.02100000,-3028.98140000
2.73000000,6455.93610000,-3038.01070000
2.73500000,6504.04010000,-3046.09080000
2.74000000,6553.31900000,-3052.32650000
2.74500000,6607.01260000,-3058.70670000
2.75000000,6666.95910000,-3063.26400000
2.75500000,6731.01940000,-3065.11140000
2.76000000,6796.70800000,-3061.77770000
2.76500000,6853.61880000,-3058.32380000
2.77000000,6914.14180000,-3054.51040000
2.77500000,6976.81440000,-3049.37320000
2.78000000,7042.10300000,-3042.22100000
2.78500000,7112.76050000,-3032.08880000
2.79000000,7177.27890000,-3018.90700000
2.79500000,7250.04310000,-3007.38700000
2.80000000,7333.42870000,-2988.18730000
2.80500000,7404.26190000,-2960.94990000
2.81000000,7456.59160000,-2933.45560000
2.81500000,7503.67040000,-2912.52460000
2.82000000,7561.38050000,-2892.06030000
2.82500000,7619.43270000,-2869.43500000
2.83000000,7682.59060000,-2844.29290000
2.83500000,7750.05960000,-2811.10860000
2.84000000,7786.25730000,-2768.48890000
2.84500000,7807.49350000,-2733.85550000
2.85000000,7829.18750000,-2704.42200000
2.85500000,7863.94170000,-2675.95140000
2.86000000,7893.54330000,-2642.16410000
2.86500000,7922.84320000,-2608.66490000
2.87000000,7942.08070000,-2572.38050000
2.87500000,7952.64790000,-2537.23500000
2.88000000,7948.62500000,-2501.89840000
2.88500000,7938.02390000,-2477.15520000
2.89000000,7938.60480000,-2456.71200000
2.89500000,7945.64030000,-2435.79810000
2.90000000,7950.01640000,-2412.77670000
2.90500000,7945.14150000,-2389.80410000
2.91000000,7933.67680000,-2371.31570000
2.91500000,7924.18410000,-2357.61860000
2.92000000,7919.70250000,-2346.50270000
2.92500000,7922.38770000,-2337.61670000
2.93000000,7931.84150000,-2328.40570000
2.93500000,7944.74630000,-2318.56210000
2.94000000,7959.95770000,-2309.36960000
2.94500000,7981.40560000,-2301.37930000
2.95000000,8012.08460000,-2292.20370000
2.95500000,8049.55520000,-2279.85510000
2.96000000,8089.69350000,-2262.30920000
2.96500000,8122.08260000,-2239.25370000
2.97000000,8140.69580000,-2216.57150000
2.97500000,8158.08150000,-2195.47220000
2.98000000,8168.01010000,-2174.75860000
2.98500000,8178.61030000,-2157.39600000
2.99000000,8192.17920000,-2140.75310000
2.99500000,8207.47210000,-2124.32410000
3.00000000,8222.49850000,-2106.30250000
3.00500000,8234.65340000,-2087.01950000
3.01000000,8239.00320000,-2069.92460000
3.01500000,8244.04360000,-2057.01130000
