case_dir,case_label,num_occupied,pair_n_1based,pair_m_1based,kx_cart,ky_cart,kz_cart,k1_frac,k2_frac,k3_frac,gap_eV,energy_raw_eV,energy_rel_ef_eV,fermi_energy_eV,source_find_dir,source_nodes_file,duplicate_count,duplicate_sources
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,0.21770172,-0.10285848,-0.00396153,0.12122386,0.8972758,0.99144793,2e-08,0.05924537,0.05924537,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line4
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,0.2185508,0.10285031,-0.00438998,0.12169666,0.10271603,0.99052305,3e-08,0.0578597,0.0578597,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line5
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,0.23029122,-0.04602668,-0.00195072,0.12823413,0.95403341,0.99578883,3e-08,0.00322776,0.00322776,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line9
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,0.23036314,0.04542717,-0.00358933,0.12827418,0.04536786,0.99225145,2e-08,0.00232145,0.00232145,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line10
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,-0.23032599,-0.04549796,0.00353998,0.87174651,0.95456144,0.007642,2e-08,0.00246264,0.00246264,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line7
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,-0.23030852,0.04592169,0.00196659,0.87175624,0.04586174,0.00424542,3e-08,0.00316809,0.00316809,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line8
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,-0.21853925,-0.10289586,0.00428885,0.87830978,0.89723848,0.00925863,1e-08,0.05785921,0.05785921,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line3
Strain_b_Tension_0.2pct,Strain_b_Tension_0.2pct,56,56,57,-0.2177591,0.10286945,0.00391962,0.87874419,0.10273515,0.0084616,3e-08,0.05921868,0.05921868,8.484402,node_search,Nodes.dat,1,Strain_b_Tension_0.2pct:N56:line6
