  0.15000000E+01  0.63316183E+01  0.72772613E+00
  0.15050000E+01  0.66562506E+01  0.41427194E+01
  0.15100000E+01  0.54293546E+01  0.71395167E+01
  0.15150000E+01  0.40441561E+01  0.70727767E+01
  0.15200000E+01  0.35376104E+01  0.67200381E+01
  0.15250000E+01  0.28364657E+01  0.72878157E+01
  0.15300000E+01  0.20914855E+01  0.66720004E+01
  0.15350000E+01  0.19036717E+01  0.61651801E+01
  0.15400000E+01  0.16035937E+01  0.61218092E+01
  0.15450000E+01  0.14013045E+01  0.62382556E+01
  0.15500000E+01  0.10469467E+01  0.63417654E+01
  0.15550000E+01  0.68901494E+00  0.62832688E+01
  0.15600000E+01  0.50125268E+00  0.59566414E+01
  0.15650000E+01  0.38421452E+00  0.61154988E+01
  0.15700000E+01  0.13305643E+00  0.63183156E+01
  0.15750000E+01 -0.19923783E+00  0.63274133E+01
  0.15800000E+01 -0.61150568E+00  0.61468471E+01
  0.15850000E+01 -0.76345331E+00  0.56834996E+01
  0.15900000E+01 -0.91234142E+00  0.57048160E+01
  0.15950000E+01 -0.12270781E+01  0.58857302E+01
  0.16000000E+01 -0.17164358E+01  0.52897494E+01
  0.16050000E+01 -0.17597484E+01  0.42362263E+01
  0.16100000E+01 -0.12066423E+01  0.41870073E+01
  0.16150000E+01 -0.52610919E+00  0.56678201E+01
  0.16200000E+01 -0.38295438E+01  0.21215473E+02
  0.16250000E+01 -0.72384085E+01  0.94596491E+01
  0.16300000E+01 -0.99493942E+01  0.40240527E+01
  0.16350000E+01 -0.97413316E+01 -0.98407623E+01
  0.16400000E+01 -0.33587585E+01 -0.12063050E+02
  0.16450000E+01 -0.11747219E+01 -0.85897372E+01
  0.16500000E+01  0.75278882E-01 -0.62119510E+01
  0.16550000E+01 -0.88687140E+00 -0.41892930E+01
  0.16600000E+01  0.26858298E+00 -0.37973491E+01
  0.16650000E+01  0.65836855E+00 -0.28359062E+01
  0.16700000E+01  0.11270856E+01 -0.26803321E+01
  0.16750000E+01  0.19394448E+01 -0.99992508E+00
  0.16800000E+01  0.20632603E+01  0.10838497E+01
  0.16850000E+01  0.18120253E+01  0.28172173E+01
  0.16900000E+01  0.17067877E+01  0.38308907E+01
  0.16950000E+01  0.15347268E+01  0.55723788E+01
  0.17000000E+01  0.10274244E+01  0.69519629E+01
  0.17050000E+01 -0.13349994E+00  0.84159248E+01
  0.17100000E+01 -0.17382076E+01  0.74759418E+01
  0.17150000E+01 -0.16221939E+01  0.40161509E+01
  0.17200000E+01 -0.16548955E+01  0.45101465E+01
  0.17250000E+01 -0.20565069E+01  0.37516414E+01
  0.17300000E+01 -0.20990631E+01  0.30811041E+01
  0.17350000E+01 -0.16691972E+01  0.27487481E+01
  0.17400000E+01 -0.17689107E+01  0.31784567E+01
  0.17450000E+01 -0.22791892E+01  0.31744475E+01
  0.17500000E+01 -0.22362280E+01  0.26013203E+01
  0.17550000E+01 -0.22631457E+01  0.24626162E+01
  0.17600000E+01 -0.23100565E+01  0.21276395E+01
  0.17650000E+01 -0.22244997E+01  0.16133483E+01
  0.17700000E+01 -0.19752868E+01  0.16365532E+01
  0.17750000E+01 -0.19204060E+01  0.19860421E+01
  0.17800000E+01 -0.19114446E+01  0.21592406E+01
  0.17850000E+01 -0.20665662E+01  0.25626545E+01
  0.17900000E+01 -0.25242247E+01  0.25634737E+01
  0.17950000E+01 -0.27611552E+01  0.20129029E+01
  0.18000000E+01 -0.26330792E+01  0.10153618E+01
  0.18050000E+01 -0.25282958E+01  0.13309040E+01
  0.18100000E+01 -0.24023282E+01  0.92005623E+00
  0.18150000E+01 -0.21711545E+01  0.15658057E+01
  0.18200000E+01 -0.23531879E+01  0.21814139E+01
  0.18250000E+01 -0.26156157E+01  0.25141500E+01
