  0.15000000E+01  0.23634246E+01  0.13326581E+01
  0.15050000E+01  0.20648915E+01  0.36631153E+01
  0.15100000E+01  0.12780111E+01  0.44972876E+01
  0.15150000E+01  0.46158650E+00  0.48638024E+01
  0.15200000E+01 -0.26338298E+00  0.40012254E+01
  0.15250000E+01 -0.57630184E+00  0.29139187E+01
  0.15300000E+01 -0.64480214E+00  0.23445369E+01
  0.15350000E+01 -0.59482226E+00  0.18244533E+01
  0.15400000E+01 -0.62145138E+00  0.18019091E+01
  0.15450000E+01 -0.69257154E+00  0.14504411E+01
  0.15500000E+01 -0.77759567E+00  0.11098649E+01
  0.15550000E+01 -0.83325603E+00  0.77382951E+00
  0.15600000E+01 -0.73035281E+00  0.69307925E+00
  0.15650000E+01 -0.75340296E+00  0.52237992E+00
  0.15700000E+01 -0.81905837E+00  0.35379678E+00
  0.15750000E+01 -0.71850538E+00 -0.18581644E-01
  0.15800000E+01 -0.68402019E+00 -0.35186002E-01
  0.15850000E+01 -0.70586511E+00 -0.31827611E+00
  0.15900000E+01 -0.70260997E+00 -0.61857747E+00
  0.15950000E+01 -0.69423407E+00 -0.10790295E+01
  0.16000000E+01 -0.40618537E+00 -0.12848160E+01
  0.16050000E+01 -0.24010871E+00 -0.16807156E+01
  0.16100000E+01  0.24168102E+00 -0.16367735E+01
  0.16150000E+01  0.60947160E+00 -0.56032240E+00
  0.16200000E+01  0.47292803E+00  0.17068843E+00
  0.16250000E+01  0.32563019E-01  0.49069247E+00
  0.16300000E+01 -0.50131910E-02  0.35053653E-01
  0.16350000E+01  0.82329731E-01 -0.37961953E+00
  0.16400000E+01  0.16685863E+00  0.48526193E-01
  0.16450000E+01  0.56160391E-01  0.40404977E+00
  0.16500000E+01 -0.26826302E+00  0.19828626E+00
  0.16550000E+01 -0.16835514E+00 -0.14912107E+00
  0.16600000E+01 -0.91346891E-01 -0.22769535E+00
  0.16650000E+01 -0.76299881E-01 -0.33668288E+00
  0.16700000E+01  0.92061151E-02 -0.47468817E+00
  0.16750000E+01  0.12053730E+00 -0.57727945E+00
  0.16800000E+01  0.34957932E+00 -0.35480380E+00
  0.16850000E+01  0.27797451E+00  0.10967016E-01
  0.16900000E+01  0.28064424E+00 -0.26747819E-01
  0.16950000E+01  0.32762161E+00  0.58801488E-01
  0.17000000E+01  0.36101172E+00  0.30049742E+00
  0.17050000E+01  0.20695256E+00  0.76986553E+00
  0.17100000E+01  0.20582602E-01  0.34060580E+00
  0.17150000E+01  0.17755282E+00  0.57672229E-01
  0.17200000E+01  0.21195606E+00  0.15845062E+00
  0.17250000E+01 -0.80995904E-01 -0.42726054E+00
  0.17300000E+01  0.23949022E+00  0.51730308E-01
  0.17350000E+01  0.23886408E+00  0.35459143E+00
  0.17400000E+01  0.24231414E+00  0.32149648E+00
  0.17450000E+01  0.13758897E+00  0.81802127E+00
  0.17500000E+01  0.18688918E+00  0.59225050E+00
  0.17550000E+01  0.17408283E+00  0.60808793E+00
  0.17600000E+01  0.14220325E+00  0.74603604E+00
  0.17650000E+01  0.42738210E-01  0.86833324E+00
  0.17700000E+01 -0.51196701E-01  0.83715899E+00
  0.17750000E+01 -0.15893160E+00  0.72237200E+00
  0.17800000E+01 -0.20252882E+00  0.51046720E+00
  0.17850000E+01 -0.20631359E+00  0.36227130E+00
  0.17900000E+01 -0.20771469E+00  0.11003850E+00
  0.17950000E+01 -0.14566687E+00  0.41265979E-01
  0.18000000E+01 -0.10376888E+00  0.12823102E-01
  0.18050000E+01 -0.45978818E-01  0.14337908E-01
  0.18100000E+01 -0.84681099E-02  0.19676785E-01
  0.18150000E+01  0.34542026E-01  0.59381195E-01
  0.18200000E+01  0.52198442E-01  0.15932956E+00
  0.18250000E+01  0.48483711E-01  0.24676815E+00
  0.18300000E+01  0.20973520E-01  0.27940063E+00
  0.18350000E+01 -0.78018266E-02  0.26653751E+00
  0.18400000E+01  0.72596493E-01  0.82799823E-01
  0.18450000E+01 -0.87937371E-01 -0.15624449E-01
  0.18500000E+01  0.19238882E-01  0.10341296E-01
  0.18550000E+01  0.47543157E-01  0.31785383E-01
  0.18600000E+01  0.10327939E+00  0.13744531E-01
  0.18650000E+01  0.39400372E+00  0.16728886E+00
  0.18700000E+01 -0.15236723E+00  0.11874022E+00
