omega_eV,Re,Im
1.50000000,3266.26410000,-667.35464000
1.50500000,3242.16250000,-669.05510000
1.51000000,3216.67920000,-670.65819000
1.51500000,3190.50530000,-674.59998000
1.52000000,3160.69440000,-676.73124000
1.52500000,3131.99530000,-683.12999000
1.53000000,3104.71720000,-691.86780000
1.53500000,3082.35920000,-701.82061000
1.54000000,3064.52860000,-711.50673000
1.54500000,3048.19050000,-719.75671000
1.55000000,3028.11900000,-725.95941000
1.55500000,2999.69990000,-733.53170000
1.56000000,2968.61090000,-743.28681000
1.56500000,2935.49830000,-755.05523000
1.57000000,2901.83100000,-768.71090000
1.57500000,2868.94480000,-784.21140000
1.58000000,2837.23290000,-801.06931000
1.58500000,2806.96730000,-819.34517000
1.59000000,2777.38040000,-839.18547000
1.59500000,2750.78230000,-860.02660000
1.60000000,2726.52900000,-882.86069000
1.60500000,2705.62160000,-907.07215000
1.61000000,2692.60320000,-932.82646000
1.61500000,2696.25050000,-955.92492000
1.62000000,2694.42460000,-973.93448000
1.62500000,2682.42430000,-984.01607000
1.63000000,2672.36170000,-1004.51630000
1.63500000,2664.14130000,-1025.12860000
1.64000000,2664.32380000,-1046.34100000
1.64500000,2668.01220000,-1063.91080000
1.65000000,2669.78150000,-1081.71870000
1.65500000,2678.81300000,-1097.07920000
1.66000000,2684.34220000,-1106.92650000
1.66500000,2671.06770000,-1115.50160000
1.67000000,2651.35870000,-1130.24100000
1.67500000,2635.56120000,-1147.95060000
1.68000000,2623.60970000,-1166.35100000
1.68500000,2612.99860000,-1184.97950000
1.69000000,2603.37210000,-1203.04270000
1.69500000,2593.90910000,-1220.95350000
1.70000000,2586.36070000,-1237.19940000
1.70500000,2566.26970000,-1252.76380000
1.71000000,2544.77610000,-1272.52150000
1.71500000,2521.98550000,-1294.57260000
1.72000000,2500.25340000,-1321.30520000
1.72500000,2486.69470000,-1351.50600000
1.73000000,2481.48020000,-1382.43010000
1.73500000,2483.22210000,-1412.75230000
1.74000000,2490.93880000,-1442.85300000
1.74500000,2507.05010000,-1471.20710000
1.75000000,2529.37660000,-1495.35610000
1.75500000,2548.58500000,-1511.45700000
1.76000000,2547.14380000,-1529.49650000
1.76500000,2547.56900000,-1551.14110000
1.77000000,2550.34820000,-1574.09650000
1.77500000,2555.09870000,-1597.28000000
1.78000000,2561.46280000,-1620.26640000
1.78500000,2566.69810000,-1643.41940000
1.79000000,2573.30750000,-1667.71460000
1.79500000,2583.08010000,-1692.86830000
1.80000000,2597.17470000,-1717.43030000
1.80500000,2616.61100000,-1740.72610000
1.81000000,2636.64070000,-1761.56090000
1.81500000,2655.41140000,-1781.05060000
1.82000000,2670.79290000,-1799.66270000
1.82500000,2683.46960000,-1818.76830000
1.83000000,2696.53740000,-1838.48900000
1.83500000,2710.22000000,-1858.94590000
1.84000000,2727.55420000,-1879.70880000
1.84500000,2741.21750000,-1893.39720000
1.85000000,2754.90480000,-1912.49930000
1.85500000,2763.80410000,-1929.62610000
1.86000000,2768.24590000,-1950.01700000
1.86500000,2778.31330000,-1971.70870000
1.87000000,2788.88120000,-1993.55050000
1.87500000,2800.80050000,-2015.38920000
1.88000000,2813.41900000,-2036.92940000
1.88500000,2826.85710000,-2058.14060000
1.89000000,2839.14540000,-2078.97470000
1.89500000,2851.02770000,-2100.44820000
1.90000000,2862.04940000,-2122.19270000
1.90500000,2874.06110000,-2145.37840000
1.91000000,2889.14420000,-2169.02770000
1.91500000,2906.89340000,-2192.81430000
1.92000000,2928.35560000,-2216.08790000
1.92500000,2952.45290000,-2238.06610000
1.93000000,2977.49550000,-2258.87670000
1.93500000,3003.72120000,-2278.81220000
1.94000000,3032.77700000,-2296.34650000
1.94500000,3053.85470000,-2312.23550000
1.95000000,3073.89790000,-2328.38090000
1.95500000,3093.72180000,-2347.06240000
1.96000000,3113.74960000,-2366.10630000
1.96500000,3136.39220000,-2385.51640000
1.97000000,3160.84750000,-2405.04430000
1.97500000,3186.93290000,-2424.30240000
1.98000000,3214.93410000,-2443.15680000
1.98500000,3244.57250000,-2460.92850000
1.99000000,3273.97380000,-2477.97750000
1.99500000,3304.32120000,-2494.53710000
2.00000000,3335.06850000,-2510.64870000
2.00500000,3366.60150000,-2526.22980000
2.01000000,3398.89120000,-2541.27630000
2.01500000,3432.46620000,-2556.03460000
2.02000000,3468.90560000,-2570.18770000
2.02500000,3510.01050000,-2582.73400000
2.03000000,3554.01240000,-2591.71210000
2.03500000,3594.91630000,-2596.81670000
2.04000000,3627.65040000,-2600.55760000
2.04500000,3654.92680000,-2605.76250000
2.05000000,3687.03000000,-2613.30490000
2.05500000,3727.42070000,-2620.21150000
2.06000000,3777.67290000,-2623.75800000
2.06500000,3835.10170000,-2621.48350000
2.07000000,3903.41310000,-2610.02600000
2.07500000,3958.90640000,-2583.61640000
2.08000000,4000.95060000,-2551.44720000
2.08500000,4024.37890000,-2499.66180000
2.09000000,3951.90530000,-2458.48810000
2.09500000,3883.37370000,-2446.45490000
2.10000000,3822.34650000,-2443.91290000
2.10500000,3772.51860000,-2449.92330000
2.11000000,3732.64330000,-2460.31030000
2.11500000,3700.55760000,-2474.83620000
2.12000000,3677.27800000,-2491.50210000
2.12500000,3657.73140000,-2510.19030000
2.13000000,3649.10400000,-2531.01160000
2.13500000,3652.26750000,-2550.59350000
2.14000000,3657.52490000,-2567.78640000
2.14500000,3666.65910000,-2582.87730000
2.15000000,3668.58040000,-2597.40410000
2.15500000,3669.86010000,-2613.75420000
2.16000000,3670.81150000,-2631.35270000
2.16500000,3676.95760000,-2650.57810000
2.17000000,3686.12740000,-2668.80000000
2.17500000,3694.69690000,-2686.90280000
2.18000000,3704.85070000,-2706.16860000
