omega_eV,Re_xx,Im_xx,Re_yy,Im_yy,Re_xy,Im_xy,Re_yx,Im_yx
1.625,2682.4243,-984.01607,2993.1069,-2847.1236,-29.7431856,4.0766346,-21.1518164,-0.627881
1.63,2672.3617,-1004.5163,3001.798,-2839.8778,-26.8611901,1.83567771,-22.8137039,1.37911389
1.635,2664.1413,-1025.1286,3016.8194,-2834.3508,-27.5985093,2.6834966,-22.7008887,0.7990974
1.64,2664.3238,-1046.341,3039.5716,-2828.8214,-29.9941487,1.67810721,-24.6832833,1.88467779
1.645,2668.0122,-1063.9108,3063.8055,-2815.5913,-33.6430577,-1.27314316,-28.7787383,1.11067564
1.65,2669.7815,-1081.7187,3072.1484,-2805.168,-31.0691209,-3.4094881,-27.2004191,1.2081431
1.655,2678.813,-1097.0792,3085.5023,-2798.0374,-31.0469776,-2.94434885,-28.1140504,1.16062375
1.66,2684.3422,-1106.9265,3105.2442,-2789.7289,-35.4094902,-3.5954887,-32.3590738,0.3593319
1.665,2671.0677,-1115.5016,3126.9859,-2778.479,-37.07666,-7.0526339,-34.28146,-0.9147137
1.67,2651.3587,-1130.241,3146.9608,-2764.891,-36.4739218,-9.4551573,-34.8674262,-2.2957643
1.675,2635.5612,-1147.9506,3166.3817,-2748.2055,-36.2643325,-10.9168843,-35.6805975,-4.9470449
1.68,2623.6097,-1166.351,3178.4538,-2725.3388,-35.48557358,-12.727096,-35.34667842,-8.125974
1.685,2612.9986,-1184.9795,3168.4438,-2699.1452,-33.00772535,-14.7526657,-32.87484665,-11.0390543
1.69,2603.3721,-1203.0427,3134.0307,-2671.0837,-28.37033884,-17.4442742,-28.16307716,-13.1860298
1.695,2593.9091,-1220.9535,3078.5241,-2654.8683,-23.0914778,-18.660707,-24.0691722,-13.940289
1.7,2586.3607,-1237.1994,3020.3282,-2647.111,-19.01499892,-19.5050727,-20.79259708,-14.9062973
1.705,2566.2697,-1252.7638,2967.2808,-2647.5241,-13.5146311,-17.81156622,-16.5703309,-18.03091778
1.71,2544.7761,-1272.5215,2921.8078,-2652.3403,-10.28367951,-17.33421397,-12.22416849,-17.67153803
1.715,2521.9855,-1294.5726,2881.0421,-2659.137,-7.9607359,-15.1416793,-10.3992921,-18.7512347
1.72,2500.2534,-1321.3052,2839.4839,-2673.1714,-6.7837088,-14.8154374,-8.1680998,-17.4204966
1.725,2486.6947,-1351.506,2814.5331,-2691.6422,-5.96005033,-14.1292667,-7.47843807,-16.3856313
1.73,2481.4802,-1382.4301,2801.9178,-2709.6715,-6.14457487,-13.4383857,-7.64185713,-15.4789643
1.735,2483.2221,-1412.7523,2796.0482,-2723.0904,-6.81715714,-13.14406974,-8.43679586,-14.76523826
1.74,2490.9388,-1442.853,2774.6001,-2732.237,-7.1671523,-12.9899883,-8.8496507,-15.0080117
1.745,2507.0501,-1471.2071,2754.3254,-2750.1803,-7.38249085,-12.7420998,-8.95431835,-14.9590522
1.75,2529.3766,-1495.3561,2739.2738,-2769.4412,-7.51816185,-12.7702444,-8.86791515,-14.9810416
1.755,2548.585,-1511.457,2728.0852,-2789.2109,-7.04588417,-13.62784314,-8.81660303,-14.51662686
1.76,2547.1438,-1529.4965,2719.582,-2809.7234,-5.87558708,-12.8160712,-7.44769212,-15.3578708
1.765,2547.569,-1551.1411,2715.2943,-2830.3624,-4.88131578,-12.7360185,-6.29698822,-15.0216695
1.77,2550.3482,-1574.0965,2713.6761,-2849.8717,-4.20381374,-12.5280291,-5.74150826,-15.0186889
1.775,2555.0987,-1597.28,2712.3242,-2869.8761,-3.68400188,-12.0097377,-4.95272692,-15.0752343
1.78,2561.4628,-1620.2664,2714.6334,-2889.1438,-3.58804458,-11.8733008,-4.63903942,-15.5184992
1.785,2566.6981,-1643.4194,2716.2932,-2907.5173,-2.3798563,-12.3357562,-2.8956795,-15.8154458
1.79,2573.3075,-1667.7146,2717.2279,-2925.8377,-0.32099122,-12.5043929,-0.26715444,-15.5176951
1.795,2583.0801,-1692.8683,2716.5633,-2944.0747,1.54396061,-12.68897153,1.92981399,-14.35613447
1.8,2597.1747,-1717.4303,2714.1094,-2963.5659,3.23964919,-12.49297689,3.38953581,-13.11096711
1.805,2616.611,-1740.7261,2712.2369,-2984.7469,4.16029523,-11.93731121,4.14242937,-11.81122679
1.81,2636.6407,-1761.5609,2713.5589,-3007.6237,4.23703447,-11.33432998,4.14244773,-10.80220602
1.815,2655.4114,-1781.0506,2718.8989,-3031.3017,4.10904014,-11.08298298,3.67818106,-9.89648102
1.82,2670.7929,-1799.6627,2727.6525,-3055.4122,3.93823764,-10.64200705,2.92231696,-9.77530895
1.825,2683.4696,-1818.7683,2739.9937,-3079.6538,4.21182605,-9.82364492,2.93910055,-10.42215308
1.83,2696.5374,-1838.489,2756.2485,-3103.8988,4.65030132,-9.22766701,3.42834548,-10.85931499
1.835,2710.22,-1858.9459,2777.31,-3127.7481,5.57113681,-8.4816626,4.45357819,-10.8102912
1.84,2727.5542,-1879.7088,2802.9184,-3149.2337,6.19766734,-7.4234321,5.28040826,-10.5418727
1.845,2741.2175,-1893.3972,2824.2773,-3169.9027,5.56318104,-7.0108816,5.65801656,-9.7880356
1.85,2754.9048,-1912.4993,2851.7579,-3192.2509,5.83614791,-6.92587742,5.64379309,-8.54327818
1.855,2763.8041,-1929.6261,2883.9645,-3209.9235,5.58776017,-5.6553178,5.27167703,-8.4425506
1.86,2768.2459,-1950.017,2912.849,-3228.0392,4.57283432,-5.52057869,4.74403348,-7.37964111
1.865,2778.3133,-1971.7087,2938.1289,-3242.1907,4.18380365,-5.79136042,3.60681335,-6.34121138
1.87,2788.8812,-1993.5505,2959.2623,-3261.1769,3.69075285,-5.14073096,2.76341875,-6.43971104
1.875,2800.8005,-2015.3892,2987.6318,-3281.363,3.22914718,-4.75644407,2.20401142,-6.41496733
1.88,2813.419,-2036.9294,3020.4952,-3301.0335,3.11158588,-4.2316331,1.92844612,-6.4956819
1.885,2826.8571,-2058.1406,3060.3489,-3319.121,2.69809439,-3.1685526,1.57462441,-6.902496
1.89,2839.1454,-2078.9747,3100.2536,-3333.9142,1.8361554,-2.5083749,1.4532166,-6.9517925
1.895,2851.0277,-2100.4482,3142.1325,-3346.9931,0.90485563,-2.145659,0.92263067,-6.7991644
1.9,2862.0494,-2122.1927,3182.7882,-3355.2051,-0.11528691,-2.0897597,0.67347735,-6.8065175
1.905,2874.0611,-2145.3784,3216.4246,-3361.5191,-0.71670353,-2.65227,0.64612199,-6.0462806
1.91,2889.1442,-2169.0277,3237.6367,-3366.5814,-0.78360221,-3.19444295,0.07800815,-4.97980285
1.915,2906.8934,-2192.8143,3257.3657,-3378.7672,-1.46225326,-2.6849537,-0.75952074,-5.2404951
1.92,2928.3556,-2216.0879,3291.7691,-3391.068,-2.23485112,-2.7343946,-1.23133468,-5.1793634
1.925,2952.4529,-2238.0661,3325.9603,-3398.1718,-2.45872135,-3.01560399,-1.43835005,-4.88076161
1.93,2977.4955,-2258.8767,3356.9071,-3406.6605,-2.94190612,-2.97028374,-2.14001268,-4.56794286
1.935,3003.7212,-2278.8122,3393.3531,-3414.2879,-3.95066609,-2.9160522,-3.30916271,-4.8926718
1.94,3032.777,-2296.3465,3432.8275,-3418.6415,-3.74909771,-4.80472439,-3.48749429,-3.64782281
1.945,3053.8547,-2312.2355,3469.8356,-3422.5977,-2.93828856,-2.5494107,-4.43701464,-6.1321671
1.95,3073.8979,-2328.3809,3504.6381,-3426.7099,-3.47062211,-3.3611458,-2.95457089,-5.6183916
1.955,3093.7218,-2347.0624,3551.9802,-3428.9127,-2.83659835,-4.1916707,-3.29489345,-4.7528445
1.96,3113.7496,-2366.1063,3596.641,-3423.4844,-2.83894099,-2.5372203,-3.31427381,-6.3669211
1.965,3136.3922,-2385.5164,3624.439,-3413.9308,-3.2575374,-3.2109453,-2.6148334,-5.8474105
1.97,3160.8475,-2405.0443,3639.7162,-3409.1412,-2.99369908,-3.86755873,-2.39437052,-5.18401707
1.975,3186.9329,-2424.3024,3653.1243,-3407.2989,-2.62370997,-4.10774741,-2.18509763,-4.90985419
1.98,3214.9341,-2443.1568,3665.5396,-3407.7244,-2.23713783,-4.22714009,-1.98148897,-4.65455951
1.985,3244.5725,-2460.9285,3677.9998,-3409.3147,-1.77701422,-4.11322123,-1.69965798,-4.45219457
1.99,3273.9738,-2477.9775,3689.1085,-3410.021,-1.7818967,-4.04966642,-1.7250801,-4.19800418
1.995,3304.3212,-2494.5371,3693.9912,-3415.5185,-1.72322256,-4.07017498,-1.75235464,-3.81653582
2,3335.0685,-2510.6487,3705.5572,-3423.3516,-1.80048265,-4.17479214,-1.96718115,-3.58810866
2.005,3366.6015,-2526.2298,3720.6147,-3432.0582,-1.66290105,-4.29307794,-2.03662275,-3.38732766
2.01,3398.8912,-2541.2763,3738.9702,-3440.8429,-1.53277192,-4.22956627,-2.03152648,-3.34373013
2.015,3432.4662,-2556.0346,3758.9843,-3449.8134,-1.22539892,-4.41577411,-2.02243728,-3.02020869
2.02,3468.9056,-2570.1877,3782.738,-3458.8222,-0.83108161,-4.17963592,-1.98674159,-3.07286788
2.025,3510.0105,-2582.734,3810.1853,-3466.962,-0.33103741,-3.85294904,-1.77055519,-3.08525136
2.03,3554.0124,-2591.7121,3838.2114,-3473.0974,0.11260226,-2.79110847,-1.63624924,-3.53755173
2.035,3594.9163,-2596.8167,3864.9757,-3478.5719,-0.29818844,-1.9816349,-1.50150688,-3.3444363
2.04,3627.6504,-2600.5576,3892.8835,-3483.4107,-0.90282273,-1.82344233,-1.93322887,-2.96171947
2.045,3654.9268,-2605.7625,3922.4142,-3486.1839,-1.61098777,-2.00095659,-2.46432123,-2.14936101
2.05,3687.03,-2613.3049,3950.2112,-3486.561,-2.72528045,-2.07606625,-3.97369175,-1.82426315
2.055,3727.4207,-2620.2115,3971.1829,-3484.3827,-3.48863715,-2.42451502,-5.07554525,-1.96636918
2.06,3777.6729,-2623.758,3981.653,-3482.9536,-3.7266975,-2.57384141,-5.9840195,-2.44203419
2.065,3835.1017,-2621.4835,3985.9174,-3485.2452,-3.5932021,-2.00267702,-6.3098633,-3.44884958
2.07,3903.4131,-2610.026,3992.8427,-3491.1867,-4.2265955,-1.2806476,-7.0625919,-4.3549442
2.075,3958.9064,-2583.6164,4007.001,-3497.2624,-4.8804643,-1.2270952,-7.9559057,-5.3643146
2.08,4000.9506,-2551.4472,4018.8129,-3500.4921,-5.576227,-0.4130813,-8.3703902,-8.7869307
2.085,4024.3789,-2499.6618,4024.5927,-3508.6472,-3.88751172,1.105503,-4.40241708,-10.947444
2.09,3951.9053,-2458.4881,4038.6083,-3519.8494,-4.207397,-0.3824493,-2.7439804,-8.8163125
2.095,3883.3737,-2446.4549,4060.3007,-3531.4343,-3.6626439,-0.9727022,-1.9472699,-7.644442
2.1,3822.3465,-2443.9129,4089.4372,-3543.0932,-4.16193646,-1.1196273,-2.41239614,-6.7348955
2.105,3772.5186,-2449.9233,4128.0683,-3552.3541,-5.29188262,-1.3382915,-3.40136038,-6.3825303
2.11,3732.6433,-2460.3103,4170.0125,-3558.5399,-4.8493613,-2.6757029,-2.6116371,-6.3498197
2.115,3700.5576,-2474.8362,4216.1914,-3561.1954,-3.8856316,-3.1082258,-1.530494,-5.8701778
2.12,3677.278,-2491.5021,4257.2211,-3558.1712,-3.03722181,-4.09805121,-1.26531359,-4.10055599
2.125,3657.7314,-2510.1903,4285.3464,-3553.5619,-3.0000389,-3.57890669,-2.0740841,-4.09953051
2.13,3649.104,-2531.0116,4305.3743,-3552.0696,-3.16253115,-3.19636427,-2.69757145,-4.67026613
2.135,3652.2675,-2550.5935,4327.6063,-3553.5422,-3.18962541,-3.0133154,-2.33575899,-5.0964612
2.14,3657.5249,-2567.7864,4357.0686,-3555.6589,-2.97539037,-3.0591559,-2.05343183,-5.1185003
2.145,3666.6591,-2582.8773,4392.0245,-3554.623,-2.25706132,-3.1978519,-1.30785168,-5.2906821
2.15,3668.5804,-2597.4041,4422.4026,-3549.695,-2.34238783,-2.7816311,-0.94965557,-5.5876339
2.155,3669.8601,-2613.7542,4442.6148,-3546.11,-2.1105483,-3.40285692,-0.0837115000000002,-4.93239468
2.16,3670.8115,-2631.3527,4466.7715,-3545.167,-1.92220962,-4.06538328,0.16269538,-3.98265172
2.165,3676.9576,-2650.5781,4497.2045,-3543.4634,-1.39248272,-4.96478472,0.5560028,-3.13278488
2.17,3686.1274,-2668.8,4531.5821,-3538.5897,-0.19670296,-6.1150463,1.2019355,-2.0248007
2.175,3694.6969,-2686.9028,4560.4124,-3527.0603,2.60692868,-5.9358786,1.65236412,-1.519283
2.18,3704.8507,-2706.1686,4578.0645,-3516.1179,2.87620573,-2.49739451,1.73376507,-2.91080789
2.185,3718.3973,-2725.1784,4586.0845,-3502.6602,1.11100887,-2.3118531,1.54042073,-2.3465539
2.19,3734.5512,-2744.3759,4583.4238,-3492.9708,0.22994182,-2.7075442,0.67722302,-1.1030168
2.195,3753.6908,-2762.3365,4576.4543,-3488.0448,-0.5944592,-2.6691283,-0.49002528,-0.4181265
2.2,3772.2751,-2778.2232,4575.4671,-3486.1268,-1.4661511,-3.0562905,-1.8280997,-0.0468911000000001
2.205,3788.1429,-2792.8907,4580.8141,-3482.5769,-1.49503239,-3.7334711,-2.57374801,-0.0658291
2.21,3800.4014,-2807.7159,4570.4247,-3475.4399,-0.7877124,-2.9663517,-3.0607712,-0.0224937000000001
2.215,3808.7935,-2823.8763,4549.3476,-3476.9713,-1.9025198,-1.89200227,-4.7807374,-1.28443813
2.22,3817.9809,-2842.3781,4536.9863,-3485.4152,-2.4662947,-1.19893246,-5.3170095,-2.49463454
2.225,3830.6035,-2862.3436,4536.7617,-3497.3805,-2.97923,-1.0054955,-5.6264536,-3.4634723
2.23,3848.6585,-2882.9423,4558.4434,-3511.0193,-3.3529545,-0.8105323,-5.4756133,-4.5124693
2.235,3872.7587,-2902.4283,4609.5724,-3494.056,-2.6154862,-1.893713,-4.7474326,-4.539026
2.24,3901.4957,-2919.9091,4563.8139,-3488.7794,-3.0761908,-1.3883946,-5.1785372,-5.3060354
2.245,3929.1036,-2934.2001,4560.3105,-3501.6435,-2.48179811,-2.4276661,-3.85935709,-6.0281269
2.25,3953.6392,-2947.4016,4566.6665,-3514.6493,0.0921985599999999,-3.2757592,-0.95769142,-5.8254168
2.255,3970.0695,-2959.7124,4581.8022,-3528.8348,1.92309455,-2.33769076,0.52859005,-4.26654744
2.26,3988.97,-2977.7931,4608.9811,-3542.5164,1.89040167,-0.8687538,0.07268675,-4.5365374
2.265,4018.5634,-2992.6712,4644.7201,-3552.1494,0.51907302,-0.5174246,-1.0225992,-4.3867006
2.27,4041.6107,-3006.8745,4681.9184,-3558.7416,-0.15366584,0.673106,-0.3556936,-5.9786696
2.275,4068.593,-3022.4798,4719.7681,-3563.5098,-0.46750499,0.0478022,-0.65300595,-4.8843784
2.28,4096.9806,-3038.1206,4759.4282,-3565.0745,-0.33424374,1.007089,-0.140288,-6.060526
2.285,4130.0345,-3055.2655,4791.3263,-3565.3894,-1.57032577,1.687768,0.41415553,-6.2755444
2.29,4171.9891,-3071.1464,4827.5359,-3568.9322,-2.4746472,0.5938877,0.3830514,-5.2842259
2.295,4221.1757,-3083.6245,4876.5762,-3568.4669,-2.8959568,0.0158603999999998,0.4002032,-4.8603776
2.3,4265.9904,-3090.0622,4927.7065,-3559.5478,-3.9829857,-3.09730655,1.2279709,-2.28340805
2.305,4300.7409,-3094.0094,4953.6243,-3539.639,-1.85255144,-6.1571015,-0.71625976,0.3446141
2.31,4329.681,-3100.1699,4944.9066,-3529.0023,-0.73705078,-4.3995463,-1.29674762,-1.4946821
2.315,4359.9686,-3106.6867,4947.6512,-3528.5875,-0.43825645,-3.30676154,-1.51174111,-2.70361286
2.32,4384.6358,-3115.247,4956.2326,-3530.3811,-0.67043249,-2.38144896,-1.81469131,-3.66913944
2.325,4412.4132,-3126.0976,4966.0101,-3533.3507,-1.15719798,-1.8603379,-2.13097542,-4.8285537
2.33,4445.165,-3137.1851,4977.3713,-3535.8777,-0.96514869,-1.532508,-1.43341271,-5.9457628
2.335,4481.9997,-3146.7309,4984.3675,-3539.5312,-0.49699297,-1.7887003,-0.56140173,-6.1463323
2.34,4521.4156,-3152.7746,4994.1229,-3545.1594,0.37490778,-1.9867943,0.58219478,-6.1047055
2.345,4543.663,-3157.3478,5008.0721,-3551.413,1.50028664,-2.2576772,1.78917676,-6.2159066
2.35,4570.504,-3166.5658,5025.7434,-3557.4237,2.94594241,-1.781254,3.53700319,-6.5928082
2.355,4601.5292,-3177.0034,5044.6394,-3563.1205,4.26989254,-1.3913245,5.41144486,-6.2892955
2.36,4637.2053,-3185.4492,5064.1239,-3568.3211,5.20207081,-1.3463569,6.87610639,-5.1726507
2.365,4667.9015,-3190.9691,5082.2691,-3573.1429,5.66387053,-0.8660006,7.27282907,-4.0311702
2.37,4693.3811,-3198.22,5101.4967,-3579.3656,5.45711311,-0.3039333,7.14838709,-3.4383437
2.375,4719.5809,-3207.0533,5125.3611,-3587.3026,5.78311658,0.2723357,7.52203042,-3.3414607
2.38,4746.5372,-3217.3103,5159.3398,-3591.0965,7.4455182,0.9067831,10.0108882,-2.8785583
2.385,4777.0022,-3228.2376,5193.8043,-3594.1324,6.7984456,3.06274064,10.1131414,-1.32370716
2.39,4804.852,-3242.8699,5231.0916,-3594.9644,3.9755149,2.55014312,7.3879797,0.62110468
2.395,4839.6791,-3257.5258,5268.8204,-3588.6408,2.0226765,1.2695655,5.4448729,0.67471866
2.4,4880.4096,-3273.0845,5290.9943,-3581.2537,2.6576679,0.63707792,5.6889577,0.53345188
2.405,4927.9652,-3289.1497,5304.0746,-3577.6958,3.8881225,-0.00489139999999999,6.8471047,0.9849386
2.41,4992.2679,-3305.3405,5319.4721,-3578.3294,5.098249,-1.5934985,7.8771838,2.8002431
2.415,5064.913,-3312.1919,5340.1254,-3578.9922,7.80191826,-0.51474594,7.56489054,2.37561866
2.42,5140.617,-3312.7938,5362.7558,-3580.5188,8.22383898,2.31336608,9.53922162,1.02741572
2.425,5216.5571,-3309.5441,5389.9211,-3581.0573,9.10778233,2.836721,10.40619327,1.887694
2.43,5294.3204,-3299.3808,5409.4002,-3578.3412,9.6817853,4.2230101,11.7281907,2.1897857
2.435,5354.4051,-3286.045,5424.6201,-3580.1351,9.9846929,5.25084708,12.1574371,4.01144792
2.44,5413.0055,-3269.8788,5441.785,-3584.1982,8.7302741,6.33774152,11.1495011,5.17842228
2.445,5447.2457,-3250.9974,5461.0891,-3591.2289,7.5898567,6.18090359,10.5023883,6.24215901
2.45,5476.2193,-3242.9541,5490.2542,-3599.9572,7.1930147,6.20460707,10.2281209,7.21380413
2.455,5519.5543,-3237.7285,5524.8024,-3609.0147,7.2810793,6.1739319,10.3675305,8.3364475
2.46,5570.6142,-3232.0215,5568.6945,-3619.9472,7.3146819,5.8239853,10.1849391,9.8406669
2.465,5627.2519,-3223.2731,5627.0387,-3629.8882,7.9807051,6.2418463,10.2391361,10.4422795
2.47,5682.8104,-3210.7151,5699.2499,-3635.2163,8.92063615,6.4528267,10.66985445,11.7714677
2.475,5732.9314,-3196.0385,5778.5118,-3635.6249,9.44033271,7.9753291,10.16446749,13.1461109
2.48,5780.9291,-3179.363,5860.509,-3628.769,7.01098392,9.7827549,6.77013128,13.5953671
2.485,5826.5496,-3162.8321,5931.7718,-3615.0432,4.50166069,11.13371109,4.04024091,12.81668091
2.49,5869.717,-3142.9419,5992.3784,-3600.7739,2.543782,12.4498055,2.2740776,11.5268485
2.495,5908.5607,-3123.256,6050.4785,-3586.5296,1.41556572,12.63934118,2.15484408,10.98059482
2.5,5947.9571,-3101.5731,6110.9548,-3571.4376,0.78499663,11.34479618,2.47720977,12.08778382
2.505,5982.353,-3076.0791,6176.4273,-3554.3524,2.28556339,10.2930652,2.39148161,13.8737048
2.51,6008.1618,-3047.2256,6246.521,-3531.8008,1.98448252,11.6974912,1.01718408,14.1959708
2.515,6017.2245,-3019.9832,6310.4385,-3501.0428,0.25064518,12.3640179,-1.50818954,14.9586101
2.52,6014.6038,-2999.1943,6355.3321,-3463.724,-0.4067559,13.03422613,-2.8758407,12.55100387
2.525,6020.0471,-2982.8108,6382.4864,-3429.6138,0.1510527,13.5801882,-2.5354581,11.3940518
2.53,6029.4956,-2966.0793,6395.7778,-3397.7944,1.49937253,15.1834742,-0.94609047,11.4712438
2.535,6037.2912,-2948.626,6403.4978,-3371.9777,-0.63676712,17.6511409,-2.46652668,12.4917191
2.54,6041.8424,-2930.9149,6416.6177,-3351.3193,-5.28516449,18.6882254,-6.35007551,12.9016386
2.545,6041.9449,-2914.4319,6435.4307,-3331.822,-9.82928303,17.7630153,-10.46903497,12.6783747
2.55,6037.9982,-2900.107,6456.6393,-3311.008,-12.96299378,15.7233881,-13.48182622,11.8297839
2.555,6034.0255,-2888.6975,6479.96,-3288.7786,-13.34324373,13.8605991,-15.15934827,10.7398109
2.56,6032.1741,-2878.2402,6494.1597,-3263.5422,-13.4276387,14.0237273,-14.8496453,7.9741667
2.565,6033.056,-2869.6331,6501.1917,-3244.582,-12.62233837,14.2831605,-14.20766363,6.2556215
2.57,6033.9073,-2860.6268,6521.4837,-3225.5453,-12.37588241,14.7656618,-13.20224159,4.3113856
2.575,6035.823,-2852.0509,6533.8063,-3201,-13.15554473,14.3506437,-13.12153527,3.6894881
2.58,6038.6815,-2844.6,6537.2151,-3179.5961,-12.6049664,14.2453335,-12.2842336,2.1341543
2.585,6042.7305,-2834.9414,6536.9437,-3161.7759,-11.37303163,15.1639049,-9.81104637,0.5749779
2.59,6040.1392,-2825.2057,6539.599,-3147.1847,-11.1005649,15.1654859,-8.3017115,0.5119831
2.595,6031.6685,-2815.7507,6546.467,-3133.0221,-10.2751692,15.3808754,-6.1684334,0.4345262
2.6,6014.9589,-2809.2119,6553.6449,-3119.1934,-9.7854209,15.6830406,-4.2438895,1.3542556
2.605,5995.6702,-2806.4265,6562.1459,-3105.3992,-10.4437826,15.3457787,-3.6724634,3.1412177
2.61,5975.0212,-2808.3617,6569.169,-3091.5491,-11.3066846,14.4443526,-4.0706884,5.0285306
2.615,5957.4719,-2815.0912,6576.0287,-3078.3274,-11.9435461,13.8471061,-4.6149787,5.9540975
2.62,5949.5631,-2825.3134,6581.4411,-3064.1008,-12.2432003,13.2794392,-4.6715409,6.9044808
2.625,5950.4531,-2836.9483,6586.0637,-3050.7027,-12.8207129,13.5129288,-5.2787839,8.0625132
2.63,5960.6289,-2847.9191,6588.606,-3036.4621,-15.8224507,13.0491383,-8.0967453,8.5738757
2.635,5974.0225,-2857.2575,6585.2915,-3024.0957,-17.3911194,11.6091909,-9.7189226,8.2054937
2.64,5988.5752,-2867.2093,6580.3629,-3013.655,-17.1474835,10.5957108,-9.5536305,8.1727718
2.645,6009.3862,-2876.4838,6571.2982,-3004.2309,-17.3166213,10.66717643,-9.4635627,8.93607757
2.65,6031.5619,-2884.4922,6561.9487,-3002.6238,-18.4626171,9.63073486,-10.7247669,9.37500834
2.655,6054.4753,-2891.9572,6565.7654,-3004.2132,-19.4223859,9.03314587,-11.8929421,9.62755093
2.66,6077.1421,-2899.2187,6584.5286,-3005.332,-20.359028,8.1333428,-13.187,9.8676666
2.665,6099.9043,-2906.3322,6611.9305,-3003.5981,-20.7389011,7.2287434,-14.1623149,9.6758084
2.67,6123.5681,-2914.1834,6642.7803,-3000.1736,-20.8846378,7.1393162,-14.7621222,9.1237106
2.675,6148.3751,-2922.279,6676.9339,-2994.9232,-21.2806411,6.76646081,-15.1664249,8.57083079
2.68,6174.8291,-2930.3066,6714.7067,-2988.1097,-21.2552473,5.9651424,-15.2525967,8.3871454
2.685,6202.1666,-2938.2136,6756.398,-2979.0934,-20.5416118,5.1841339,-14.9076502,8.0799339
2.69,6230.7119,-2946.023,6803.5905,-2965.9841,-19.5425171,5.0178529,-14.2760969,7.8839823
2.695,6260.1642,-2954.0991,6848.413,-2946.1385,-18.7998561,5.0345831,-13.6368639,7.9621847
2.7,6292.2498,-2962.9114,6880.2701,-2921.8603,-18.4628122,5.2979494,-13.8791118,7.9989914
2.705,6328.4355,-2971.7406,6896.8504,-2897.9939,-18.4528471,6.0260196,-13.8764889,7.2202518
2.71,6368.3553,-2979.5838,6906.6479,-2878.0401,-18.2918888,6.42977602,-13.2087672,7.12487078
2.715,6409.8353,-2987.3522,6915.9919,-2860.272,-18.6603827,6.49737635,-13.1976073,7.70112785
2.72,6457.1929,-2994.5404,6929.5045,-2842.4091,-19.2602201,6.42592772,-13.5448279,8.40823168
2.725,6509.7061,-2999.7198,6934.7295,-2817.8929,-20.2292668,6.4125917,-14.5101252,9.1765761
2.73,6564.165,-3001.7302,6932.6503,-2799.1023,-21.7713094,6.5191706,-15.8862466,10.050363
2.735,6620.2215,-3000.2943,6926.2331,-2779.4646,-24.358771,6.0709671,-18.618059,10.7227723
