omega_eV,Re,Im
1.50000000,-15.13846700,9.29071300
1.50500000,-15.85747000,8.99810860
1.51000000,-16.37152300,8.70112570
1.51500000,-16.79592100,8.31748290
1.52000000,-16.80010600,8.09763880
1.52500000,-16.90217000,7.89539710
1.53000000,-17.07139000,7.78375180
1.53500000,-17.27074900,7.68280490
1.54000000,-17.70711700,7.64681650
1.54500000,-18.18356100,7.57667480
1.55000000,-18.61619900,7.36742880
1.55500000,-18.50048200,7.17539660
1.56000000,-18.65269200,7.18049540
1.56500000,-19.14318100,7.13734980
1.57000000,-19.49177400,6.88905910
1.57500000,-19.60940800,6.81687360
1.58000000,-20.20927700,6.84984680
1.58500000,-21.23734800,6.74437740
1.59000000,-22.18651400,6.47887970
1.59500000,-23.09380700,6.00227960
1.60000000,-23.69152600,5.64751380
1.60500000,-25.20884400,5.28308360
1.61000000,-26.60627900,4.59520590
1.61500000,-28.05442500,3.25475590
1.62000000,-26.57154000,1.86053720
1.62500000,-25.44750100,1.72437680
1.63000000,-24.83744700,1.60739580
1.63500000,-25.14969900,1.74129700
1.64000000,-27.33871600,1.78139250
1.64500000,-31.21089800,-0.08123376
1.65000000,-29.13477000,-1.10067250
1.65500000,-29.58051400,-0.89186255
1.66000000,-33.88428200,-1.61807840
1.66500000,-35.67906000,-3.98367380
1.67000000,-35.67067400,-5.87546080
1.67500000,-35.97246500,-7.93196460
1.68000000,-35.41612600,-10.42653500
1.68500000,-32.94128600,-12.89586000
1.69000000,-28.26670800,-15.31515200
1.69500000,-23.58032500,-16.30049800
1.70000000,-19.90379800,-17.20568500
1.70500000,-15.04248100,-17.92124200
1.71000000,-11.25392400,-17.50287600
1.71500000,-9.18001400,-16.94645700
1.72000000,-7.47590430,-16.11796700
1.72500000,-6.71924420,-15.25744900
1.73000000,-6.89321600,-14.45867500
1.73500000,-7.62697650,-13.95465400
1.74000000,-8.00840150,-13.99900000
1.74500000,-8.16840460,-13.85057600
1.75000000,-8.19303850,-13.87564300
1.75500000,-7.93124360,-14.07223500
1.76000000,-6.66163960,-14.08697100
1.76500000,-5.58915200,-13.87884400
1.77000000,-4.97266100,-13.77335900
1.77500000,-4.31836440,-13.54248600
1.78000000,-4.11354200,-13.69590000
1.78500000,-2.63776790,-14.07560100
1.79000000,-0.29407283,-14.01104400
1.79500000,1.73688730,-13.52255300
1.80000000,3.31459250,-12.80197200
1.80500000,4.15136230,-11.87426900
1.81000000,4.18974110,-11.06826800
1.81500000,3.89361060,-10.48973200
1.82000000,3.43027730,-10.20865800
1.82500000,3.57546330,-10.12289900
1.83000000,4.03932340,-10.04349100
1.83500000,5.01235750,-9.64597690
1.84000000,5.73903780,-8.98265240
1.84500000,5.61059880,-8.39945860
1.85000000,5.73997050,-7.73457780
1.85500000,5.42971860,-7.04893420
1.86000000,4.65843390,-6.45010990
1.86500000,3.89530850,-6.06628590
1.87000000,3.22708580,-5.79022100
1.87500000,2.71657930,-5.58570570
1.88000000,2.52001600,-5.36365750
1.88500000,2.13635940,-5.03552430
1.89000000,1.64468600,-4.73008370
1.89500000,0.91374315,-4.47241170
1.90000000,0.27909522,-4.44813860
1.90500000,-0.03529077,-4.34927530
1.91000000,-0.35279703,-4.08712290
1.91500000,-1.11088700,-3.96272440
1.92000000,-1.73309290,-3.95687900
1.92500000,-1.94853570,-3.94818280
1.93000000,-2.54095940,-3.76911330
1.93500000,-3.62991440,-3.90436200
1.94000000,-3.61829600,-4.22627360
1.94500000,-3.68765160,-4.34078890
1.95000000,-3.21259650,-4.48976870
1.95500000,-3.06574590,-4.47225760
1.96000000,-3.07660740,-4.45207070
1.96500000,-2.93618540,-4.52917790
1.97000000,-2.69403480,-4.52578790
1.97500000,-2.40440380,-4.50880080
1.98000000,-2.10931340,-4.44084980
1.98500000,-1.73833610,-4.28270790
1.99000000,-1.75348840,-4.12383530
1.99500000,-1.73778860,-3.94335540
2.00000000,-1.88383190,-3.88145040
2.00500000,-1.84976190,-3.84020280
2.01000000,-1.78214920,-3.78664820
2.01500000,-1.62391810,-3.71799140
2.02000000,-1.40891160,-3.62625190
2.02500000,-1.05079630,-3.46910020
2.03000000,-0.76182349,-3.16433010
2.03500000,-0.89984766,-2.66303560
2.04000000,-1.41802580,-2.39258090
2.04500000,-2.03765450,-2.07515880
2.05000000,-3.34948610,-1.95016470
2.05500000,-4.28209120,-2.19544210
2.06000000,-4.85535850,-2.50793780
2.06500000,-4.95153270,-2.72576330
2.07000000,-5.64459370,-2.81779590
