omega_eV,Re_xx,Im_xx,Re_yy,Im_yy,Re_xy,Im_xy,Re_yx,Im_yx
1.745,2500.5581,-1436.4602,2776.332,-2743.6537,-6.9552476,-5.9174823,-11.5774672,-11.5961433
1.75,2511.4957,-1464.1769,2759.6812,-2757.7127,-7.3806375,-6.2198499,-11.0256491,-11.0821893
1.755,2526.571,-1489.99,2740.693,-2777.4629,-7.4597519,-6.1093063,-10.5162009,-10.8736621
1.76,2539.8091,-1511.6503,2728.9227,-2798.953,-8.044094,-5.802174,-10.2637142,-10.732345
1.765,2549.7734,-1533.2583,2721.905,-2821.0761,-8.49119464,-6.1756927,-10.03953136,-10.1509357
1.77,2556.9204,-1554.5553,2719.633,-2843.111,-8.50704728,-6.3768709,-9.73521792,-9.7779685
1.775,2562.3417,-1576.3198,2721.2505,-2863.5455,-8.81606764,-6.1830026,-9.56098616,-9.539343
1.78,2567.3721,-1598.7021,2720.4912,-2883.8352,-9.06389713,-6.7649148,-9.49214147,-9.0770282
1.785,2572.7793,-1621.4375,2723.4921,-2904.2949,-9.07299347,-6.93961242,-9.78832053,-8.91150078
1.79,2577.8751,-1644.8161,2728.5372,-2923.962,-9.51274206,-6.8868435,-9.82990034,-9.5973031
1.795,2584.8568,-1669.2692,2733.9819,-2942.2184,-9.5433855,-7.600109,-9.4905537,-10.052457
1.8,2593.9011,-1694.2816,2736.2161,-2959.5914,-7.61635887,-8.1042495,-7.23198773,-10.4137533
1.805,2607.7378,-1719.4697,2734.6561,-2977.678,-5.96509421,-7.9014006,-5.30686019,-10.0816208
1.81,2626.1305,-1743.6409,2731.8612,-2997.7451,-5.08264142,-7.0944107,-4.16597938,-9.8912553
1.815,2646.9345,-1765.4368,2730.958,-3019.9309,-5.16260234,-6.320499,-3.29040186,-9.709787
1.82,2666.6336,-1785.5186,2734.2355,-3043.394,-5.5900355,-6.73146443,-2.5045841,-8.58050897
1.825,2686.0976,-1804.433,2741.5126,-3067.6102,-5.9724073,-8.04727018,-2.5983161,-6.62085962
1.83,2702.1398,-1821.2823,2752.1907,-3091.8772,-6.0831221,-9.3151917,-3.4030187,-5.5412579
1.835,2713.5355,-1838.9029,2765.9562,-3116.2642,-5.44473387,-9.7554954,-3.50995413,-5.480534
1.84,2723.332,-1857.4589,2784.2795,-3140.6528,-4.26854505,-10.0782437,-2.89870715,-5.2643879
1.845,2734.1269,-1877.1271,2808.6595,-3163.0327,-2.83956868,-9.7779283,-2.27065832,-5.0768657
1.85,2745.4259,-1897.3974,2825.7506,-3184.0472,-2.11911219,-8.7502724,-1.79972361,-5.0522598
1.855,2759.6702,-1917.4369,2850.6564,-3208.128,-1.94762271,-7.9495857,-1.67947329,-4.7273375
1.86,2771.7516,-1937.0002,2875.9688,-3229.7805,-2.07012796,-7.2299585,-1.80684504,-4.3917385
1.865,2785.4345,-1957.0711,2910.4902,-3249.3739,-3.25068438,-6.02717456,-2.16884502,-4.49907744
1.87,2796.7118,-1975.7376,2936.2908,-3269.113,-4.60949888,-7.1107445,-2.65862112,-2.9850895
1.875,2807.1932,-1997.0032,2971.949,-3287.0761,-4.56472636,-8.755637,-3.87088844,-0.9488464
1.88,2819.6987,-2018.3502,2997.2583,-3304.2625,-4.47414795,-7.89528,-5.33781485,-1.5561428
1.885,2833.1673,-2039.5697,3029.2701,-3325.2231,-4.71202463,-7.2490455,-5.85120897,-2.1130321
1.89,2847.0384,-2060.2991,3069.4651,-3344.9155,-4.774502,-6.8432733,-6.0191458,-2.2721425
1.895,2859.2995,-2080.104,3111.1393,-3359.633,-5.01213335,-6.2325822,-6.66716785,-2.0330766
1.9,2869.1525,-2101.3378,3155.4614,-3373.8932,-5.82862565,-5.8540688,-7.58004915,-2.1891144
1.905,2880.1411,-2123.7329,3197.7832,-3383.2031,-6.71246739,-5.6287231,-8.32747921,-2.6288789
1.91,2892.8333,-2146.7204,3232.1948,-3391.1776,-7.1096017,-5.7538187,-8.4683365,-2.8496107
1.915,2907.6537,-2170.0591,3260.6586,-3399.3896,-7.15975415,-6.4840486,-8.40796925,-2.3525478
1.92,2924.5777,-2193.5778,3288.1765,-3410.6553,-7.04220468,-6.9275574,-8.72200212,-1.982164
1.925,2945.153,-2216.952,3325.987,-3423.2099,-6.6942792,-7.4266295,-8.8800672,-1.6882695
1.93,2968.702,-2239.1769,3369.8767,-3433.2218,-5.8666778,-7.5918919,-8.891306,-1.6198487
1.935,2993.349,-2260.412,3417.0269,-3436.184,-5.4417284,-7.5966743,-8.5324188,-1.1203609
1.94,3019.4107,-2280.7578,3466.6173,-3442.4251,-5.4095297,-7.7213642,-9.8264261,-0.375925
1.945,3047.4294,-2300.0599,3519.3052,-3439.0887,-4.3997363,-6.0462755,-11.6265597,-2.7601741
1.95,3075.7513,-2317.2869,3572.2373,-3434.878,-4.395964,-1.8944689,-10.614431,-6.8986843
1.955,3100.615,-2333.3747,3612.6836,-3423.6862,-5.4625478,-1.7586748,-8.987251,-7.105726
1.96,3121.7674,-2349.8713,3634.2053,-3412.5406,-5.4896596,-2.5493351,-8.543903,-6.0209001
1.965,3143.3496,-2367.5157,3647.6215,-3405.7687,-5.7098978,-2.0536689,-8.2086782,-6.5000695
1.97,3165.905,-2385.8812,3659.2481,-3402.1021,-6.25136169,-2.0659357,-7.55643931,-6.3490597
1.975,3190.301,-2404.5574,3667.5426,-3400.5241,-6.56043452,-3.1324998,-6.96659888,-5.2112668
1.98,3216.9041,-2423.1004,3675.8337,-3401.8306,-6.47827898,-3.95773645,-6.75597982,-4.17408255
1.985,3245.3962,-2440.9106,3685.4297,-3404.407,-6.46208626,-4.28136756,-6.72935934,-3.48588284
1.99,3274.8835,-2457.8274,3695.2232,-3407.1789,-6.68493325,-4.57564671,-6.93315955,-2.95557609
1.995,3304.3391,-2473.752,3700.5136,-3412.8452,-6.71092882,-4.6310565,-7.01562838,-2.5746239
2,3332.2023,-2489.2943,3710.3861,-3420.7874,-7.1198295,-4.8357744,-7.2825339,-2.1358096
2.005,3360.5102,-2505.1255,3723.5033,-3430.0363,-7.42883405,-5.3327186,-7.53517155,-1.50829
2.01,3390.1156,-2520.9251,3740.2085,-3439.7667,-7.57370366,-5.8683426,-7.95618694,-0.8810992
2.015,3421.6165,-2536.5377,3759.5106,-3449.765,-7.75392622,-6.1998961,-8.32219418,-0.4028531
2.02,3456.2902,-2551.5817,3782.321,-3459.5949,-7.9910072,-6.7896838,-8.9152678,0.2804506
2.025,3495.0932,-2565.1065,3807.7574,-3468.1063,-7.98981921,-7.4667476,-9.42827059,0.8296378
2.03,3536.0272,-2575.3698,3831.8169,-3475.715,-7.4581608,-8.1242028,-9.7467422,1.7107536
2.035,3574.707,-2582.3208,3856.9171,-3483.7858,-6.8787975,-8.1067912,-10.7278727,2.1548886
2.04,3605.1976,-2588.6829,3884.5612,-3491.1033,-6.8890159,-6.8553778,-12.5222713,1.1706896
2.045,3635.3276,-2596.6144,3914.5575,-3497.7688,-7.1255166,-4.5086794,-13.3033054,-1.2002668
2.05,3666.9278,-2604.5172,3947.9882,-3501.9514,-8.786956,-3.15618419,-13.95003,-2.33501341
2.055,3705.8115,-2613.7185,3979.667,-3501.4553,-10.8090954,-3.38016338,-15.0616826,-2.92423302
2.06,3756.9936,-2620.5933,4001.9564,-3500.6028,-11.605875,-3.83069247,-15.745049,-3.57432573
2.065,3821.5498,-2619.9396,4017.3272,-3499.477,-12.0005616,-4.10216735,-16.1137824,-4.26545565
2.07,3884.8172,-2607.2049,4025.7394,-3501.3152,-12.7448952,-4.36454701,-16.6235548,-4.91367579
2.075,3938.4427,-2587.9782,4036.0349,-3506.9601,-13.2044073,-5.6154305,-17.2268147,-4.8283727
2.08,3986.5554,-2559.0552,4053.5283,-3513.5,-12.5485354,-5.65773576,-18.0549106,-6.10708044
2.085,4022.4025,-2513.1103,4075.875,-3518.4334,-13.4359386,-2.9466291,-18.2331214,-10.3467713
2.09,3977.913,-2469.5999,4094.7839,-3521.8706,-14.27821348,-5.1145597,-14.93053652,-10.6661799
2.095,3920.5239,-2444.917,4114.0535,-3529.437,-12.3454898,-8.43509726,-13.4083442,-7.45983814
2.1,3851.4275,-2438.1542,4141.9885,-3535.4013,-11.2659177,-8.45778638,-14.9154143,-7.55968002
2.105,3798.7557,-2440.9837,4174.7264,-3541.807,-9.7698572,-6.6645686,-14.2108308,-10.6963456
2.11,3761.4239,-2449.4767,4210.0943,-3545.5492,-9.0409474,-5.0872629,-12.2741826,-12.2751859
2.115,3730.5267,-2459.9238,4248.8363,-3546.6278,-8.5000042,-3.6328293,-10.0736402,-13.0468347
2.12,3700.4605,-2472.8196,4280.2577,-3543.9905,-9.46237442,-4.1188081,-8.98855758,-11.4517031
2.125,3679.6791,-2490.0887,4303.8575,-3541.9845,-10.4036041,-4.7907587,-9.7981959,-10.8160005
2.13,3668.927,-2508.9524,4325.4833,-3542.3482,-10.21330809,-5.9071888,-9.21475171,-10.3634654
2.135,3668.2548,-2527.3896,4351.3735,-3543.7995,-9.78041935,-6.2015747,-8.43877905,-9.9842453
2.14,3672.2414,-2544.2239,4380.7978,-3544.1717,-10.31577984,-6.6358722,-8.61863396,-9.7083342
2.145,3675.7032,-2557.5421,4411.0921,-3542.4104,-10.1326021,-7.75738035,-8.1177243,-9.71595745
2.15,3672.7949,-2572.2098,4435.4135,-3538.8007,-8.8036049,-8.70685838,-6.6125907,-9.27692322
2.155,3669.3819,-2589.0127,4457.3048,-3537.6211,-7.631105,-9.34617878,-5.2460144,-8.45875942
2.16,3669.2319,-2607.7536,4483.7969,-3536.7156,-6.749012,-10.073195,-4.4402528,-7.3487208
2.165,3673.5736,-2627.2066,4514.0773,-3534.53,-6.08802853,-10.6212525,-4.19929727,-6.5282667
2.17,3680.8561,-2646.5987,4544.0613,-3529.0827,-4.88370917,-11.2370208,-3.48230523,-6.248384
2.175,3689.579,-2665.8189,4568.5347,-3521.0964,-2.17563699,-10.7813883,-1.36666521,-5.9803139
2.18,3700.6242,-2685.6806,4586.1946,-3513.2486,-1.69934816,-9.2698718,-1.14445624,-5.3348796
2.185,3716.007,-2705.3331,4605.521,-3504.878,-2.64715185,-7.9854692,-1.85444775,-5.1610062
2.19,3733.6823,-2724.0883,4616.1217,-3492.8808,-4.4093525,-8.9160233,-2.3662979,-3.6882861
2.195,3754.0566,-2741.8592,4619.0839,-3484.2173,-5.05030322,-10.7969079,-3.63154458,-1.6629333
2.2,3773.5228,-2755.5631,4620.0153,-3475.8589,-4.21506417,-12.3153044,-4.39048843,-0.8748146
2.205,3787.4314,-2769.1407,4615.5767,-3468.6481,-2.4199594,-12.4277816,-4.4238682,-0.3598912
2.21,3796.3073,-2782.6651,4606.7135,-3462.082,-1.2429511,-11.6294496,-5.0038427,0.2290562
2.215,3798.3008,-2799.0577,4583.8377,-3459.7707,-1.7898647,-9.9265114,-7.2130445,-0.3770574
2.22,3803.798,-2819.133,4565.9905,-3466.1487,-2.7297812,-8.7572295,-9.0240744,-1.7750245
2.225,3815.6254,-2840.4851,4564.0616,-3476.4967,-3.0252293,-8.07776,-9.8892483,-3.2375782
2.23,3833.9567,-2862.2559,4579.9356,-3483.4744,-2.8862511,-7.560658,-10.1208353,-4.6338216
2.235,3859.0738,-2882.8116,4612.2994,-3479.0306,-2.209613,-7.5129734,-9.9335342,-5.0381072
2.24,3887.0918,-2900.1186,4579.9613,-3470.661,-1.982363,-6.3317529,-10.1904924,-6.9646049
2.245,3914.8144,-2915.3244,4569.2618,-3480.9928,-0.7443529,-5.2204093,-8.5941823,-7.8528531
2.25,3939.7575,-2926.7388,4569.2979,-3494.0211,-0.5489021,-4.7963204,-7.9571883,-8.2807048
2.255,3952.1927,-2941.33,4577.5108,-3509.6017,-0.0262321000000001,-4.5330668,-7.4056683,-7.8196188
2.26,3971.573,-2957.5583,4600.2353,-3525.0072,0.441161,-3.3960691,-7.8383548,-7.8062051
2.265,3993.4632,-2973.0299,4634.0766,-3537.645,-0.5735713,-1.3299132,-9.6340425,-9.500278
2.27,4015.0721,-2989.6184,4672.3443,-3545.5244,-1.4417462,1.1490703,-10.4597486,-12.9857621
2.275,4038.977,-3006.9301,4710.6977,-3550.7575,-2.4969037,3.0975666,-9.2999695,-15.6704496
2.28,4068.2335,-3025.128,4748.8946,-3553.6524,-3.108243,3.7155985,-8.3875952,-16.9681595
2.285,4101.0977,-3041.945,4784.2877,-3554.9312,-3.3604193,5.0386932,-6.9583625,-18.5306388
2.29,4137.3406,-3059.4938,4819.5288,-3556.254,-4.392498,6.7589567,-6.5158824,-20.6105953
2.295,4182.5368,-3074.9225,4861.0271,-3556.5098,-5.4674973,9.9150957,-5.0530499,-24.4587723
2.3,4227.8228,-3085.4127,4899.1023,-3550.9122,-8.5622024,11.1811025,-1.1164394,-26.0797455
2.305,4266.3095,-3093.1928,4927.3438,-3544.3665,-11.5418409,3.9740128,2.4643937,-19.6895392
2.31,4301.0366,-3102.3251,4953.6342,-3536.851,-10.5100334,-4.9396226,3.1085174,-11.0310476
2.315,4339.6609,-3110.3066,4964.5488,-3527.6973,-7.8944352,-8.15087106,1.7472992,-7.52659794
2.32,4371.4056,-3116.4412,4966.5283,-3524.8639,-6.5849526,-7.62453392,0.211182,-7.87427568
2.325,4398.3341,-3125.5747,4972.4201,-3527.2803,-6.1676823,-6.91229657,-0.4193199,-8.77433383
2.33,4431.173,-3136.4464,4984.734,-3530.3472,-5.7100906,-6.7245835,-0.3595846,-9.3190801
2.335,4468.1031,-3145.6872,4996.3844,-3533.1626,-5.2028606,-6.8620447,0.4808402,-9.3548833
2.34,4506.6663,-3153.874,5008.7602,-3537.5567,-4.6078232,-7.1889188,1.294312,-8.792718
2.345,4538.7961,-3155.6478,5021.805,-3541.754,-3.77026422,-7.84624138,2.35302658,-8.31565222
2.35,4561.7894,-3163.838,5037.1723,-3547.7318,-3.21219028,-8.35015636,2.98507272,-7.55515544
2.355,4591.4617,-3173.5721,5055.8112,-3553.2744,-2.19932681,-8.7890772,3.87124139,-6.6269136
2.36,4626.4984,-3182.4979,5075.5095,-3557.6495,-1.578079,-9.5764434,4.5166954,-4.9400996
2.365,4658.8562,-3187.7005,5095.0337,-3561.9928,-0.6263548,-9.8567784,4.5563852,-3.6299374
2.37,4686.405,-3193.4813,5113.5062,-3566.3296,-0.2909762,-9.6603774,4.2831278,-2.7234708
2.375,4712.371,-3199.7258,5134.7336,-3571.6563,-0.1236783,-9.7181871,3.7623581,-1.8880981
2.38,4731.5196,-3207.4247,5160.2643,-3577.0157,0.571972,-9.118947,3.6437272,-1.82918
2.385,4750.2143,-3221.0408,5189.6854,-3582.0467,0.2838664,-8.7981134,3.0337416,-1.2140452
2.39,4782.2556,-3236.7802,5225.7679,-3584.6733,-0.18217124,-8.9469952,1.87433076,-0.4176146
2.395,4822.3473,-3250.6249,5264.2603,-3583.1978,-0.93858049,-9.3324254,0.14310127,-0.489481400000001
2.4,4860.3422,-3262.3602,5295.2668,-3576.117,-0.07297779,-9.1007383,-0.05285125,-1.6764853
2.405,4897.0563,-3276.5443,5313.7427,-3569.0113,0.71719558,-8.0878581,0.98166406,-3.0716473
2.41,4939.998,-3292.8834,5324.6233,-3567.8277,1.86029963,-8.4060213,2.68584577,-2.5656043
2.415,4995.0674,-3310.2306,5341.9894,-3569.2442,2.52816101,-9.2633883,3.73030279,-0.9766529
2.42,5074.9741,-3321.5942,5364.4031,-3571.0115,4.46569512,-13.5091137,3.50232348,4.3985955
2.425,5136.3516,-3328.214,5387.6063,-3571.8867,7.1707084,-11.1480977,1.775771,2.6989675
2.43,5235.8486,-3337.0933,5412.9293,-3570.8794,9.4104252,-5.2298918,0.6287964,-2.1157912
2.435,5318.4734,-3320.9062,5428.5015,-3570.119,8.0956222,-2.37719191,2.9853694,-3.04957369
2.44,5401.6042,-3307.6489,5443.2699,-3573.2942,6.9292602,0.022621,3.5303476,-4.07358
2.445,5465.8608,-3278.9464,5459.9226,-3579.143,4.53659687,0.4780267,3.50182573,-3.7751637
2.45,5494.9084,-3255.7065,5483.7562,-3587.7149,4.28738984,-1.42575496,4.30632896,-2.02832024
2.455,5520.0618,-3245.273,5516.4382,-3596.6891,4.54630534,-1.85187426,4.65825226,-1.19510874
2.46,5557.8464,-3238.3277,5553.9736,-3606.6713,5.22587475,-2.07880904,6.04161005,-0.87141476
2.465,5607.2571,-3231.8036,5600.9292,-3615.8055,5.96450432,-2.2514646,7.70334228,0.1112534
2.47,5662.1,-3222.6498,5663.9688,-3627.3492,7.33411914,-3.15891328,9.02249046,1.83704352
2.475,5715.2552,-3209.1433,5744.1002,-3632.3681,9.72539166,-3.40344282,10.01588874,3.70872638
2.48,5764.0899,-3194.4456,5827.6615,-3630.3327,9.93719736,-1.360377,9.47254244,4.8466428
2.485,5811.2484,-3178.6844,5907.669,-3620.523,8.40569232,-0.2514908,7.50467848,5.7701818
2.49,5855.3317,-3159.7696,5976.4992,-3607.1015,7.91407239,1.2132808,6.32646821,5.6344994
2.495,5894.0042,-3141.9891,6041.0045,-3593.4384,6.29801599,2.4718986,5.05568001,4.9720048
2.5,5934.4052,-3121.7894,6105.8003,-3577.7824,4.8947568,2.64461128,4.508693,4.44110012
2.505,5970.0757,-3099.8025,6171.4422,-3560.279,4.90745262,2.122509,5.04439138,5.4917928
2.51,6003.1415,-3076.2888,6240.8353,-3539.0782,4.70918998,1.7738105,4.39005202,7.5599969
2.515,6029.0756,-3050.1708,6310.0001,-3511.6428,4.02551695,2.204293,2.47866065,7.7426756
2.52,6039.4579,-3022.6561,6365.726,-3475.4365,4.4865309,4.99894594,0.2914667,5.11655986
2.525,6041.1275,-3001.7275,6399.6636,-3435.7636,3.41784769,4.3357272,2.79656511,5.1351232
2.53,6051.1858,-2984.6665,6420.6908,-3402.7746,5.03722617,3.9924567,3.84092383,6.6513477
2.535,6061.2746,-2966.0783,6428.9188,-3373.7984,3.16864794,6.10101052,1.95979826,6.77576388
2.54,6070.2011,-2947.4061,6438.697,-3350.1669,1.31937124,6.94305334,0.45974498,6.55704406
2.545,6073.5944,-2928.3037,6452.4164,-3329.6752,-1.54424328,7.09945577,-1.89269272,6.77233203
2.55,6070.5116,-2911.2442,6472.6208,-3309.1281,-4.85772086,6.62348232,-4.47693114,7.10984788
2.555,6065.5013,-2897.0349,6496.8108,-3287.4609,-6.64011498,5.25509164,-6.35503422,6.59628816
2.56,6060.4048,-2886.5229,6517.1416,-3259.5477,-7.78831651,3.7486213,-7.81445269,5.8342867
2.565,6062.5058,-2877.3724,6516.8917,-3238.7117,-8.36378146,2.7389247,-8.59787614,4.8647899
2.57,6065.8902,-2865.9978,6537.8576,-3220.3862,-7.61611167,1.6388692,-8.62237853,3.803791
2.575,6070.4695,-2854.323,6546.8595,-3192.934,-6.96390812,0.9759718,-8.83387688,2.0498924
2.58,6065.9588,-2842.6034,6548.0709,-3172.6498,-3.68305705,1.69508843,-5.17975775,-0.25874881
2.585,6063.2391,-2834.3675,6547.597,-3153.5127,-1.64947482,2.04433454,-2.81015538,-0.61295046
2.59,6062.5382,-2824.4921,6545.3215,-3138.8315,0.54215786,3.0715439,-0.07608264,-0.7109751
2.595,6053.9351,-2814.3799,6549.3792,-3125.7915,1.72520552,4.3996061,2.06058308,-0.2461703
2.6,6037.8334,-2807.5075,6556.9844,-3112.5764,2.12686375,5.4800627,3.48890885,1.0483727
2.605,6020.9728,-2803.8631,6566.3071,-3098.4885,1.00666134,5.46809265,2.92189166,3.62459755
2.61,6001.2967,-2802.351,6572.8165,-3083.2561,0.32813955,5.69586745,1.93085645,4.91541695
2.615,5978.1422,-2806.4223,6574.6533,-3070.4094,-0.91762672,6.28661523,0.63918246,5.30213917
2.62,5964.9568,-2815.3382,6579.0061,-3057.119,-1.86129866,6.19971457,-0.1204689,6.29274143
2.625,5961.1356,-2826.3795,6583.1199,-3046.8107,-3.39297592,6.25601154,-1.72519408,6.86640466
2.63,5966.2897,-2837.6804,6591.5718,-3031.9639,-4.62984768,5.0981511,-3.00342992,7.7390149
2.635,5976.9627,-2847.9435,6588.9923,-3018.1634,-5.36147596,4.4912742,-4.59383664,7.5644188
2.64,5990.9441,-2857.2472,6582.9658,-3006.6998,-5.05653404,4.5281551,-4.75223156,7.1490375
2.645,6006.9138,-2866.7158,6574.6543,-2997.9448,-4.68666624,5.0053342,-4.62538996,7.4361546
2.65,6025.1511,-2875.4172,6561.887,-2993.5566,-6.11890193,5.263454,-6.15712367,7.4334856
2.655,6045.6869,-2884.7955,6560.2896,-2995.4332,-6.60398084,5.0344855,-6.75124996,8.0093477
2.66,6070.4805,-2892.9201,6575.0268,-2997.9228,-7.74700206,4.6539962,-8.51788174,8.946905
2.665,6094.0998,-2900.0072,6601.4373,-2997.9647,-9.24326123,4.7551647,-11.08123477,8.7494643
2.67,6117.4617,-2907.3306,6634.0242,-2994.3398,-10.4118311,4.718806,-12.9242969,7.7938368
2.675,6140.8401,-2915.0211,6662.3356,-2985.0945,-10.7123718,4.96787044,-13.5863142,6.46831476
2.68,6165.7099,-2923.2381,6690.3304,-2980.9691,-11.141894,4.8057383,-13.923118,5.9434287
2.685,6191.8884,-2931.4235,6728.7276,-2975.5705,-11.2776508,4.59361754,-14.1190532,5.58464526
2.69,6219.4553,-2939.4826,6775.1213,-2966.8447,-11.5779048,4.37891967,-14.7085092,5.57733133
2.695,6247.7857,-2947.7221,6824.1753,-2953.1166,-12.3153481,4.49390965,-15.8585679,4.87923435
2.7,6277.688,-2956.5994,6869.1297,-2932.3693,-12.6805567,4.56167247,-16.2065473,3.67889373
2.705,6310.5042,-2966.1381,6898.543,-2907.678,-12.5609441,4.61987775,-15.7204879,3.20770785
2.71,6347.7764,-2975.9588,6914.544,-2884.223,-12.9408791,3.99209288,-15.7554449,3.27912552
2.715,6389.545,-2983.5738,6927.2378,-2864.7067,-12.6376429,3.67458394,-15.1410511,3.56675646
2.72,6433.6029,-2991.8729,6945.617,-2842.8064,-12.9276226,3.01133578,-15.4710294,4.25056002
2.725,6482.8795,-2998.9577,6947.7224,-2818.3574,-13.1666265,2.5050464,-15.9926835,4.8549106
2.73,6536.081,-3004.3254,6942.0872,-2799.06,-14.0081403,1.9809587,-17.2521897,5.0959081
