omega_eV,Re,Im
1.50000000,-1.83153880,6.03825150
1.50500000,-1.97067280,4.67775420
1.51000000,-2.34784840,4.44397170
1.51500000,-2.37852810,1.61017400
1.52000000,-1.79220460,1.78042570
1.52500000,-1.62355540,1.02868460
1.53000000,-1.45302960,0.81058183
1.53500000,-1.17045800,0.48038914
1.54000000,-1.01040370,0.26772397
1.54500000,-0.75617641,-0.04141672
1.55000000,-0.56104121,-0.24377373
1.55500000,-0.29091901,-0.39449964
1.56000000,0.00698109,-0.13828997
1.56500000,0.15704367,0.10476395
1.57000000,0.31248808,0.35852574
1.57500000,0.43011352,0.68827224
1.58000000,0.53591794,1.05159050
1.58500000,0.55856149,1.55735070
1.59000000,0.50357423,1.68571390
1.59500000,0.59679658,2.24450890
1.60000000,0.54863059,2.73785580
1.60500000,0.55361030,3.18916770
1.61000000,0.70045937,3.78925000
1.61500000,1.08490460,5.94747160
1.62000000,0.90471381,11.02295400
1.62500000,-1.30920510,15.57367500
1.63000000,-4.22348730,18.27897100
1.63500000,-10.96253500,5.49797820
1.64000000,-8.34899580,-2.51203110
1.64500000,-5.14323160,0.45539081
1.65000000,-5.21103010,0.59658622
1.65500000,-5.23667690,-0.08549816
1.66000000,-5.20172660,-2.50712870
1.66500000,-4.46361800,-3.67603370
1.67000000,-4.46465860,-3.87668490
1.67500000,-4.27712510,-5.94854570
1.68000000,-3.69415460,-7.92246020
1.68500000,-2.57009950,-9.90615040
1.69000000,-1.15745670,-10.57930400
1.69500000,0.47569068,-9.13591170
1.70000000,0.69290507,-7.09775750
1.70500000,0.91530280,-7.63638800
1.71000000,2.46877230,-7.37371290
1.71500000,2.68159350,-5.78270340
1.72000000,3.57480670,-4.98632910
1.72500000,3.47229160,-2.89635420
1.73000000,3.61101660,-1.43666680
1.73500000,3.48117210,0.18739686
1.74000000,3.12789460,1.89320980
1.74500000,2.31110980,2.83933050
1.75000000,1.82250580,2.43116970
1.75500000,1.52822450,2.38217790
1.76000000,1.10981010,2.46508550
1.76500000,0.77416836,1.98762150
1.77000000,0.61408532,1.70054880
1.77500000,0.37245926,1.67817020
1.78000000,0.21412217,1.15605670
1.78500000,0.35766353,0.98594418
1.79000000,0.15857914,1.35522980
1.79500000,-0.02641590,1.22617400
1.80000000,-0.19218557,1.15475190
1.80500000,-0.32911701,1.09011010
1.81000000,-0.45833102,1.39842230
1.81500000,-0.93610024,1.69464400
1.82000000,-1.54272570,0.92452227
1.82500000,-1.68704560,-0.71320528
1.83000000,-1.34005170,-1.88696690
1.83500000,-0.96738987,-2.13748070
1.84000000,-0.68491895,-2.40692790
1.84500000,-0.28445518,-2.35053130
1.85000000,-0.15969429,-1.84900630
1.85500000,-0.13407471,-1.61112410
1.86000000,-0.13164146,-1.41911000
1.86500000,-0.54091968,-0.76404856
1.87000000,-0.97543888,-2.06282750
1.87500000,-0.34691896,-3.90339530
1.88000000,0.43183345,-3.16956860
1.88500000,0.56959217,-2.56800670
1.89000000,0.62232190,-2.28556540
1.89500000,0.82751725,-2.09975280
1.90000000,0.87571175,-1.83247720
1.90500000,0.80750591,-1.49992210
1.91000000,0.67936740,-1.45210400
1.91500000,0.62410755,-2.06575040
1.92000000,0.83989872,-2.47269670
1.92500000,1.09289400,-2.86918000
1.93000000,1.51231410,-2.98602160
1.93500000,1.54534520,-3.23815670
1.94000000,2.20844820,-3.67271960
1.94500000,3.61341170,-1.64305070
1.95000000,3.10923350,2.50210770
1.95500000,1.76235160,2.67352560
1.96000000,1.52712170,1.73578250
1.96500000,1.24939020,2.22320030
1.97000000,0.65253881,2.14156200
1.97500000,0.20308218,1.03938350
1.98000000,0.13885042,0.10817305
1.98500000,0.13363654,-0.39774236
1.99000000,0.12411315,-0.81003531
1.99500000,0.15234978,-1.02821630
2.00000000,0.08135220,-1.34998240
2.00500000,0.05316875,-1.91221430
2.01000000,0.19124164,-2.49362170
2.01500000,0.28413398,-2.89852150
2.02000000,0.46213030,-3.53506720
2.02500000,0.71922569,-4.14819270
2.03000000,1.14429070,-4.91747820
2.03500000,1.92453760,-5.13083990
2.04000000,2.81662770,-4.01303370
2.04500000,3.08889440,-1.65420630
2.05000000,2.58153700,-0.41058539
2.05500000,2.12629360,-0.22796518
2.06000000,2.06958700,-0.12818337
2.06500000,2.05661040,0.08164415
2.07000000,1.93932980,0.27456439
