omega_eV,Re,Im
1.50000000,-5.97380190,5.65547370
1.50500000,-7.01179890,6.10402510
1.51000000,-8.47605350,6.17264150
1.51500000,-8.76610250,6.28616360
1.52000000,-9.50435740,6.32474510
1.52500000,-9.63838760,6.39685890
1.53000000,-9.96833570,6.61278220
1.53500000,-10.37204000,6.87536480
1.54000000,-11.19481000,7.07370570
1.54500000,-11.58176100,7.09417660
1.55000000,-12.30488100,7.35503830
1.55500000,-12.92852300,7.38006090
1.56000000,-13.78665800,7.56576780
1.56500000,-14.91870500,7.58862060
1.57000000,-15.79658300,7.42942120
1.57500000,-16.31956700,7.27566290
1.58000000,-16.94511500,7.24299180
1.58500000,-17.84335500,7.12869560
1.59000000,-18.59868600,6.82654100
1.59500000,-19.13291500,6.51682430
1.60000000,-19.38766700,6.32074910
1.60500000,-20.36968500,6.13350830
1.61000000,-21.94097800,5.75195300
1.61500000,-23.39580600,5.40078140
1.62000000,-24.54269400,3.50021190
1.62500000,-23.07932900,2.28339530
1.63000000,-22.53200700,1.89921840
1.63500000,-21.40012200,0.96005746
1.64000000,-21.16233500,1.22204280
1.64500000,-21.55576900,0.94516899
1.65000000,-22.44869800,1.00430510
1.65500000,-23.54591400,0.57180332
1.66000000,-25.84158500,0.66073427
1.66500000,-31.40293200,-1.22362290
1.67000000,-30.48035300,-3.99076720
1.67500000,-28.45253300,-5.91151710
1.68000000,-25.55638100,-7.07012210
1.68500000,-22.82085400,-7.91362770
1.69000000,-19.61629800,-8.20969160
1.69500000,-18.35516200,-7.96924040
1.70000000,-19.65654400,-8.41983600
1.70500000,-18.54670600,-10.32241700
1.71000000,-14.40509700,-10.84593000
1.71500000,-12.88983000,-10.59186100
1.72000000,-11.73160500,-11.26493700
1.72500000,-9.09213830,-10.78504200
1.73000000,-8.23445580,-10.06403800
1.73500000,-8.33536570,-9.41379460
1.74000000,-8.68148710,-9.01435400
1.74500000,-9.26635740,-8.75681280
1.75000000,-9.20314330,-8.65101960
1.75500000,-8.98797640,-8.49148420
1.76000000,-9.15390410,-8.26725950
1.76500000,-9.26536300,-8.16331420
1.77000000,-9.12113260,-8.07741970
1.77500000,-9.18852690,-7.86117280
1.78000000,-9.27801930,-7.92097150
1.78500000,-9.43065700,-7.92555660
1.79000000,-9.67132120,-8.24207330
1.79500000,-9.51696960,-8.82628300
1.80000000,-7.42417330,-9.25900140
1.80500000,-5.63597720,-8.99151070
1.81000000,-4.62431040,-8.49283300
1.81500000,-4.22650210,-8.01514300
1.82000000,-4.04730980,-7.65598670
1.82500000,-4.28536170,-7.33406490
1.83000000,-4.74307040,-7.42822480
1.83500000,-4.47734400,-7.61801470
1.84000000,-3.58362610,-7.67131580
1.84500000,-2.55511350,-7.42739700
1.85000000,-1.95941790,-6.90126610
1.85500000,-1.81354800,-6.33846160
1.86000000,-1.93848650,-5.81084850
1.86500000,-2.70976470,-5.26312600
