omega_eV,Re,Im
1.50000000,2547.99530000,-2826.34270000
1.50500000,2571.20840000,-2829.36390000
1.51000000,2597.14950000,-2829.63390000
1.51500000,2616.75290000,-2827.45810000
1.52000000,2627.71540000,-2825.44350000
1.52500000,2638.45980000,-2827.22700000
1.53000000,2652.47250000,-2829.19570000
1.53500000,2666.16250000,-2830.67940000
1.54000000,2680.16640000,-2832.12160000
1.54500000,2689.15850000,-2832.35120000
1.55000000,2696.28760000,-2835.72450000
1.55500000,2705.21380000,-2839.77550000
1.56000000,2713.00600000,-2844.69010000
1.56500000,2723.16410000,-2850.89650000
1.57000000,2736.13310000,-2857.40380000
1.57500000,2752.43680000,-2863.25680000
1.58000000,2770.63350000,-2867.67270000
1.58500000,2786.24580000,-2870.32510000
1.59000000,2798.82950000,-2873.79470000
1.59500000,2812.36120000,-2877.49570000
1.60000000,2825.89510000,-2881.69060000
1.60500000,2843.64130000,-2886.70970000
1.61000000,2868.27950000,-2889.76180000
1.61500000,2894.18180000,-2890.53210000
1.62000000,2919.53280000,-2891.12830000
1.62500000,2952.04650000,-2891.21570000
1.63000000,3000.52130000,-2887.19050000
1.63500000,3025.13140000,-2865.52590000
1.64000000,3039.46480000,-2856.44010000
1.64500000,3052.46670000,-2844.45360000
1.65000000,3068.09520000,-2837.75220000
1.65500000,3084.91610000,-2828.07810000
1.66000000,3098.95680000,-2820.84860000
1.66500000,3122.50820000,-2810.87630000
1.67000000,3134.25530000,-2797.48510000
1.67500000,3149.67290000,-2787.21210000
1.68000000,3172.79840000,-2773.96630000
1.68500000,3194.87890000,-2752.41120000
1.69000000,3195.86010000,-2725.22180000
1.69500000,3182.01610000,-2697.49580000
1.70000000,3144.33090000,-2667.09110000
1.70500000,3076.15910000,-2646.62500000
1.71000000,3006.84160000,-2639.71560000
1.71500000,2943.13260000,-2643.62960000
1.72000000,2888.74160000,-2652.02260000
1.72500000,2839.96310000,-2668.73910000
1.73000000,2808.37700000,-2690.02470000
1.73500000,2791.49950000,-2711.73740000
1.74000000,2786.47100000,-2729.94840000
1.74500000,2776.33200000,-2743.65370000
1.75000000,2759.68120000,-2757.71270000
1.75500000,2740.69300000,-2777.46290000
1.76000000,2728.92270000,-2798.95300000
1.76500000,2721.90500000,-2821.07610000
1.77000000,2719.63300000,-2843.11100000
1.77500000,2721.25050000,-2863.54550000
1.78000000,2720.49120000,-2883.83520000
1.78500000,2723.49210000,-2904.29490000
1.79000000,2728.53720000,-2923.96200000
1.79500000,2733.98190000,-2942.21840000
1.80000000,2736.21610000,-2959.59140000
1.80500000,2734.65610000,-2977.67800000
1.81000000,2731.86120000,-2997.74510000
1.81500000,2730.95800000,-3019.93090000
1.82000000,2734.23550000,-3043.39400000
1.82500000,2741.51260000,-3067.61020000
1.83000000,2752.19070000,-3091.87720000
1.83500000,2765.95620000,-3116.26420000
1.84000000,2784.27950000,-3140.65280000
1.84500000,2808.65950000,-3163.03270000
1.85000000,2825.75060000,-3184.04720000
1.85500000,2850.65640000,-3208.12800000
1.86000000,2875.96880000,-3229.78050000
1.86500000,2910.49020000,-3249.37390000
1.87000000,2936.29080000,-3269.11300000
1.87500000,2971.94900000,-3287.07610000
1.88000000,2997.25830000,-3304.26250000
1.88500000,3029.27010000,-3325.22310000
1.89000000,3069.46510000,-3344.91550000
1.89500000,3111.13930000,-3359.63300000
1.90000000,3155.46140000,-3373.89320000
1.90500000,3197.78320000,-3383.20310000
1.91000000,3232.19480000,-3391.17760000
1.91500000,3260.65860000,-3399.38960000
1.92000000,3288.17650000,-3410.65530000
1.92500000,3325.98700000,-3423.20990000
1.93000000,3369.87670000,-3433.22180000
1.93500000,3417.02690000,-3436.18400000
1.94000000,3466.61730000,-3442.42510000
1.94500000,3519.30520000,-3439.08870000
1.95000000,3572.23730000,-3434.87800000
1.95500000,3612.68360000,-3423.68620000
1.96000000,3634.20530000,-3412.54060000
1.96500000,3647.62150000,-3405.76870000
1.97000000,3659.24810000,-3402.10210000
1.97500000,3667.54260000,-3400.52410000
1.98000000,3675.83370000,-3401.83060000
1.98500000,3685.42970000,-3404.40700000
1.99000000,3695.22320000,-3407.17890000
1.99500000,3700.51360000,-3412.84520000
2.00000000,3710.38610000,-3420.78740000
2.00500000,3723.50330000,-3430.03630000
2.01000000,3740.20850000,-3439.76670000
2.01500000,3759.51060000,-3449.76500000
2.02000000,3782.32100000,-3459.59490000
2.02500000,3807.75740000,-3468.10630000
2.03000000,3831.81690000,-3475.71500000
2.03500000,3856.91710000,-3483.78580000
2.04000000,3884.56120000,-3491.10330000
2.04500000,3914.55750000,-3497.76880000
2.05000000,3947.98820000,-3501.95140000
2.05500000,3979.66700000,-3501.45530000
2.06000000,4001.95640000,-3500.60280000
2.06500000,4017.32720000,-3499.47700000
2.07000000,4025.73940000,-3501.31520000
2.07500000,4036.03490000,-3506.96010000
2.08000000,4053.52830000,-3513.50000000
2.08500000,4075.87500000,-3518.43340000
2.09000000,4094.78390000,-3521.87060000
2.09500000,4114.05350000,-3529.43700000
2.10000000,4141.98850000,-3535.40130000
2.10500000,4174.72640000,-3541.80700000
2.11000000,4210.09430000,-3545.54920000
2.11500000,4248.83630000,-3546.62780000
2.12000000,4280.25770000,-3543.99050000
2.12500000,4303.85750000,-3541.98450000
2.13000000,4325.48330000,-3542.34820000
2.13500000,4351.37350000,-3543.79950000
2.14000000,4380.79780000,-3544.17170000
2.14500000,4411.09210000,-3542.41040000
2.15000000,4435.41350000,-3538.80070000
