case_label,eps_percent,pair_n_1based,pair_m_1based,node1_chirality,node2_chirality,point_index,delta_k_frac,band_n_index,band_m_index,band_56_raw_HR_E_eV,band_57_raw_HR_E_eV,band_n_energy_eV,band_m_energy_eV,energy_reference,pair_distance_frac,node1_delta_k_frac,node2_delta_k_frac,node1_E_minus_EF_eV,node2_E_minus_EF_eV,fermi_energy_eV,case_short,selected_pair_id,family_plus,family_minus,band_energy_reference
00_Optimized_Structure,0.0,56,57,1,-1,166,0.0454087763109069,56,57,8.559582546730324,8.592635527114613,8.559582546730324,8.592635527114613,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,167,0.0460062602097347,56,57,8.559332702555135,8.593450903787126,8.559332702555135,8.593450903787126,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,168,0.0466037441085624,56,57,8.559084583179123,8.594251660424263,8.559084583179123,8.594251660424263,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,169,0.0472012280073901,56,57,8.55883818883101,8.595033493184332,8.55883818883101,8.595033493184332,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,170,0.0477987119062178,56,57,8.558593516529061,8.595789715976064,8.558593516529061,8.595789715976064,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,171,0.0483961958050456,56,57,8.558350560186563,8.596510573639687,8.558350560186563,8.596510573639687,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,172,0.0489936797038733,56,57,8.558109310713412,8.59718419010848,8.558109310713412,8.59718419010848,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,173,0.049591163602701,56,57,8.55786975611493,8.597801334177714,8.55786975611493,8.597801334177714,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,174,0.0501886475015287,56,57,8.557631881588685,8.598361886180635,8.557631881588685,8.598361886180635,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,175,0.0507861314003564,56,57,8.557395669620075,8.598875120351025,8.557395669620075,8.598875120351025,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,176,0.0513836152991842,56,57,8.557161100077165,8.599353347227021,8.557161100077165,8.599353347227021,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,177,0.0519810991980119,56,57,8.55692815030516,8.599806833038695,8.55692815030516,8.599806833038695,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,178,0.0525785830968396,56,57,8.556696795220743,8.600242662980879,8.556696795220743,8.600242662980879,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,179,0.0531760669956673,56,57,8.556467007406535,8.60066541428641,8.556467007406535,8.60066541428641,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
00_Optimized_Structure,0.0,56,57,1,-1,180,0.0537735508944951,56,57,8.556238757205683,8.601078021971292,8.556238757205683,8.601078021971292,raw_HR_eigenvalue_eV,0.0575471017889902,-0.0287735508944951,0.0287735508944951,0.00304302,0.0589698,0.0,0%,pair_04,F08,F03,raw_HR_eigenvalue_eV
