path,strain_percent,case_label,case_short,family_id,pair_id,chirality,k1_centered,k2_centered,k3_centered,energy_minus_EF_eV,tilt_ratio,typeII_flag,singular_v1,singular_v2,singular_v3,mean_cone_slope_eV_per_reduced_dk,min_cone_slope_eV_per_reduced_dk,max_cone_slope_eV_per_reduced_dk,detB,condition_G,stability_indicator,window,window_reduced_dk,status
b,0.1,Strain_b_Tension_0.1pct,b +0.1%,F02,b_pair_03,-1,-0.12196767,-0.1026211299999999,0.0087971599999999,0.05850385,1.3276995113592833,True,2.1541403987526153,0.861868546953026,0.10828281849170904,1.0414305880657835,0.10828281849170904,2.1541403987526153,0.20103634919517283,395.7572760276182,0.05026729852632247,analytic_dH,0.0,ok
b,0.2,Strain_b_Tension_0.2pct,b +0.2%,F02,b_pair_03,-1,-0.12169022,-0.10276152,0.00925863,0.05785921,1.358700990417595,True,2.120704626875033,0.8686995064082045,0.1089127465263673,1.0327722932698684,0.1089127465263673,2.120704626875033,0.20064505867029944,379.1429175102602,0.05135686749873122,analytic_dH,0.0,ok
b,0.3,Strain_b_Tension_0.3pct,b +0.3%,F02,b_pair_03,-1,-0.12139552,-0.1027891199999999,0.0097455699999999,0.05725154,1.376473368141692,True,2.0841201689096764,0.874224627433378,0.10770464240995235,1.0220164795843356,0.10770464240995235,2.0841201689096764,0.19623669291191323,374.4351977156014,0.05167871028583677,analytic_dH,0.0,ok
b,0.4,Strain_b_Tension_0.4pct,b +0.4%,F02,b_pair_03,-1,-0.12103499,-0.1030742099999999,0.00791998,0.05696864,1.3047209336782855,True,2.0732249267907115,0.8810577925341766,0.11406307593445747,1.0227819317531153,0.11406307593445747,2.0732249267907115,0.2083511478822663,330.3715839861883,0.055017221942736144,analytic_dH,0.0,ok
b,0.5,Strain_b_Tension_0.5pct,b +0.5%,F02,b_pair_03,-1,-0.1207460099999999,-0.10312674,0.00795385,0.05630888,1.3162242682975782,True,2.0473294330280543,0.8847746577845679,0.1141684963364365,1.015424195716353,0.1141684963364365,2.0473294330280543,0.20680769113635497,321.57545861263173,0.05576459483981446,analytic_dH,0.0,ok
b,0.0,00_Optimized_Structure,0%,F03,b_pair_04,-1,0.12228328,0.10249297,-0.0076273900000001,0.0589698,1.2707705778109304,True,2.1905811991916355,0.8588801759197952,0.10694205197522605,1.0521344756955522,0.10694205197522605,2.1905811991916355,0.2012057778091378,419.58667343397286,0.048819031230017684,analytic_dH,0.0,ok
b,0.1,Strain_b_Tension_0.1pct,b +0.1%,F03,b_pair_04,-1,0.1219723499999999,0.10252389,-0.0091486499999999,0.05847095,1.334344419329368,True,2.1592443931913587,0.8611135301396476,0.10845750864971092,1.0429384773269057,0.10845750864971092,2.1592443931913587,0.2016609634752955,396.3550106424689,0.05022938069988962,analytic_dH,0.0,ok
b,0.2,Strain_b_Tension_0.2pct,b +0.2%,F03,b_pair_04,-1,0.12169666,0.1027160299999999,-0.00947695,0.0578597,1.3587530680417534,True,2.1275379525715463,0.8684568590420724,0.10927351500397407,1.0350894422058643,0.10927351500397407,2.1275379525715463,0.20190193394357175,379.0747049779199,0.05136148799220979,analytic_dH,0.0,ok
b,0.3,Strain_b_Tension_0.3pct,b +0.3%,F03,b_pair_04,-1,0.1213973699999999,0.10274264,-0.0099015799999999,0.05727023,1.3738248823891788,True,2.091020216225825,0.873772798106376,0.10816108213517525,1.024318032155792,0.10816108213517525,2.091020216225825,0.19761858060217022,373.7441606101769,0.05172646409435485,analytic_dH,0.0,ok
b,0.4,Strain_b_Tension_0.4pct,b +0.4%,F03,b_pair_04,-1,0.1210515599999999,0.10306353,-0.00830452,0.05692542,1.3104617716537663,True,2.0724358034897183,0.8794486680449325,0.11427887587013467,1.0220544491349286,0.11427887587013467,2.0724358034897183,0.20828478281043786,328.87454007944433,0.05514229954805045,analytic_dH,0.0,ok
