omega_eV,Re,Im
1.50000000,1.04352410,2.34883470
1.50500000,1.17667940,2.88079160
1.51000000,1.11119380,3.59125120
1.51500000,0.93367501,4.10434830
1.52000000,0.76512260,4.11103500
1.52500000,0.75738096,4.46835530
1.53000000,0.54239505,4.79513160
1.53500000,0.28609096,4.82114520
1.54000000,0.08253185,4.51527630
1.54500000,0.00059610,4.16228860
1.55000000,-0.00485963,3.83940570
1.55500000,0.04171219,3.71761970
1.56000000,0.07123118,3.92295180
1.56500000,-0.02081197,4.25941490
1.57000000,-0.19307290,4.62382230
1.57500000,-0.46375953,5.12329670
1.58000000,-0.99406045,5.29117750
1.58500000,-1.39984720,4.65718590
1.59000000,-1.78547190,4.26342040
1.59500000,-2.08721770,3.10445390
1.60000000,-2.12874660,2.08407620
1.60500000,-2.02725860,1.18017960
1.61000000,-1.91059820,-0.04394646
1.61500000,-1.45494740,-5.58824000
1.62000000,1.69649860,1.39833010
1.62500000,-1.55821930,7.48509790
1.63000000,-2.72069470,0.97336785
1.63500000,-1.56221470,-1.40916410
1.64000000,-0.66638058,1.04474360
1.64500000,-0.68034178,3.62942660
1.65000000,-1.53746510,3.28586740
1.65500000,-1.57465900,2.72477860
1.66000000,-1.79177130,3.23821080
1.66500000,-2.24799230,2.42442940
1.67000000,-2.27768300,1.12227650
1.67500000,-1.92747940,0.10648294
1.68000000,-1.47040250,-0.44952681
1.68500000,-0.71465507,0.38560431
1.69000000,-1.26913620,1.21260660
1.69500000,-1.27218310,1.67950800
1.70000000,-1.43589380,2.35347980
1.70500000,-2.12104750,1.97194750
1.71000000,-1.93292110,1.63313300
1.71500000,-2.21200880,1.91173710
1.72000000,-2.54307410,1.09879360
1.72500000,-2.33371020,0.74867966
1.73000000,-2.44695280,0.34326694
1.73500000,-2.48099920,0.01247724
1.74000000,-2.60942930,-0.45486713
1.74500000,-2.64417490,-1.50217890
1.75000000,-2.32023140,-2.56548180
1.75500000,-1.79618830,-2.92994780
1.76000000,-1.34032170,-2.66200170
1.76500000,-1.18664640,-2.21382630
1.77000000,-1.12593590,-2.00644180
1.77500000,-1.11060550,-1.91787840
1.78000000,-1.05249740,-2.02694740
1.78500000,-0.94293317,-2.15291670
1.79000000,-0.88743836,-2.25085130
1.79500000,-0.85837428,-2.72990870
1.80000000,-0.61882763,-3.22740750
1.80500000,-0.27536117,-3.56517080
1.81000000,0.13429450,-3.49388400
1.81500000,0.50079233,-2.95101170
1.82000000,0.70935771,-2.22654520
1.82500000,0.85958464,-1.46158150
1.83000000,0.83453141,-0.59016851
1.83500000,0.68379646,-0.04589137
1.84000000,0.57905827,0.23863116
1.84500000,0.26368286,1.10223790
1.85000000,-0.25766715,0.42794019
1.85500000,-0.14402940,-0.61292579
1.86000000,0.11317974,-0.48879373
1.86500000,0.21912025,-0.35305164
1.87000000,0.25764811,-0.05340864
1.87500000,0.19409962,0.53427377
1.88000000,-0.10159026,1.02269810
1.88500000,-0.46218667,1.10339780
1.89000000,-0.85121084,0.82705310
1.89500000,-1.13223890,0.12709403
1.90000000,-1.18345230,-0.57596332
1.90500000,-1.18929500,-1.18368700
1.91000000,-1.19532790,-1.61894470
1.91500000,-1.20725390,-2.32295480
1.92000000,-0.94828531,-3.40206450
1.92500000,-0.24323567,-4.42346610
1.93000000,0.98186379,-3.26532510
1.93500000,1.21937160,-1.83668720
1.94000000,1.15526870,-0.20421292
1.94500000,0.38790137,0.18348086
1.95000000,0.16869037,-0.77811210
1.95500000,0.12731141,-1.34776580
1.96000000,0.19619166,-1.86259440
1.96500000,0.59747809,-2.21226300
1.97000000,0.81866718,-1.41536190
1.97500000,0.70433209,-1.39367920
1.98000000,0.81344997,-1.20748050
1.98500000,0.82544250,-0.89461712
1.99000000,0.76398160,-0.68405442
1.99500000,0.70525626,-0.89254750
2.00000000,0.78869757,-0.87323065
2.00500000,0.83511806,-0.61547734
2.01000000,0.82700820,-0.41195944
2.01500000,0.84596044,-0.14199755
2.02000000,0.70751254,0.85642471
2.02500000,-0.40360710,0.35534805
2.03000000,0.12362028,-0.26229078
2.03500000,0.09895482,-0.46310244
2.04000000,0.05367978,-0.68773978
2.04500000,0.09865758,-1.08426660
2.05000000,0.25520720,-1.27886140
2.05500000,0.45789565,-1.31246680
2.06000000,0.76003792,-1.23357480
2.06500000,0.92203497,-0.29825303
2.07000000,1.06230190,0.72317639
2.07500000,0.22564489,3.08264250
2.08000000,-0.77132381,1.98329870
2.08500000,-1.12714870,0.52356953
2.09000000,-1.18357590,-0.29404455
2.09500000,-1.08253400,-1.60350750
2.10000000,-0.74098833,-2.09778800
2.10500000,-0.58699964,-2.20744980
2.11000000,-0.66414602,-2.52928190
2.11500000,-0.36349980,-3.65033920
2.12000000,0.13057605,-3.79287830
2.12500000,0.48065409,-3.93199990
2.13000000,0.94190027,-3.80891520
2.13500000,1.33885910,-3.08672090
2.14000000,1.46052470,-2.36005200
2.14500000,1.48991040,-1.74881160
2.15000000,1.50984690,-1.29168560
2.15500000,1.45264130,-0.92018500
2.16000000,1.38026310,-0.95742255
2.16500000,1.36654340,-1.00170550
2.17000000,1.63839290,-1.80719420
2.17500000,2.31906720,0.16035201
2.18000000,1.89717810,1.26861460
2.18500000,1.43096480,1.54416450
2.19000000,1.14934900,1.21869710
2.19500000,1.00768830,0.91289383
2.20000000,1.12986620,0.61732096
2.20500000,1.10318200,1.45436610
2.21000000,0.40573721,1.37774440
2.21500000,0.48111364,0.64886887
2.22000000,0.41801895,0.46664134
2.22500000,0.39016646,0.31907857
2.23000000,0.28337218,0.44777001
2.23500000,-0.24774882,-0.01484458
2.24000000,-0.06815858,-0.93766623
2.24500000,0.10811924,-2.00248110
2.25000000,0.49069543,-2.55346650
2.25500000,0.96122137,-2.31964690
2.26000000,1.57476970,-2.03484150
2.26500000,1.81844710,-0.54875155
