omega_eV,Re,Im
1.50000000,-11.82209800,12.96923000
1.50500000,-12.73651400,12.90155800
1.51000000,-13.67470500,12.80881000
1.51500000,-14.58279700,12.81075400
1.52000000,-15.20944500,12.46467000
1.52500000,-16.97962100,12.56710900
1.53000000,-18.34143200,11.89099100
1.53500000,-18.67965200,11.45025600
1.54000000,-19.32052900,11.10389800
1.54500000,-19.81145000,10.74607200
1.55000000,-19.64114000,10.00278600
1.55500000,-19.09026000,9.76704300
1.56000000,-19.19201500,9.64771400
1.56500000,-19.63772700,9.41985070
1.57000000,-19.83336100,9.00448040
1.57500000,-19.90691600,8.76244740
1.58000000,-20.47650300,8.52618430
1.58500000,-21.19855400,8.06408790
1.59000000,-21.55542100,7.53356680
1.59500000,-22.15513800,6.93834230
1.60000000,-22.18038200,6.20313480
1.60500000,-22.26557900,5.75915440
1.61000000,-22.30028700,5.04571290
1.61500000,-22.94451800,4.67793380
1.62000000,-20.52400200,3.38809110
1.62500000,-19.02486800,4.02033940
1.63000000,-20.44450300,3.80892330
1.63500000,-19.98723800,3.34731410
1.64000000,-19.52556100,3.42751550
1.64500000,-19.62330300,2.92658480
1.65000000,-20.78315800,3.73444620
1.65500000,-24.18463400,4.09609800
1.66000000,-29.57930000,3.28881120
1.66500000,-32.55100100,0.61358260
1.67000000,-32.02756000,-1.72024760
1.67500000,-31.02188900,-3.55229400
1.68000000,-30.68543100,-5.61464600
1.68500000,-29.31994200,-8.34310510
1.69000000,-24.29935100,-10.74909500
1.69500000,-20.28007300,-12.10891000
1.70000000,-15.67430500,-13.09318200
1.70500000,-10.89955900,-13.35236400
1.71000000,-7.22166060,-12.54623100
1.71500000,-5.30790470,-11.53812800
1.72000000,-5.10086910,-10.53407800
1.72500000,-5.41621540,-9.87223180
1.73000000,-5.91552340,-9.31427340
1.73500000,-6.64542500,-9.03801840
1.74000000,-6.90832130,-8.95398890
1.74500000,-7.00533780,-8.97073570
1.75000000,-6.51228200,-9.03817360
1.75500000,-5.61812190,-8.91237180
1.76000000,-4.81226210,-8.76491480
1.76500000,-4.08663210,-8.37892620
1.77000000,-3.96341700,-8.06101230
1.77500000,-3.99581220,-7.97700320
1.78000000,-3.95437170,-8.16634130
1.78500000,-3.13242800,-8.52267500
1.79000000,-1.85253760,-8.76794420
1.79500000,0.38403191,-8.88374780
1.80000000,2.41624610,-8.44536420
1.80500000,3.98449240,-7.74208210
1.81000000,4.84573960,-6.94764920
1.81500000,4.90938190,-6.21336880
1.82000000,4.51153320,-5.81233120
1.82500000,4.41832440,-5.77024860
1.83000000,5.56140280,-5.66651820
1.83500000,6.44619990,-4.94778760
1.84000000,6.54830260,-4.24853860
1.84500000,6.43790890,-3.65161940
1.85000000,6.11306810,-2.81925850
1.85500000,5.28185810,-2.12524490
1.86000000,4.16405310,-1.56740930
1.86500000,3.10559910,-1.33323410
1.87000000,2.28450420,-1.00778290
1.87500000,1.27429410,-0.87152044
1.88000000,1.02893150,-0.85882274
1.88500000,0.62127280,-0.55270248
1.89000000,-0.15336832,-0.42374188
1.89500000,-0.62399120,-0.38608462
1.90000000,-0.83415441,-0.32045714
1.90500000,-1.20519950,-0.18052467
1.91000000,-1.68161140,-0.11398560
1.91500000,-2.02426330,-0.11790246
1.92000000,-1.84336800,-0.09182894
1.92500000,-2.15778730,0.12699594
1.93000000,-3.15543200,0.18111252
1.93500000,-2.44888560,-0.25858014
1.94000000,-1.87489120,-0.11569755
1.94500000,-1.81862340,0.02470733
1.95000000,-1.80893530,0.09504673
1.95500000,-1.56207590,0.17870194
1.96000000,-1.32415060,0.31885788
1.96500000,-0.96903513,0.53256702
1.97000000,-1.03623490,0.68299173
1.97500000,-0.66678190,0.86229520
1.98000000,-0.67631967,1.23852280
1.98500000,-1.08101550,1.51308710
1.99000000,-1.45085480,1.67214510
1.99500000,-1.70984600,1.76804240
2.00000000,-1.95961990,1.88300000
2.00500000,-2.24168450,1.99509440
2.01000000,-2.48767890,2.05917690
2.01500000,-2.62239310,2.15348200
2.02000000,-2.66299540,2.39981280
2.02500000,-3.43307810,2.84279330
2.03000000,-4.23236650,3.01912970
2.03500000,-5.70013780,3.03661970
2.04000000,-6.66335880,2.59392350
2.04500000,-7.13699070,2.26615200
2.05000000,-7.39960160,1.90375200
2.05500000,-7.35288940,1.72479250
2.06000000,-7.61181480,1.58672070
2.06500000,-8.04856940,1.47375430
2.07000000,-8.89634460,1.26925480
2.07500000,-10.58858300,0.50428710
2.08000000,-8.98185420,-0.72610937
2.08500000,-8.03999440,-0.76767028
2.09000000,-7.61270660,-0.88995093
2.09500000,-7.10387350,-1.07681680
2.10000000,-6.27121240,-0.96314807
2.10500000,-5.84321950,-1.03303120
2.11000000,-5.35108580,-1.00975110
2.11500000,-3.55229540,-0.70622366
2.12000000,-4.46713380,0.64451169
2.12500000,-6.95944250,0.73419324
2.13000000,-8.11789870,0.14935325
2.13500000,-8.19601230,-0.55381290
2.14000000,-6.99248500,-1.20693630
2.14500000,-5.18933970,-1.29752820
2.15000000,-4.11696580,-1.05272940
2.15500000,-3.52082640,-0.90271872
2.16000000,-2.03945240,-0.74602060
2.16500000,-1.79236600,-0.11837329
2.17000000,-1.41139080,0.25845379
2.17500000,-1.14804210,0.61681178
2.18000000,-1.64502090,1.27151470
2.18500000,-2.47334830,1.75299990
2.19000000,-3.99798920,2.02440040
2.19500000,-5.05149280,2.07122610
2.20000000,-5.95460360,1.73551860
2.20500000,-5.56801750,1.57155420
2.21000000,-5.21383710,2.42219050
2.21500000,-7.20757890,2.55355090
2.22000000,-8.05164420,2.16356280
2.22500000,-8.37627090,1.66196140
2.23000000,-8.01928950,1.26059220
2.23500000,-7.21605030,1.89027940
2.24000000,-8.99873200,1.74908940
2.24500000,-9.35448920,1.20323940
2.25000000,-8.23722070,0.70421747
2.25500000,-7.48443780,1.34606000
2.26000000,-9.97733830,1.40380290
